Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_EASIQLIFE
"530330006006","530330006006","530330006006, 53033000600, King, Washington","00","53","033","000600","6",,,,125
"530330007001","530330007001","530330007001, 53033000700, King, Washington","00","53","033","000700","1",,,,119
"530330007002","530330007002","530330007002, 53033000700, King, Washington","00","53","033","000700","2",,,,125
"530330007003","530330007003","530330007003, 53033000700, King, Washington","00","53","033","000700","3",,,,125
"530330007004","530330007004","530330007004, 53033000700, King, Washington","00","53","033","000700","4",,,,121
"530330008001","530330008001","530330008001, 53033000800, King, Washington","00","53","033","000800","1",,,,122
"530330008002","530330008002","530330008002, 53033000800, King, Washington","00","53","033","000800","2",,,,123
"530330009001","530330009001","530330009001, 53033000900, King, Washington","00","53","033","000900","1",,,,131
"530330009002","530330009002","530330009002, 53033000900, King, Washington","00","53","033","000900","2",,,,131
"530330010001","530330010001","530330010001, 53033001000, King, Washington","00","53","033","001000","1",,,,120
"530330010002","530330010002","530330010002, 53033001000, King, Washington","00","53","033","001000","2",,,,124
"530330011001","530330011001","530330011001, 53033001100, King, Washington","00","53","033","001100","1",,,,125
"530330011002","530330011002","530330011002, 53033001100, King, Washington","00","53","033","001100","2",,,,125
"530330012001","530330012001","530330012001, 53033001200, King, Washington","00","53","033","001200","1",,,,124
"530330012002","530330012002","530330012002, 53033001200, King, Washington","00","53","033","001200","2",,,,121
"530330012003","530330012003","530330012003, 53033001200, King, Washington","00","53","033","001200","3",,,,122
"530330012004","530330012004","530330012004, 53033001200, King, Washington","00","53","033","001200","4",,,,119
"530330012005","530330012005","530330012005, 53033001200, King, Washington","00","53","033","001200","5",,,,119
"530330013001","530330013001","530330013001, 53033001300, King, Washington","00","53","033","001300","1",,,,135
"530330013002","530330013002","530330013002, 53033001300, King, Washington","00","53","033","001300","2",,,,119
"530330013003","530330013003","530330013003, 53033001300, King, Washington","00","53","033","001300","3",,,,121
"530330014001","530330014001","530330014001, 53033001400, King, Washington","00","53","033","001400","1",,,,123
"530330014002","530330014002","530330014002, 53033001400, King, Washington","00","53","033","001400","2",,,,124
"530330014003","530330014003","530330014003, 53033001400, King, Washington","00","53","033","001400","3",,,,123
"530330014004","530330014004","530330014004, 53033001400, King, Washington","00","53","033","001400","4",,,,131
"530330015001","530330015001","530330015001, 53033001500, King, Washington","00","53","033","001500","1",,,,125
"530330015002","530330015002","530330015002, 53033001500, King, Washington","00","53","033","001500","2",,,,131
"530330016001","530330016001","530330016001, 53033001600, King, Washington","00","53","033","001600","1",,,,133
"530330016002","530330016002","530330016002, 53033001600, King, Washington","00","53","033","001600","2",,,,132
"530330016003","530330016003","530330016003, 53033001600, King, Washington","00","53","033","001600","3",,,,124
"530330017011","530330017011","530330017011, 53033001701, King, Washington","00","53","033","001701","1",,,,127
"530330017012","530330017012","530330017012, 53033001701, King, Washington","00","53","033","001701","2",,,,122
"530330017013","530330017013","530330017013, 53033001701, King, Washington","00","53","033","001701","3",,,,119
"530330017021","530330017021","530330017021, 53033001702, King, Washington","00","53","033","001702","1",,,,119
"530330017022","530330017022","530330017022, 53033001702, King, Washington","00","53","033","001702","2",,,,123
"530330017023","530330017023","530330017023, 53033001702, King, Washington","00","53","033","001702","3",,,,123
"530330017024","530330017024","530330017024, 53033001702, King, Washington","00","53","033","001702","4",,,,125
"530330018001","530330018001","530330018001, 53033001800, King, Washington","00","53","033","001800","1",,,,123
"530330018002","530330018002","530330018002, 53033001800, King, Washington","00","53","033","001800","2",,,,122
"530330018003","530330018003","530330018003, 53033001800, King, Washington","00","53","033","001800","3",,,,120
"530330019001","530330019001","530330019001, 53033001900, King, Washington","00","53","033","001900","1",,,,124
"530330019002","530330019002","530330019002, 53033001900, King, Washington","00","53","033","001900","2",,,,124
"530330019003","530330019003","530330019003, 53033001900, King, Washington","00","53","033","001900","3",,,,124
"530330020001","530330020001","530330020001, 53033002000, King, Washington","00","53","033","002000","1",,,,122
"530330020002","530330020002","530330020002, 53033002000, King, Washington","00","53","033","002000","2",,,,123
"530330020003","530330020003","530330020003, 53033002000, King, Washington","00","53","033","002000","3",,,,126
"530330021001","530330021001","530330021001, 53033002100, King, Washington","00","53","033","002100","1",,,,126
"530330021002","530330021002","530330021002, 53033002100, King, Washington","00","53","033","002100","2",,,,121
"530330021003","530330021003","530330021003, 53033002100, King, Washington","00","53","033","002100","3",,,,124
"530330022001","530330022001","530330022001, 53033002200, King, Washington","00","53","033","002200","1",,,,133
"530330022002","530330022002","530330022002, 53033002200, King, Washington","00","53","033","002200","2",,,,127
"530330022003","530330022003","530330022003, 53033002200, King, Washington","00","53","033","002200","3",,,,132
"530330022004","530330022004","530330022004, 53033002200, King, Washington","00","53","033","002200","4",,,,132
"530330024001","530330024001","530330024001, 53033002400, King, Washington","00","53","033","002400","1",,,,128
"530330024002","530330024002","530330024002, 53033002400, King, Washington","00","53","033","002400","2",,,,123
"530330024003","530330024003","530330024003, 53033002400, King, Washington","00","53","033","002400","3",,,,132
"530330025001","530330025001","530330025001, 53033002500, King, Washington","00","53","033","002500","1",,,,132
"530330025002","530330025002","530330025002, 53033002500, King, Washington","00","53","033","002500","2",,,,137
"530330026001","530330026001","530330026001, 53033002600, King, Washington","00","53","033","002600","1",,,,122
"530330026002","530330026002","530330026002, 53033002600, King, Washington","00","53","033","002600","2",,,,127
"530330026003","530330026003","530330026003, 53033002600, King, Washington","00","53","033","002600","3",,,,128
"530330026004","530330026004","530330026004, 53033002600, King, Washington","00","53","033","002600","4",,,,123
"530330027001","530330027001","530330027001, 53033002700, King, Washington","00","53","033","002700","1",,,,125
"530330027002","530330027002","530330027002, 53033002700, King, Washington","00","53","033","002700","2",,,,131
"530330027003","530330027003","530330027003, 53033002700, King, Washington","00","53","033","002700","3",,,,128
"530330027004","530330027004","530330027004, 53033002700, King, Washington","00","53","033","002700","4",,,,124
"530330028001","530330028001","530330028001, 53033002800, King, Washington","00","53","033","002800","1",,,,126
"530330028002","530330028002","530330028002, 53033002800, King, Washington","00","53","033","002800","2",,,,125
"530330028003","530330028003","530330028003, 53033002800, King, Washington","00","53","033","002800","3",,,,129
"530330028004","530330028004","530330028004, 53033002800, King, Washington","00","53","033","002800","4",,,,122
"530330029001","530330029001","530330029001, 53033002900, King, Washington","00","53","033","002900","1",,,,131
"530330029002","530330029002","530330029002, 53033002900, King, Washington","00","53","033","002900","2",,,,126
"530330029003","530330029003","530330029003, 53033002900, King, Washington","00","53","033","002900","3",,,,132
"530330030001","530330030001","530330030001, 53033003000, King, Washington","00","53","033","003000","1",,,,127
"530330030002","530330030002","530330030002, 53033003000, King, Washington","00","53","033","003000","2",,,,126
"530330030003","530330030003","530330030003, 53033003000, King, Washington","00","53","033","003000","3",,,,127
"530330030004","530330030004","530330030004, 53033003000, King, Washington","00","53","033","003000","4",,,,126
"530330031001","530330031001","530330031001, 53033003100, King, Washington","00","53","033","003100","1",,,,125
"530330031002","530330031002","530330031002, 53033003100, King, Washington","00","53","033","003100","2",,,,123
"530330031003","530330031003","530330031003, 53033003100, King, Washington","00","53","033","003100","3",,,,123
"530330031004","530330031004","530330031004, 53033003100, King, Washington","00","53","033","003100","4",,,,128
"530330031005","530330031005","530330031005, 53033003100, King, Washington","00","53","033","003100","5",,,,130
"530330032001","530330032001","530330032001, 53033003200, King, Washington","00","53","033","003200","1",,,,127
"530330032002","530330032002","530330032002, 53033003200, King, Washington","00","53","033","003200","2",,,,123
"530330032003","530330032003","530330032003, 53033003200, King, Washington","00","53","033","003200","3",,,,122
"530330032004","530330032004","530330032004, 53033003200, King, Washington","00","53","033","003200","4",,,,119
"530330032005","530330032005","530330032005, 53033003200, King, Washington","00","53","033","003200","5",,,,125
"530330032006","530330032006","530330032006, 53033003200, King, Washington","00","53","033","003200","6",,,,127
"530330032007","530330032007","530330032007, 53033003200, King, Washington","00","53","033","003200","7",,,,132
"530330033001","530330033001","530330033001, 53033003300, King, Washington","00","53","033","003300","1",,,,125
"530330033002","530330033002","530330033002, 53033003300, King, Washington","00","53","033","003300","2",,,,121
"530330033003","530330033003","530330033003, 53033003300, King, Washington","00","53","033","003300","3",,,,126
"530330033004","530330033004","530330033004, 53033003300, King, Washington","00","53","033","003300","4",,,,122
"530330033005","530330033005","530330033005, 53033003300, King, Washington","00","53","033","003300","5",,,,124
"530330034001","530330034001","530330034001, 53033003400, King, Washington","00","53","033","003400","1",,,,131
"530330034002","530330034002","530330034002, 53033003400, King, Washington","00","53","033","003400","2",,,,126
"530330034003","530330034003","530330034003, 53033003400, King, Washington","00","53","033","003400","3",,,,126
"530330035001","530330035001","530330035001, 53033003500, King, Washington","00","53","033","003500","1",,,,123
"530330035002","530330035002","530330035002, 53033003500, King, Washington","00","53","033","003500","2",,,,131
"530330035003","530330035003","530330035003, 53033003500, King, Washington","00","53","033","003500","3",,,,129
"530330036001","530330036001","530330036001, 53033003600, King, Washington","00","53","033","003600","1",,,,120
"530330036002","530330036002","530330036002, 53033003600, King, Washington","00","53","033","003600","2",,,,118
"530330036003","530330036003","530330036003, 53033003600, King, Washington","00","53","033","003600","3",,,,122
"530330036004","530330036004","530330036004, 53033003600, King, Washington","00","53","033","003600","4",,,,120
"530330038001","530330038001","530330038001, 53033003800, King, Washington","00","53","033","003800","1",,,,124
"530330038002","530330038002","530330038002, 53033003800, King, Washington","00","53","033","003800","2",,,,132
"530330039001","530330039001","530330039001, 53033003900, King, Washington","00","53","033","003900","1",,,,130
"530330039002","530330039002","530330039002, 53033003900, King, Washington","00","53","033","003900","2",,,,133
"530330040001","530330040001","530330040001, 53033004000, King, Washington","00","53","033","004000","1",,,,125
"530330040002","530330040002","530330040002, 53033004000, King, Washington","00","53","033","004000","2",,,,134
"530330041001","530330041001","530330041001, 53033004100, King, Washington","00","53","033","004100","1",,,,129
"530330041002","530330041002","530330041002, 53033004100, King, Washington","00","53","033","004100","2",,,,132
"530330041003","530330041003","530330041003, 53033004100, King, Washington","00","53","033","004100","3",,,,137
"530330041004","530330041004","530330041004, 53033004100, King, Washington","00","53","033","004100","4",,,,131
"530330041005","530330041005","530330041005, 53033004100, King, Washington","00","53","033","004100","5",,,,132
"530330041006","530330041006","530330041006, 53033004100, King, Washington","00","53","033","004100","6",,,,134
"530330042001","530330042001","530330042001, 53033004200, King, Washington","00","53","033","004200","1",,,,132
"530330042002","530330042002","530330042002, 53033004200, King, Washington","00","53","033","004200","2",,,,132
"530330042003","530330042003","530330042003, 53033004200, King, Washington","00","53","033","004200","3",,,,124
"530330042004","530330042004","530330042004, 53033004200, King, Washington","00","53","033","004200","4",,,,127
"530330042005","530330042005","530330042005, 53033004200, King, Washington","00","53","033","004200","5",,,,132
"530330043011","530330043011","530330043011, 53033004301, King, Washington","00","53","033","004301","1",,,,122
"530330043012","530330043012","530330043012, 53033004301, King, Washington","00","53","033","004301","2",,,,131
"530330043013","530330043013","530330043013, 53033004301, King, Washington","00","53","033","004301","3",,,,124
"530330043021","530330043021","530330043021, 53033004302, King, Washington","00","53","033","004302","1",,,,119
"530330043022","530330043022","530330043022, 53033004302, King, Washington","00","53","033","004302","2",,,,121
"530330044001","530330044001","530330044001, 53033004400, King, Washington","00","53","033","004400","1",,,,123
"530330044002","530330044002","530330044002, 53033004400, King, Washington","00","53","033","004400","2",,,,120
"530330044003","530330044003","530330044003, 53033004400, King, Washington","00","53","033","004400","3",,,,123
"530330044004","530330044004","530330044004, 53033004400, King, Washington","00","53","033","004400","4",,,,120
"530330045001","530330045001","530330045001, 53033004500, King, Washington","00","53","033","004500","1",,,,133
"530330045002","530330045002","530330045002, 53033004500, King, Washington","00","53","033","004500","2",,,,131
"530330046001","530330046001","530330046001, 53033004600, King, Washington","00","53","033","004600","1",,,,135
"530330046002","530330046002","530330046002, 53033004600, King, Washington","00","53","033","004600","2",,,,124
"530330046003","530330046003","530330046003, 53033004600, King, Washington","00","53","033","004600","3",,,,125
"530330047001","530330047001","530330047001, 53033004700, King, Washington","00","53","033","004700","1",,,,124
"530330047002","530330047002","530330047002, 53033004700, King, Washington","00","53","033","004700","2",,,,125
"530330047003","530330047003","530330047003, 53033004700, King, Washington","00","53","033","004700","3",,,,122
"530330047004","530330047004","530330047004, 53033004700, King, Washington","00","53","033","004700","4",,,,119
"530330048001","530330048001","530330048001, 53033004800, King, Washington","00","53","033","004800","1",,,,124
"530330048002","530330048002","530330048002, 53033004800, King, Washington","00","53","033","004800","2",,,,130
"530330048003","530330048003","530330048003, 53033004800, King, Washington","00","53","033","004800","3",,,,133
"530330048004","530330048004","530330048004, 53033004800, King, Washington","00","53","033","004800","4",,,,126
"530330049001","530330049001","530330049001, 53033004900, King, Washington","00","53","033","004900","1",,,,122
"530330049002","530330049002","530330049002, 53033004900, King, Washington","00","53","033","004900","2",,,,122
"530330049003","530330049003","530330049003, 53033004900, King, Washington","00","53","033","004900","3",,,,122
"530330049004","530330049004","530330049004, 53033004900, King, Washington","00","53","033","004900","4",,,,128
"530330049005","530330049005","530330049005, 53033004900, King, Washington","00","53","033","004900","5",,,,121
"530330050001","530330050001","530330050001, 53033005000, King, Washington","00","53","033","005000","1",,,,128
"530330050002","530330050002","530330050002, 53033005000, King, Washington","00","53","033","005000","2",,,,128
"530330050003","530330050003","530330050003, 53033005000, King, Washington","00","53","033","005000","3",,,,122
"530330051001","530330051001","530330051001, 53033005100, King, Washington","00","53","033","005100","1",,,,126
"530330051002","530330051002","530330051002, 53033005100, King, Washington","00","53","033","005100","2",,,,133
"530330051003","530330051003","530330051003, 53033005100, King, Washington","00","53","033","005100","3",,,,130
"530330052001","530330052001","530330052001, 53033005200, King, Washington","00","53","033","005200","1",,,,120
"530330052002","530330052002","530330052002, 53033005200, King, Washington","00","53","033","005200","2",,,,123
"530330052003","530330052003","530330052003, 53033005200, King, Washington","00","53","033","005200","3",,,,122
"530330052004","530330052004","530330052004, 53033005200, King, Washington","00","53","033","005200","4",,,,125
"530330052005","530330052005","530330052005, 53033005200, King, Washington","00","53","033","005200","5",,,,124
"530330053011","530330053011","530330053011, 53033005301, King, Washington","00","53","033","005301","1",,,,125
"530330053012","530330053012","530330053012, 53033005301, King, Washington","00","53","033","005301","2",,,,122
"530330053013","530330053013","530330053013, 53033005301, King, Washington","00","53","033","005301","3",,,,118
"530330053014","530330053014","530330053014, 53033005301, King, Washington","00","53","033","005301","4",,,,118
"530330053021","530330053021","530330053021, 53033005302, King, Washington","00","53","033","005302","1",,,,123
"530330053022","530330053022","530330053022, 53033005302, King, Washington","00","53","033","005302","2",,,,132
"530330053023","530330053023","530330053023, 53033005302, King, Washington","00","53","033","005302","3",,,,132
"530330054001","530330054001","530330054001, 53033005400, King, Washington","00","53","033","005400","1",,,,126
"530330054002","530330054002","530330054002, 53033005400, King, Washington","00","53","033","005400","2",,,,126
"530330054003","530330054003","530330054003, 53033005400, King, Washington","00","53","033","005400","3",,,,127
"530330054004","530330054004","530330054004, 53033005400, King, Washington","00","53","033","005400","4",,,,127
"530330056001","530330056001","530330056001, 53033005600, King, Washington","00","53","033","005600","1",,,,132
"530330056002","530330056002","530330056002, 53033005600, King, Washington","00","53","033","005600","2",,,,133
"530330056003","530330056003","530330056003, 53033005600, King, Washington","00","53","033","005600","3",,,,134
"530330056004","530330056004","530330056004, 53033005600, King, Washington","00","53","033","005600","4",,,,133
"530330056005","530330056005","530330056005, 53033005600, King, Washington","00","53","033","005600","5",,,,141
"530330057001","530330057001","530330057001, 53033005700, King, Washington","00","53","033","005700","1",,,,134
"530330057002","530330057002","530330057002, 53033005700, King, Washington","00","53","033","005700","2",,,,133
"530330057003","530330057003","530330057003, 53033005700, King, Washington","00","53","033","005700","3",,,,131
"530330057004","530330057004","530330057004, 53033005700, King, Washington","00","53","033","005700","4",,,,128
"530330057005","530330057005","530330057005, 53033005700, King, Washington","00","53","033","005700","5",,,,128
"530330057006","530330057006","530330057006, 53033005700, King, Washington","00","53","033","005700","6",,,,126
"530330058011","530330058011","530330058011, 53033005801, King, Washington","00","53","033","005801","1",,,,123
"530330058012","530330058012","530330058012, 53033005801, King, Washington","00","53","033","005801","2",,,,121
"530330058013","530330058013","530330058013, 53033005801, King, Washington","00","53","033","005801","3",,,,127
"530330058014","530330058014","530330058014, 53033005801, King, Washington","00","53","033","005801","4",,,,124
"530330058021","530330058021","530330058021, 53033005802, King, Washington","00","53","033","005802","1",,,,123
"530330058022","530330058022","530330058022, 53033005802, King, Washington","00","53","033","005802","2",,,,129
"530330058023","530330058023","530330058023, 53033005802, King, Washington","00","53","033","005802","3",,,,128
"530330059001","530330059001","530330059001, 53033005900, King, Washington","00","53","033","005900","1",,,,124
"530330059002","530330059002","530330059002, 53033005900, King, Washington","00","53","033","005900","2",,,,132
"530330059003","530330059003","530330059003, 53033005900, King, Washington","00","53","033","005900","3",,,,125
"530330059004","530330059004","530330059004, 53033005900, King, Washington","00","53","033","005900","4",,,,132
"530330059005","530330059005","530330059005, 53033005900, King, Washington","00","53","033","005900","5",,,,126
"530330060001","530330060001","530330060001, 53033006000, King, Washington","00","53","033","006000","1",,,,122
"530330060002","530330060002","530330060002, 53033006000, King, Washington","00","53","033","006000","2",,,,138
"530330060003","530330060003","530330060003, 53033006000, King, Washington","00","53","033","006000","3",,,,131
"530330060004","530330060004","530330060004, 53033006000, King, Washington","00","53","033","006000","4",,,,131
"530330061001","530330061001","530330061001, 53033006100, King, Washington","00","53","033","006100","1",,,,128
"530330061002","530330061002","530330061002, 53033006100, King, Washington","00","53","033","006100","2",,,,135
"530330061003","530330061003","530330061003, 53033006100, King, Washington","00","53","033","006100","3",,,,126
"530330061004","530330061004","530330061004, 53033006100, King, Washington","00","53","033","006100","4",,,,122
"530330062001","530330062001","530330062001, 53033006200, King, Washington","00","53","033","006200","1",,,,136
"530330062002","530330062002","530330062002, 53033006200, King, Washington","00","53","033","006200","2",,,,133
"530330062003","530330062003","530330062003, 53033006200, King, Washington","00","53","033","006200","3",,,,138
"530330063001","530330063001","530330063001, 53033006300, King, Washington","00","53","033","006300","1",,,,126
"530330063002","530330063002","530330063002, 53033006300, King, Washington","00","53","033","006300","2",,,,133
"530330063003","530330063003","530330063003, 53033006300, King, Washington","00","53","033","006300","3",,,,137
"530330063004","530330063004","530330063004, 53033006300, King, Washington","00","53","033","006300","4",,,,134
"530330064001","530330064001","530330064001, 53033006400, King, Washington","00","53","033","006400","1",,,,129
"530330064002","530330064002","530330064002, 53033006400, King, Washington","00","53","033","006400","2",,,,132
"530330064003","530330064003","530330064003, 53033006400, King, Washington","00","53","033","006400","3",,,,134
"530330065001","530330065001","530330065001, 53033006500, King, Washington","00","53","033","006500","1",,,,131
"530330065002","530330065002","530330065002, 53033006500, King, Washington","00","53","033","006500","2",,,,126
"530330065003","530330065003","530330065003, 53033006500, King, Washington","00","53","033","006500","3",,,,128
"530330066001","530330066001","530330066001, 53033006600, King, Washington","00","53","033","006600","1",,,,130
"530330066002","530330066002","530330066002, 53033006600, King, Washington","00","53","033","006600","2",,,,123
"530330067001","530330067001","530330067001, 53033006700, King, Washington","00","53","033","006700","1",,,,120
"530330067002","530330067002","530330067002, 53033006700, King, Washington","00","53","033","006700","2",,,,132
"530330067003","530330067003","530330067003, 53033006700, King, Washington","00","53","033","006700","3",,,,128
"530330067004","530330067004","530330067004, 53033006700, King, Washington","00","53","033","006700","4",,,,131
"530330068001","530330068001","530330068001, 53033006800, King, Washington","00","53","033","006800","1",,,,129
"530330068002","530330068002","530330068002, 53033006800, King, Washington","00","53","033","006800","2",,,,132
"530330069001","530330069001","530330069001, 53033006900, King, Washington","00","53","033","006900","1",,,,129
"530330069002","530330069002","530330069002, 53033006900, King, Washington","00","53","033","006900","2",,,,138
"530330069003","530330069003","530330069003, 53033006900, King, Washington","00","53","033","006900","3",,,,127
"530330069004","530330069004","530330069004, 53033006900, King, Washington","00","53","033","006900","4",,,,130
"530330070001","530330070001","530330070001, 53033007000, King, Washington","00","53","033","007000","1",,,,126
"530330070002","530330070002","530330070002, 53033007000, King, Washington","00","53","033","007000","2",,,,120
"530330070003","530330070003","530330070003, 53033007000, King, Washington","00","53","033","007000","3",,,,126
"530330070004","530330070004","530330070004, 53033007000, King, Washington","00","53","033","007000","4",,,,125
"530330070005","530330070005","530330070005, 53033007000, King, Washington","00","53","033","007000","5",,,,124
"530330070006","530330070006","530330070006, 53033007000, King, Washington","00","53","033","007000","6",,,,126
"530330071001","530330071001","530330071001, 53033007100, King, Washington","00","53","033","007100","1",,,,124
"530330071002","530330071002","530330071002, 53033007100, King, Washington","00","53","033","007100","2",,,,126
"530330072001","530330072001","530330072001, 53033007200, King, Washington","00","53","033","007200","1",,,,121
"530330072002","530330072002","530330072002, 53033007200, King, Washington","00","53","033","007200","2",,,,118
"530330072003","530330072003","530330072003, 53033007200, King, Washington","00","53","033","007200","3",,,,130
"530330073001","530330073001","530330073001, 53033007300, King, Washington","00","53","033","007300","1",,,,118
"530330073002","530330073002","530330073002, 53033007300, King, Washington","00","53","033","007300","2",,,,128
"530330073003","530330073003","530330073003, 53033007300, King, Washington","00","53","033","007300","3",,,,131
"530330074011","530330074011","530330074011, 53033007401, King, Washington","00","53","033","007401","1",,,,126
"530330074012","530330074012","530330074012, 53033007401, King, Washington","00","53","033","007401","2",,,,118
"530330074013","530330074013","530330074013, 53033007401, King, Washington","00","53","033","007401","3",,,,123
"530330074014","530330074014","530330074014, 53033007401, King, Washington","00","53","033","007401","4",,,,118
"530330074021","530330074021","530330074021, 53033007402, King, Washington","00","53","033","007402","1",,,,125
"530330074022","530330074022","530330074022, 53033007402, King, Washington","00","53","033","007402","2",,,,119
"530330074023","530330074023","530330074023, 53033007402, King, Washington","00","53","033","007402","3",,,,120
"530330075001","530330075001","530330075001, 53033007500, King, Washington","00","53","033","007500","1",,,,118
"530330075002","530330075002","530330075002, 53033007500, King, Washington","00","53","033","007500","2",,,,124
"530330075003","530330075003","530330075003, 53033007500, King, Washington","00","53","033","007500","3",,,,120
"530330075004","530330075004","530330075004, 53033007500, King, Washington","00","53","033","007500","4",,,,127
"530330075005","530330075005","530330075005, 53033007500, King, Washington","00","53","033","007500","5",,,,126
"530330076001","530330076001","530330076001, 53033007600, King, Washington","00","53","033","007600","1",,,,128
"530330076002","530330076002","530330076002, 53033007600, King, Washington","00","53","033","007600","2",,,,125
"530330076003","530330076003","530330076003, 53033007600, King, Washington","00","53","033","007600","3",,,,121
"530330077001","530330077001","530330077001, 53033007700, King, Washington","00","53","033","007700","1",,,,130
"530330077002","530330077002","530330077002, 53033007700, King, Washington","00","53","033","007700","2",,,,124
"530330077003","530330077003","530330077003, 53033007700, King, Washington","00","53","033","007700","3",,,,119
"530330077004","530330077004","530330077004, 53033007700, King, Washington","00","53","033","007700","4",,,,120
"530330078001","530330078001","530330078001, 53033007800, King, Washington","00","53","033","007800","1",,,,132
"530330078002","530330078002","530330078002, 53033007800, King, Washington","00","53","033","007800","2",,,,142
"530330078003","530330078003","530330078003, 53033007800, King, Washington","00","53","033","007800","3",,,,136
"530330078004","530330078004","530330078004, 53033007800, King, Washington","00","53","033","007800","4",,,,133
"530330079001","530330079001","530330079001, 53033007900, King, Washington","00","53","033","007900","1",,,,120
"530330079002","530330079002","530330079002, 53033007900, King, Washington","00","53","033","007900","2",,,,119
"530330079003","530330079003","530330079003, 53033007900, King, Washington","00","53","033","007900","3",,,,121
"530330079004","530330079004","530330079004, 53033007900, King, Washington","00","53","033","007900","4",,,,124
"530330079005","530330079005","530330079005, 53033007900, King, Washington","00","53","033","007900","5",,,,119
"530330080011","530330080011","530330080011, 53033008001, King, Washington","00","53","033","008001","1",,,,125
"530330080012","530330080012","530330080012, 53033008001, King, Washington","00","53","033","008001","2",,,,118
"530330080013","530330080013","530330080013, 53033008001, King, Washington","00","53","033","008001","3",,,,127
"530330080014","530330080014","530330080014, 53033008001, King, Washington","00","53","033","008001","4",,,,119
"530330080015","530330080015","530330080015, 53033008001, King, Washington","00","53","033","008001","5",,,,120
"530330080021","530330080021","530330080021, 53033008002, King, Washington","00","53","033","008002","1",,,,134
"530330080022","530330080022","530330080022, 53033008002, King, Washington","00","53","033","008002","2",,,,127
"530330081001","530330081001","530330081001, 53033008100, King, Washington","00","53","033","008100","1",,,,138
"530330081002","530330081002","530330081002, 53033008100, King, Washington","00","53","033","008100","2",,,,142
"530330081003","530330081003","530330081003, 53033008100, King, Washington","00","53","033","008100","3",,,,126
"530330082001","530330082001","530330082001, 53033008200, King, Washington","00","53","033","008200","1",,,,130
"530330082002","530330082002","530330082002, 53033008200, King, Washington","00","53","033","008200","2",,,,119
"530330082003","530330082003","530330082003, 53033008200, King, Washington","00","53","033","008200","3",,,,119
"530330083001","530330083001","530330083001, 53033008300, King, Washington","00","53","033","008300","1",,,,122
"530330083002","530330083002","530330083002, 53033008300, King, Washington","00","53","033","008300","2",,,,121
"530330084001","530330084001","530330084001, 53033008400, King, Washington","00","53","033","008400","1",,,,123
"530330084002","530330084002","530330084002, 53033008400, King, Washington","00","53","033","008400","2",,,,128
