Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_EASIQLIFE
"530330084003","530330084003","530330084003, 53033008400, King, Washington","00","53","033","008400","3",,,,122
"530330085001","530330085001","530330085001, 53033008500, King, Washington","00","53","033","008500","1",,,,118
"530330085002","530330085002","530330085002, 53033008500, King, Washington","00","53","033","008500","2",,,,127
"530330085003","530330085003","530330085003, 53033008500, King, Washington","00","53","033","008500","3",,,,118
"530330086001","530330086001","530330086001, 53033008600, King, Washington","00","53","033","008600","1",,,,125
"530330086002","530330086002","530330086002, 53033008600, King, Washington","00","53","033","008600","2",,,,120
"530330086003","530330086003","530330086003, 53033008600, King, Washington","00","53","033","008600","3",,,,118
"530330087001","530330087001","530330087001, 53033008700, King, Washington","00","53","033","008700","1",,,,121
"530330087002","530330087002","530330087002, 53033008700, King, Washington","00","53","033","008700","2",,,,119
"530330087003","530330087003","530330087003, 53033008700, King, Washington","00","53","033","008700","3",,,,124
"530330088001","530330088001","530330088001, 53033008800, King, Washington","00","53","033","008800","1",,,,124
"530330088002","530330088002","530330088002, 53033008800, King, Washington","00","53","033","008800","2",,,,123
"530330088003","530330088003","530330088003, 53033008800, King, Washington","00","53","033","008800","3",,,,126
"530330089001","530330089001","530330089001, 53033008900, King, Washington","00","53","033","008900","1",,,,129
"530330089002","530330089002","530330089002, 53033008900, King, Washington","00","53","033","008900","2",,,,125
"530330089003","530330089003","530330089003, 53033008900, King, Washington","00","53","033","008900","3",,,,129
"530330089004","530330089004","530330089004, 53033008900, King, Washington","00","53","033","008900","4",,,,123
"530330090001","530330090001","530330090001, 53033009000, King, Washington","00","53","033","009000","1",,,,119
"530330090002","530330090002","530330090002, 53033009000, King, Washington","00","53","033","009000","2",,,,118
"530330091001","530330091001","530330091001, 53033009100, King, Washington","00","53","033","009100","1",,,,122
"530330091002","530330091002","530330091002, 53033009100, King, Washington","00","53","033","009100","2",,,,125
"530330092001","530330092001","530330092001, 53033009200, King, Washington","00","53","033","009200","1",,,,118
"530330092002","530330092002","530330092002, 53033009200, King, Washington","00","53","033","009200","2",,,,126
"530330093001","530330093001","530330093001, 53033009300, King, Washington","00","53","033","009300","1",,,,121
"530330093002","530330093002","530330093002, 53033009300, King, Washington","00","53","033","009300","2",,,,135
"530330093003","530330093003","530330093003, 53033009300, King, Washington","00","53","033","009300","3",,,,139
"530330094001","530330094001","530330094001, 53033009400, King, Washington","00","53","033","009400","1",,,,118
"530330094002","530330094002","530330094002, 53033009400, King, Washington","00","53","033","009400","2",,,,122
"530330094003","530330094003","530330094003, 53033009400, King, Washington","00","53","033","009400","3",,,,128
"530330094004","530330094004","530330094004, 53033009400, King, Washington","00","53","033","009400","4",,,,123
"530330094005","530330094005","530330094005, 53033009400, King, Washington","00","53","033","009400","5",,,,127
"530330095001","530330095001","530330095001, 53033009500, King, Washington","00","53","033","009500","1",,,,133
"530330095002","530330095002","530330095002, 53033009500, King, Washington","00","53","033","009500","2",,,,123
"530330095003","530330095003","530330095003, 53033009500, King, Washington","00","53","033","009500","3",,,,135
"530330095004","530330095004","530330095004, 53033009500, King, Washington","00","53","033","009500","4",,,,125
"530330096001","530330096001","530330096001, 53033009600, King, Washington","00","53","033","009600","1",,,,123
"530330096002","530330096002","530330096002, 53033009600, King, Washington","00","53","033","009600","2",,,,121
"530330096003","530330096003","530330096003, 53033009600, King, Washington","00","53","033","009600","3",,,,128
"530330096004","530330096004","530330096004, 53033009600, King, Washington","00","53","033","009600","4",,,,136
"530330096005","530330096005","530330096005, 53033009600, King, Washington","00","53","033","009600","5",,,,128
"530330097011","530330097011","530330097011, 53033009701, King, Washington","00","53","033","009701","1",,,,126
"530330097012","530330097012","530330097012, 53033009701, King, Washington","00","53","033","009701","2",,,,131
"530330097013","530330097013","530330097013, 53033009701, King, Washington","00","53","033","009701","3",,,,126
"530330097014","530330097014","530330097014, 53033009701, King, Washington","00","53","033","009701","4",,,,129
"530330097021","530330097021","530330097021, 53033009702, King, Washington","00","53","033","009702","1",,,,127
"530330097022","530330097022","530330097022, 53033009702, King, Washington","00","53","033","009702","2",,,,126
"530330097023","530330097023","530330097023, 53033009702, King, Washington","00","53","033","009702","3",,,,134
"530330097024","530330097024","530330097024, 53033009702, King, Washington","00","53","033","009702","4",,,,127
"530330097025","530330097025","530330097025, 53033009702, King, Washington","00","53","033","009702","5",,,,128
"530330098001","530330098001","530330098001, 53033009800, King, Washington","00","53","033","009800","1",,,,125
"530330098002","530330098002","530330098002, 53033009800, King, Washington","00","53","033","009800","2",,,,127
"530330098003","530330098003","530330098003, 53033009800, King, Washington","00","53","033","009800","3",,,,126
"530330098004","530330098004","530330098004, 53033009800, King, Washington","00","53","033","009800","4",,,,123
"530330098005","530330098005","530330098005, 53033009800, King, Washington","00","53","033","009800","5",,,,125
"530330099001","530330099001","530330099001, 53033009900, King, Washington","00","53","033","009900","1",,,,126
"530330099002","530330099002","530330099002, 53033009900, King, Washington","00","53","033","009900","2",,,,122
"530330099003","530330099003","530330099003, 53033009900, King, Washington","00","53","033","009900","3",,,,121
"530330099004","530330099004","530330099004, 53033009900, King, Washington","00","53","033","009900","4",,,,120
"530330100011","530330100011","530330100011, 53033010001, King, Washington","00","53","033","010001","1",,,,126
"530330100012","530330100012","530330100012, 53033010001, King, Washington","00","53","033","010001","2",,,,147
"530330100013","530330100013","530330100013, 53033010001, King, Washington","00","53","033","010001","3",,,,118
"530330100021","530330100021","530330100021, 53033010002, King, Washington","00","53","033","010002","1",,,,126
"530330100022","530330100022","530330100022, 53033010002, King, Washington","00","53","033","010002","2",,,,122
"530330100023","530330100023","530330100023, 53033010002, King, Washington","00","53","033","010002","3",,,,125
"530330100024","530330100024","530330100024, 53033010002, King, Washington","00","53","033","010002","4",,,,124
"530330101001","530330101001","530330101001, 53033010100, King, Washington","00","53","033","010100","1",,,,130
"530330101002","530330101002","530330101002, 53033010100, King, Washington","00","53","033","010100","2",,,,132
"530330101003","530330101003","530330101003, 53033010100, King, Washington","00","53","033","010100","3",,,,119
"530330101004","530330101004","530330101004, 53033010100, King, Washington","00","53","033","010100","4",,,,120
"530330101005","530330101005","530330101005, 53033010100, King, Washington","00","53","033","010100","5",,,,134
"530330102001","530330102001","530330102001, 53033010200, King, Washington","00","53","033","010200","1",,,,132
"530330102002","530330102002","530330102002, 53033010200, King, Washington","00","53","033","010200","2",,,,132
"530330102003","530330102003","530330102003, 53033010200, King, Washington","00","53","033","010200","3",,,,128
"530330102004","530330102004","530330102004, 53033010200, King, Washington","00","53","033","010200","4",,,,128
"530330103001","530330103001","530330103001, 53033010300, King, Washington","00","53","033","010300","1",,,,122
"530330103002","530330103002","530330103002, 53033010300, King, Washington","00","53","033","010300","2",,,,123
"530330103003","530330103003","530330103003, 53033010300, King, Washington","00","53","033","010300","3",,,,125
"530330103004","530330103004","530330103004, 53033010300, King, Washington","00","53","033","010300","4",,,,118
"530330103005","530330103005","530330103005, 53033010300, King, Washington","00","53","033","010300","5",,,,118
"530330104011","530330104011","530330104011, 53033010401, King, Washington","00","53","033","010401","1",,,,131
"530330104012","530330104012","530330104012, 53033010401, King, Washington","00","53","033","010401","2",,,,126
"530330104013","530330104013","530330104013, 53033010401, King, Washington","00","53","033","010401","3",,,,126
"530330104021","530330104021","530330104021, 53033010402, King, Washington","00","53","033","010402","1",,,,128
"530330104022","530330104022","530330104022, 53033010402, King, Washington","00","53","033","010402","2",,,,131
"530330104023","530330104023","530330104023, 53033010402, King, Washington","00","53","033","010402","3",,,,123
"530330104024","530330104024","530330104024, 53033010402, King, Washington","00","53","033","010402","4",,,,127
"530330105001","530330105001","530330105001, 53033010500, King, Washington","00","53","033","010500","1",,,,126
"530330105002","530330105002","530330105002, 53033010500, King, Washington","00","53","033","010500","2",,,,124
"530330105003","530330105003","530330105003, 53033010500, King, Washington","00","53","033","010500","3",,,,124
"530330105004","530330105004","530330105004, 53033010500, King, Washington","00","53","033","010500","4",,,,119
"530330105005","530330105005","530330105005, 53033010500, King, Washington","00","53","033","010500","5",,,,121
"530330106001","530330106001","530330106001, 53033010600, King, Washington","00","53","033","010600","1",,,,127
"530330106002","530330106002","530330106002, 53033010600, King, Washington","00","53","033","010600","2",,,,123
"530330106003","530330106003","530330106003, 53033010600, King, Washington","00","53","033","010600","3",,,,119
"530330106004","530330106004","530330106004, 53033010600, King, Washington","00","53","033","010600","4",,,,122
"530330106005","530330106005","530330106005, 53033010600, King, Washington","00","53","033","010600","5",,,,130
"530330106006","530330106006","530330106006, 53033010600, King, Washington","00","53","033","010600","6",,,,120
"530330107011","530330107011","530330107011, 53033010701, King, Washington","00","53","033","010701","1",,,,118
"530330107012","530330107012","530330107012, 53033010701, King, Washington","00","53","033","010701","2",,,,120
"530330107021","530330107021","530330107021, 53033010702, King, Washington","00","53","033","010702","1",,,,121
"530330107022","530330107022","530330107022, 53033010702, King, Washington","00","53","033","010702","2",,,,120
"530330107023","530330107023","530330107023, 53033010702, King, Washington","00","53","033","010702","3",,,,118
"530330108001","530330108001","530330108001, 53033010800, King, Washington","00","53","033","010800","1",,,,124
"530330108002","530330108002","530330108002, 53033010800, King, Washington","00","53","033","010800","2",,,,126
"530330108003","530330108003","530330108003, 53033010800, King, Washington","00","53","033","010800","3",,,,130
"530330109001","530330109001","530330109001, 53033010900, King, Washington","00","53","033","010900","1",,,,125
"530330109002","530330109002","530330109002, 53033010900, King, Washington","00","53","033","010900","2",,,,121
"530330110011","530330110011","530330110011, 53033011001, King, Washington","00","53","033","011001","1",,,,118
"530330110012","530330110012","530330110012, 53033011001, King, Washington","00","53","033","011001","2",,,,118
"530330110013","530330110013","530330110013, 53033011001, King, Washington","00","53","033","011001","3",,,,119
"530330110021","530330110021","530330110021, 53033011002, King, Washington","00","53","033","011002","1",,,,132
"530330110022","530330110022","530330110022, 53033011002, King, Washington","00","53","033","011002","2",,,,121
"530330110023","530330110023","530330110023, 53033011002, King, Washington","00","53","033","011002","3",,,,125
"530330111011","530330111011","530330111011, 53033011101, King, Washington","00","53","033","011101","1",,,,119
"530330111012","530330111012","530330111012, 53033011101, King, Washington","00","53","033","011101","2",,,,126
"530330111013","530330111013","530330111013, 53033011101, King, Washington","00","53","033","011101","3",,,,126
"530330111014","530330111014","530330111014, 53033011101, King, Washington","00","53","033","011101","4",,,,123
"530330111021","530330111021","530330111021, 53033011102, King, Washington","00","53","033","011102","1",,,,132
"530330111022","530330111022","530330111022, 53033011102, King, Washington","00","53","033","011102","2",,,,125
"530330111023","530330111023","530330111023, 53033011102, King, Washington","00","53","033","011102","3",,,,121
"530330111024","530330111024","530330111024, 53033011102, King, Washington","00","53","033","011102","4",,,,134
"530330112001","530330112001","530330112001, 53033011200, King, Washington","00","53","033","011200","1",,,,125
"530330112002","530330112002","530330112002, 53033011200, King, Washington","00","53","033","011200","2",,,,123
"530330112003","530330112003","530330112003, 53033011200, King, Washington","00","53","033","011200","3",,,,123
"530330113001","530330113001","530330113001, 53033011300, King, Washington","00","53","033","011300","1",,,,126
"530330113002","530330113002","530330113002, 53033011300, King, Washington","00","53","033","011300","2",,,,130
"530330113003","530330113003","530330113003, 53033011300, King, Washington","00","53","033","011300","3",,,,124
"530330113004","530330113004","530330113004, 53033011300, King, Washington","00","53","033","011300","4",,,,126
"530330113005","530330113005","530330113005, 53033011300, King, Washington","00","53","033","011300","5",,,,122
"530330114011","530330114011","530330114011, 53033011401, King, Washington","00","53","033","011401","1",,,,122
"530330114012","530330114012","530330114012, 53033011401, King, Washington","00","53","033","011401","2",,,,124
"530330114013","530330114013","530330114013, 53033011401, King, Washington","00","53","033","011401","3",,,,126
"530330114021","530330114021","530330114021, 53033011402, King, Washington","00","53","033","011402","1",,,,121
"530330114022","530330114022","530330114022, 53033011402, King, Washington","00","53","033","011402","2",,,,126
"530330114023","530330114023","530330114023, 53033011402, King, Washington","00","53","033","011402","3",,,,118
"530330115001","530330115001","530330115001, 53033011500, King, Washington","00","53","033","011500","1",,,,129
"530330115002","530330115002","530330115002, 53033011500, King, Washington","00","53","033","011500","2",,,,125
"530330115003","530330115003","530330115003, 53033011500, King, Washington","00","53","033","011500","3",,,,123
"530330116001","530330116001","530330116001, 53033011600, King, Washington","00","53","033","011600","1",,,,132
"530330116002","530330116002","530330116002, 53033011600, King, Washington","00","53","033","011600","2",,,,129
"530330116003","530330116003","530330116003, 53033011600, King, Washington","00","53","033","011600","3",,,,135
"530330116004","530330116004","530330116004, 53033011600, King, Washington","00","53","033","011600","4",,,,125
"530330116005","530330116005","530330116005, 53033011600, King, Washington","00","53","033","011600","5",,,,132
"530330116006","530330116006","530330116006, 53033011600, King, Washington","00","53","033","011600","6",,,,135
"530330117001","530330117001","530330117001, 53033011700, King, Washington","00","53","033","011700","1",,,,124
"530330117002","530330117002","530330117002, 53033011700, King, Washington","00","53","033","011700","2",,,,123
"530330117003","530330117003","530330117003, 53033011700, King, Washington","00","53","033","011700","3",,,,128
"530330117004","530330117004","530330117004, 53033011700, King, Washington","00","53","033","011700","4",,,,129
"530330118001","530330118001","530330118001, 53033011800, King, Washington","00","53","033","011800","1",,,,130
"530330118002","530330118002","530330118002, 53033011800, King, Washington","00","53","033","011800","2",,,,123
"530330118003","530330118003","530330118003, 53033011800, King, Washington","00","53","033","011800","3",,,,126
"530330118004","530330118004","530330118004, 53033011800, King, Washington","00","53","033","011800","4",,,,118
"530330118005","530330118005","530330118005, 53033011800, King, Washington","00","53","033","011800","5",,,,125
"530330118006","530330118006","530330118006, 53033011800, King, Washington","00","53","033","011800","6",,,,119
"530330119001","530330119001","530330119001, 53033011900, King, Washington","00","53","033","011900","1",,,,127
"530330119002","530330119002","530330119002, 53033011900, King, Washington","00","53","033","011900","2",,,,125
"530330119003","530330119003","530330119003, 53033011900, King, Washington","00","53","033","011900","3",,,,125
"530330119004","530330119004","530330119004, 53033011900, King, Washington","00","53","033","011900","4",,,,130
"530330119005","530330119005","530330119005, 53033011900, King, Washington","00","53","033","011900","5",,,,129
"530330120001","530330120001","530330120001, 53033012000, King, Washington","00","53","033","012000","1",,,,129
"530330120002","530330120002","530330120002, 53033012000, King, Washington","00","53","033","012000","2",,,,133
"530330120003","530330120003","530330120003, 53033012000, King, Washington","00","53","033","012000","3",,,,130
"530330121001","530330121001","530330121001, 53033012100, King, Washington","00","53","033","012100","1",,,,132
"530330121002","530330121002","530330121002, 53033012100, King, Washington","00","53","033","012100","2",,,,135
"530330263001","530330263001","530330263001, 53033026300, King, Washington","00","53","033","026300","1",,,,123
"530330264001","530330264001","530330264001, 53033026400, King, Washington","00","53","033","026400","1",,,,124
