GEOID10,bg_score_sigmoid
530330004012,0.2234806069525676
530330004023,0.35434369377420455
530330004024,0.62879778447763
530330005002,0.2270472227124501
530330006004,0.7845608653658437
530330008001,0.1000227058812133
530330008002,0.31002551887238755
530330011001,0.7310585786300049
530330011002,0.6642518382722381
530330012001,0.4893850950961672
530330012002,0.37615681303390447
530330012003,0.6354694910564207
530330012004,0.46891953810092535
530330012005,0.7572669436204766
530330013001,0.36713133169457995
530330013002,0.25803748703309826
530330013003,0.4351074999750252
530330014002,0.5586739809053082
530330014003,0.44146018885863736
530330014004,0.12408916632699526
530330015001,0.16482171629298734
530330015002,0.1728179749513114
530330016001,0.07300672534066648
530330016002,0.27527726422689064
530330016003,0.4148720525516158
530330017011,0.435721927858404
530330017012,0.22201183066368219
530330017013,0.2781124517706317
530330017021,0.2256204166878453
530330017022,0.3211300441266215
530330017023,0.2100407604935272
530330017024,0.16970342399515412
530330018001,0.44997687220537347
530330018002,0.479562910675452
530330018003,0.4830507752568945
530330019001,0.48793505158425643
530330019002,0.4098630852787552
530330019003,0.24747297090224973
530330020001,0.39214669355584003
530330020002,0.19637056857962984
530330020003,0.2590178011471835
530330021001,0.13907453912286444
530330021002,0.05937725561611748
530330021003,0.2323639834093971
530330022001,0.2531036063128304
530330022002,0.16885135568715207
530330022003,0.3077763030250341
530330022004,0.23851976263793612
530330024001,0.4721092796582923
530330024002,0.40013170993385966
530330024003,0.3191391800630643
530330025001,0.4571352563268396
530330025002,0.5329706494323724
530330026001,0.40542539242857073
530330026002,0.4703809956676662
530330026003,0.6574928906654155
530330026004,0.4681153754240129
530330027001,0.5050315919970794
530330027002,0.22321100143246905
530330027003,0.39989390133916375
530330027004,0.5096687022220251
530330028001,0.42984218517108197
530330028002,0.42358525999220276
530330028003,0.37962392527217154
530330028004,0.49852964863803384
530330029001,0.6428587269625922
530330029002,0.5792968441512567
530330029003,0.4770065564166594
530330030001,0.7697190957101474
530330030002,0.6070345165359341
530330030003,0.8263319514092935
530330030004,0.3681704208903809
530330031001,0.4232119702902312
530330031002,0.4425287894101569
530330031003,0.3738224652308935
530330031004,0.26135098733530904
530330031005,0.4320213557535205
530330032001,0.381299818328302
530330032002,0.43070559883596443
530330032003,0.4750231546692334
530330032004,0.5140656009478617
530330032005,0.27202792777998214
530330032006,0.36801022911286074
530330032007,0.4142974868425507
530330033001,0.8902072099380539
530330033002,0.4303958002772469
530330033003,0.7489040455515752
530330033004,0.5111289609412779
530330033005,0.35367002697950434
530330034001,0.538200037028664
530330034002,0.4911761021227511
530330034003,0.4642769988325316
530330035001,0.44237867819398763
530330035002,0.3691100638382746
530330035003,0.3351432869684898
530330036001,0.4563484216619848
530330036002,0.5213039745505768
530330036003,0.2677362948404042
530330036004,0.5916511029115474
530330038001,0.5710670814784332
530330038002,0.33330421547743677
530330039001,0.6083804225949964
530330039002,0.5410569944951712
530330040001,0.5457749745177717
530330040002,0.5081245134926242
530330041001,0.43862228382479
530330041002,0.38594083426443043
530330041003,0.4950195836965087
530330041004,0.5283528634777446
530330041005,0.603418331504651
530330041006,0.44342470994419647
530330042001,0.35675834968156633
530330042002,0.4972950838941055
530330042003,0.38429007740657783
530330042004,0.44717114519385776
530330042005,0.5925722435208537
530330043011,0.651371663608536
530330043012,0.3387180290579448
530330043013,0.3161118743894277
