GEOID10,bg_score_sigmoid
530330043021,0.4394205910754721
530330043022,0.4351491744215274
530330044001,0.3676743600431793
530330044002,0.5457022211329287
530330044003,0.49530794829217567
530330044004,0.5330152408588424
530330045001,0.540632271575083
530330045002,0.3232705109029993
530330046001,0.32548383330447916
530330046002,0.2763911815128761
530330046003,0.42076227444883957
530330047001,0.3385057041857772
530330047002,0.4358294211893353
530330047003,0.7053865419532378
530330047004,0.571975375762573
530330048001,0.2830372380756786
530330048002,0.2638510049476257
530330048003,0.43994575661702334
530330048004,0.46104058896893335
530330049001,0.45245844541825464
530330049002,0.6469425838926586
530330049003,0.5210001279182154
530330049004,0.4251765712128327
530330049005,0.42217178907717196
530330050001,0.41136063511412746
530330050002,0.503095978798309
530330050003,0.608959774956108
530330051001,0.42147347449726563
530330051002,0.23288590576368368
530330051003,0.20679822377265372
530330052001,0.8427986436184662
530330052002,0.6763527048128479
530330052003,0.527774027983936
530330052004,0.47022551119736516
530330052005,0.6130062008933359
530330053011,0.6120345595850781
530330053012,0.6460446090337645
530330053013,0.7753748938323025
530330053014,0.8013494402732626
530330053021,0.8391439619600427
530330053022,0.7000772656422015
530330053023,0.43022711011724507
530330054001,0.3393395505828806
530330054002,0.4025753476764602
530330054003,0.5123609692907342
530330054004,0.5207434360440772
530330056001,0.4089733685399898
530330056002,0.25129935258476666
530330056003,0.29908544382062513
530330056004,0.37810976984352324
530330056005,0.39614086536446774
530330057001,0.25323098679955636
530330057002,0.38399030107931814
530330057003,0.47887449274649946
530330057004,0.5439893588211315
530330057005,0.19820666328307876
530330057006,0.5002356893628332
530330058011,0.4423712795657586
530330058012,0.42885854629935005
530330058013,0.534897957909685
530330058014,0.4000107260946114
530330058021,0.26789543698983487
530330058022,0.5595529363302464
530330058023,0.2772779418117412
530330059001,0.5189589554566152
530330059002,0.4018894586625536
530330059003,0.3490362030048697
530330059004,0.39981432101780406
530330059005,0.43939918901741504
530330060001,0.4495923403636387
530330060002,0.36964640558747536
530330060003,0.47573151432709593
530330060004,0.6301335558554293
530330061001,0.4903850066982062
530330061002,0.4887846969475103
530330061003,0.3975710308192718
530330061004,0.5470231233621116
530330062001,0.5029286938048143
530330062002,0.5707575388955072
530330062003,0.37645987161768674
530330063001,0.4642911257033622
530330063002,0.4267356451819929
530330063003,0.322776236995694
530330063004,0.27082110944983256
530330064001,0.4428911415846446
530330064002,0.6889641518102716
530330064003,0.7226254680604662
530330065001,0.3770404658313105
530330065002,0.3585389385767204
530330065003,0.43355464066557675
530330066001,0.5447028944782594
530330066002,0.5709927755414296
530330067001,0.6764812940195557
530330067002,0.5479870578785032
530330067003,0.3270489025361027
530330067004,0.41926725395545694
530330068001,0.5746775423732527
530330068002,0.6500401562563041
530330069001,0.6733450952001736
530330069002,0.5591581515112588
530330069003,0.4051491619277116
530330069004,0.5067875081332547
530330070001,0.5034988960848168
530330070002,0.6415256468666755
530330070003,0.5590422050428733
530330070004,0.6660345728382794
530330070005,0.6910199747577382
530330070006,0.4449444111921815
530330071001,0.6721057562911815
530330071002,0.6626896364296003
530330072001,0.7410279152412236
530330072002,0.7419361159615824
530330072003,0.8293888421073771
530330073001,0.6897956199636341
530330073002,0.7035689366733952
530330073003,0.7820507994012549
530330074011,0.44311710055005205
530330074012,0.6094333660434141
530330074013,0.2649429641862733
530330074014,0.6032320387622633
530330074021,0.7355109097869271
530330074022,0.5976282017702079
530330074023,0.6555154938475213
530330075001,0.6120847199095345
530330075002,0.4799655830226731
530330075003,0.4143441620912195
530330075004,0.7758595828146334
530330075005,0.7200919624064772
530330076001,0.7123677113967091
530330076002,0.6815147352102778
530330076003,0.5757376135623989
530330077001,0.36980296441039734
530330077002,0.5816683318063715
530330077003,0.5140471675974609
530330077004,0.5953647325329474
530330078001,0.22304232287666984
530330078002,0.28432110719310105
530330078003,0.3820673636550114
530330078004,0.285798889824449
530330079001,0.6230692372543478
530330079002,0.6135138887540618
530330079003,0.6067771711883829
530330079004,0.6417523449652632
530330079005,0.7401008301082624
530330080011,0.8116675524572174
530330080012,0.8537649990923957
530330080013,0.6200967190601557
530330080014,0.7786962950319798
530330080015,0.8178909151683702
530330080021,0.6833490577383164
530330080022,0.7016124910861337
530330081001,0.7281844188836262
530330081002,0.8014608575947274
530330081003,0.6940304389603781
530330082001,0.7590836563736029
530330082002,0.6987803931330402
530330082003,0.6237044153181687
530330083001,0.7919360664037479
530330083002,0.804595916029756
530330084001,0.7749865643273575
530330084002,0.695182872335735
530330084003,0.7255189657276137
530330085001,0.6541253858156205
530330085002,0.7195647030567349
530330085003,0.6230529443447768
530330086001,0.6415180396163471
530330086002,0.671177539044418
530330086003,0.5788603393847713
530330087001,0.558338721086865
530330087002,0.5768122221058132
530330087003,0.6160971149890949
530330088001,0.44982919174623914
530330088002,0.5354570323425062
530330088003,0.5327282352370049
530330089001,0.33342792213846634
530330089002,0.5200353314028934
530330089003,0.5999775741350665
530330089004,0.5611723214897433
530330090001,0.5892112580201803
530330090002,0.6953445982880821
530330091001,0.5563570551965646
530330091002,0.7356091480984309
530330092001,0.6842800840009807
530330092002,0.7410200267928171
530330093001,0.468054116965346
530330093002,0.4791115375492966
530330093003,0.2539568106195685
530330094001,0.4992641310510701
530330094002,0.4886927720390182
530330094003,0.25115118841827894
530330094004,0.4804047717938213
530330094005,0.3891101709326136
530330095001,0.31653220278726285
530330095002,0.4110127009184052
530330095003,0.27540565936300915
530330095004,0.42413012390564403
530330096005,0.6107302481749302
530330097023,0.21808159564486249
530330099004,0.497352099332679
530330100011,0.35458302614523585
530330100012,0.4306277064036258
530330100013,0.6263939969349895
530330100021,0.3412632236826508
530330100022,0.4762556775050671
530330100023,0.30829335079007847
530330100024,0.24817068047872723
530330101001,0.3616037250325299
530330101002,0.4017749361898072
530330101003,0.5931340369522328
530330101004,0.31835770114324774
530330101005,0.3532712805915524
530330102001,0.38453275511418356
530330102002,0.37539243832161284
530330102003,0.44328247019308514
530330102004,0.42636139625974306
530330103001,0.2914114571538408
530330103002,0.5042096854947283
530330103003,0.36431286076278147
530330103004,0.5710456624503019
530330103005,0.41640147902995467
530330104011,0.3202935600022547
530330104012,0.37935719793937966
530330104013,0.3360973155420218
530330104021,0.27864125103648135
530330104022,0.31799032528306537
530330104023,0.3431863486615056
530330104024,0.3682156237709963
530330105005,0.16798161486607552
530330108001,0.6797745272063285
530330109001,0.2665251279470621
530330109002,0.3657369773071038
530330110011,0.6428034868598911
530330110012,0.45643186038829764
530330110021,0.15023929773708328
530330110022,0.47804150050764055
530330110023,0.4219235540868031
530330111014,0.7038239403211576
530330111021,0.27476873260260803
530330111022,0.43524985023255985
530330111024,0.43632994514679935
530330112002,0.4765156769398192
530330114023,0.8694730005564945
530330116004,0.646166841798488
530330118006,0.4703489859375009
