Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_ANNEXP,ORG_FOOD,ORG_HOUSING,ORG_APPAREL,ORG_TRANSPORT,ORG_HEALTH,ORG_ENTERTAIN,ORG_PERSCARE,ORG_READING,ORG_EDUCATION,ORG_TOBACCO,ORG_CASCONTR,ORG_PERSINS,ORG_FOOD1,ORG_FOODHOME,ORG_FOODAWAY,ORG_CEREALBAKE,ORG_DAIRY,ORG_FRUITVEG,ORG_NONALBEV,ORG_FOODOUT_C,ORG_FOODOUT,ORG_ALCOHBEV,ORG_HOUSING1,ORG_HOUSEOPER,ORG_HOUSEKEEP,ORG_HOUSEFURN,ORG_HOUSETEXTL,ORG_FURNITURE,ORG_FLOORCOVER,ORG_MAJORAPPL,ORG_SMAPPL,ORG_MISCHHEQ,ORG_APPAREL1,ORG_MENBOYS,ORG_BOYS,ORG_MEN16PLS,ORG_WOMENGRL,ORG_GIRLS,ORG_WOMEN16,ORG_CHILDRN,ORG_FOOTWEAR,ORG_OTHRAPP,ORG_TRANSPORT1,ORG_VEHPURCH,ORG_GAS,ORG_OTHRVEH,ORG_PUBTRANS,ORG_HEALTH1,ORG_HEALTHINS,ORG_MED_SERVE,ORG_DRUGS,ORG_MEDSUPP,ORG_ENTERTAIN1,ORG_FEESADM,ORG_TELERAD,ORG_PETSTOYS,ORG_OTHR_ENT
"530330004013","530330004013","530330004013, 53033000401, King, Washington","00","53","033","000401","3",,,,56117.1,7732.5,19378.2,1786.2,8647.9,4849.9,2810,688.2,111.4,1259.9,329.5,1551.4,5572.4,7732.5,4485.9,3228.9,567.2,429,912.2,429,49.7,290,468.8,19378.2,1286.1,116.5,1716.4,102,428.5,20.8,245.4,38.5,813.4,1786.2,405.4,61.6,334.6,700.2,92.8,598.4,69.9,394.4,211.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330004021","530330004021","530330004021, 53033000402, King, Washington","00","53","033","000402","1",,,,37863.9,4979.8,12659.7,1229.7,5834.4,2869.4,1893.8,464.4,63.7,1006.3,202.2,1093.8,4575.3,4979.8,2793.2,2184.9,353.6,270.7,560.8,265,34.4,215.8,352.3,12659.7,938.9,102.8,1190.5,63.6,302.3,15.2,172.8,25,564.6,1229.7,288.8,52.6,236.4,484.6,74.5,410.6,50.5,256.2,153.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330004022","530330004022","530330004022, 53033000402, King, Washington","00","53","033","000402","2",,,,30100.7,4005.5,9954.9,971.8,4766.8,2314.2,1505.2,368.2,48.8,752,160.9,807,3663.7,4005.5,2249.1,1753.5,285.8,216.8,453.8,210.3,27.1,167.7,264.4,9954.9,723.3,63.8,947,50.5,245.4,12,140,20.3,443.2,971.8,224.4,44.8,179.1,384,64.1,319.5,41.5,209.7,111.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330004023","530330004023","530330004023, 53033000402, King, Washington","00","53","033","000402","3",,,,47363.6,6014,15476.5,1520.4,7342.7,3478.7,2417.3,580.4,75.9,1245.8,234.1,1449.6,6155,6014,3305.5,2712.9,417.7,324.4,660.1,311.4,44.2,283.6,463,15476.5,1199.4,146.8,1508.1,78.7,384.7,19.7,225.3,30.9,708.2,1520.4,355.4,62.5,292.2,613,92.2,523.3,60.1,303,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330004024","530330004024","530330004024, 53033000402, King, Washington","00","53","033","000402","4",,,,58731.2,7706.5,19196,1790.5,9238.8,4941.7,3166.8,725.6,114.7,1259.8,315.2,1796.9,6871.4,7706.5,4318.6,3390.8,548.3,437.7,846.5,419.5,55.8,344.2,573.6,19196,1397,141.5,1931.2,108.7,484.2,25.2,278.1,39.7,917.9,1790.5,412.3,65.5,339.3,720.6,99.9,614.2,64.4,375,205.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330005001","530330005001","530330005001, 53033000500, King, Washington","00","53","033","000500","1",,,,57124.8,6663.5,17529.9,1820.4,8492.8,3933.3,3063.6,680,89.1,1865.5,194.5,2180,8979.8,6663.5,3491.7,3212,440.8,354.1,698.5,320.2,60.3,408.9,667.7,17529.9,1602.9,290.8,1887.2,92.7,465.5,28.3,291.2,33.4,895.8,1820.4,433.6,63.5,372.5,751.7,107.7,649,51,314.5,271.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330005002","530330005002","530330005002, 53033000500, King, Washington","00","53","033","000500","2",,,,36958.5,4405.3,11485.7,1196.2,5532.1,2582.1,1928.6,439.7,57.2,1186.7,132.4,1340.9,5650.8,4405.3,2334.9,2092.9,295.1,232.2,474.1,212.4,38.1,256.9,408.9,11485.7,1013.3,173.5,1199.1,59,295,17.4,185.8,22.3,569.8,1196.2,286.8,43.5,245.1,487.6,70.4,420.7,34.6,213.7,174.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330005003","530330005003","530330005003, 53033000500, King, Washington","00","53","033","000500","3",,,,41412.8,5105.2,12942.6,1307,6349.2,3083,2215.9,494.8,66.9,1209.6,171.5,1405.4,5977.5,5105.2,2764.1,2360.4,351.6,277.8,552.3,254.9,42.2,275.9,439,12942.6,1108.9,160.6,1380.6,70.6,343.2,19.6,210.6,25.8,655.2,1307,310.1,52.3,259.5,534.1,83.4,452.9,43.1,245.8,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330006001","530330006001","530330006001, 53033000600, King, Washington","00","53","033","000600","1",,,,44387.1,5880.8,14471.8,1480.4,6891.5,3338,2180.7,526.9,69.1,1245.1,197.5,1224.4,5768.2,5880.8,3269.9,2614.2,416.7,308.6,685.3,289.7,42,266.7,395.9,14471.8,1115.2,116.7,1386,71.3,350.9,18.1,204.2,29.1,660.8,1480.4,349.9,66.9,284.3,586.2,98.8,488.6,58.6,308.4,175.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330006002","530330006002","530330006002, 53033000600, King, Washington","00","53","033","000600","2",,,,42576.9,5547.7,14317.8,1414.5,6491.1,3145.3,2065.9,522.4,70.8,1203.3,213.9,1260.1,5204.6,5547.7,3096.4,2449,390.9,295.4,630.7,290.8,38.3,243,394.6,14317.8,1061.1,127.5,1299.3,69,333.1,16.7,188.9,27.7,611.8,1414.5,330.8,55.1,274.9,551.6,80.1,471.3,57.2,292.4,188.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330006003","530330006003","530330006003, 53033000600, King, Washington","00","53","033","000600","3",,,,52128.4,6696.1,16979.4,1689.7,8016.5,3926.3,2648,629.8,86.2,1454.2,247.5,1628.3,6750.6,6696.1,3705.4,2996.6,469.4,360.7,752.3,343.5,49.7,316.6,507,16979.4,1329.7,172.9,1645.8,86.8,414.2,21.7,247.2,33.7,777.9,1689.7,396,67.7,328.6,674.2,100.8,574.8,65.3,337.8,220.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330006004","530330006004","530330006004, 53033000600, King, Washington","00","53","033","000600","4",,,,59530.8,7612.8,19516.8,2078.6,9011,3975.8,2766.7,720.7,82.9,1872.7,238.7,1658.4,8288.7,7612.8,4109.9,3512.6,517.2,378.1,872.9,360.1,53.7,360.1,534.4,19516.8,1490,172.8,1785.9,87.9,466.1,23.7,259.9,37.8,835.1,2078.6,500,82.8,415.7,814.4,124,690.9,75.1,419.7,268.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330006005","530330006005","530330006005, 53033000600, King, Washington","00","53","033","000600","5",,,,29007.4,3542.5,9211.2,985.6,4327.3,1935.3,1432.7,342.9,41.6,974.5,104.1,954.5,4368.8,3542.5,1887,1669.3,237.9,179.8,395.1,166.2,28.6,193.4,295.4,9211.2,787.1,125.4,894,43.5,226.3,12.6,135.7,17.4,421.4,985.6,235.4,38.2,198.7,398,60.6,340.4,32.7,181.7,141.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330006006","530330006006","530330006006, 53033000600, King, Washington","00","53","033","000600","6",,,,48989.5,6282.7,16006,1714.9,7431.3,3279,2276.7,589.3,67.4,1519.2,192.8,1342.2,6890,6282.7,3387.3,2904.1,426.9,312,722.7,294.7,44.4,299.4,439.1,16006,1233.2,138.2,1477.6,71.6,384.7,19.8,215,31.1,693.3,1714.9,417.1,69.5,346.6,668.7,104.8,565.3,63.6,347.4,218.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330007001","530330007001","530330007001, 53033000700, King, Washington","00","53","033","000700","1",,,,56994.2,7583.9,19406.9,1958.3,8792.5,3969.9,2639.4,703.5,84.5,1573.1,293.3,1451.2,6902.2,7583.9,4216,3354.8,530.7,390.7,873.5,386.4,48.1,306.9,485.7,19406.9,1371.9,124.9,1688.3,87.9,450.2,20.9,239.3,38,785.2,1958.3,459.2,85.3,372.4,757.3,119.6,637.6,89.1,421,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330007002","530330007002","530330007002, 53033000700, King, Washington","00","53","033","000700","2",,,,37049,4897.9,12342.1,1237.8,5754.7,2712.7,1789.1,449.5,57.1,996.8,184,1004.9,4609.6,4897.9,2726.9,2168.1,345,257.5,563,248.8,33.1,210.5,329,12342.1,909.5,92.4,1132.5,59,292.9,14.2,165.8,24.5,532.8,1237.8,290.8,53.8,236.8,486.4,77.3,409.5,52.9,260,150.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330007003","530330007003","530330007003, 53033000700, King, Washington","00","53","033","000700","3",,,,37511.6,4673.6,12023.6,1281.5,5639.6,2522.9,1821,447.3,52.9,1205.5,143,1137.9,5502.2,4673.6,2497.2,2189.4,313.9,235.9,525.2,220.2,35.9,242.6,365.2,12023.6,965.4,132.9,1163.8,56.3,295.3,16.2,173.9,23.5,548.8,1281.5,313,47.3,264.6,507.8,74.9,434,42.4,247.2,173.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330007004","530330007004","530330007004, 53033000700, King, Washington","00","53","033","000700","4",,,,31578.2,4059.7,10228,1023.4,4896.1,2353.8,1602.5,387.3,50.2,869.7,150.8,930.6,4178.4,4059.7,2234.7,1830.8,283.5,217.3,450.2,207.5,29.3,188.7,297.9,10228,789.2,85.4,1011.9,53.3,262.1,13.6,148.4,20.5,473.4,1023.4,239.9,43.8,195.8,408.8,65,343.1,38.4,209.3,125.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330008001","530330008001","530330008001, 53033000800, King, Washington","00","53","033","000800","1",,,,41303.7,5273.8,13285,1361.3,6366.6,2970.3,2069.6,494.5,62.6,1184.3,180.1,1222.3,5701.4,5273.8,2876.3,2406.7,364.7,277.6,591.6,259.6,39.7,258.6,398.7,13285,1058.3,127.5,1316.9,66.1,332.5,17.7,195.4,26.6,626.2,1361.3,325.7,58.5,268.1,543,87.8,457.9,50.8,272,170.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330008002","530330008002","530330008002, 53033000800, King, Washington","00","53","033","000800","2",,,,50666.4,6389.1,16071.1,1621.3,7827.7,3767,2641.4,606.9,80.8,1427.6,221.6,1603.5,7050.3,6389.1,3483.5,2922.5,442.8,343.8,704,319.2,50,323.3,509.4,16071.1,1316,172.3,1640.3,84.7,413.5,22.5,246.6,32.2,777,1621.3,379.8,68.5,312.7,659.9,106.1,556.4,58,315.5,205.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330009001","530330009001","530330009001, 53033000900, King, Washington","00","53","033","000900","1",,,,43620.6,5389.5,13682.8,1409,6633.1,3177.4,2277.1,520.2,68.3,1304.8,174.8,1446.1,6350.8,5389.5,2902.3,2508.2,367.9,286.8,591,263.1,43.9,290.4,452.7,13682.8,1150.8,166.1,1425.3,72.4,355.1,20.1,216.3,27.2,675.6,1409,338.6,53.9,285.4,571.9,86.2,487.5,44.6,264.8,187.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330009002","530330009002","530330009002, 53033000900, King, Washington","00","53","033","000900","2",,,,40821.9,4936.6,12683.7,1330.4,6118.2,2855.7,2133.9,486,62.3,1305.1,148.2,1407,6217.2,4936.6,2615.5,2345,331.1,259.9,533.5,235.2,41.6,281.3,440.3,12683.7,1105.3,172.8,1334.5,66.4,333.7,19.5,201,24.8,631.9,1330.4,321,48.9,273.1,541.6,81.2,462.4,40,242.5,184.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330010001","530330010001","530330010001, 53033001000, King, Washington","00","53","033","001000","1",,,,29633.2,3762,9692.1,993.1,4588.8,2047.3,1423.1,366.6,42.6,853.6,133.4,847.6,4035.1,3762,2044.5,1722.5,258.6,193.5,417.9,186.8,26.5,174.2,273,9692.1,746.2,81,911.7,46,242,12.1,133.3,19,423.7,993.1,231.9,44.7,188.1,394.1,64.2,331.6,39.7,201.6,125.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330010002","530330010002","530330010002, 53033001000, King, Washington","00","53","033","001000","2",,,,35311.8,4473.3,11336.2,1163.9,5447.6,2528.5,1766.9,424.7,53.5,1028.8,151.9,1078.9,4921.1,4473.3,2437.5,2045.8,309.8,235.7,498.7,221.4,33.7,220.1,342,11336.2,923.9,115.8,1111.4,55.9,283.3,15,168.1,22.3,523.5,1163.9,276,51.5,227,464.2,76.7,390.8,44.2,228.9,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330011001","530330011001","530330011001, 53033001100, King, Washington","00","53","033","001100","1",,,,48020.4,6011.6,15405.1,1611.9,7236.2,3306.7,2396.5,573.1,71.6,1503.6,194.1,1495.7,6881.4,6011.6,3237.6,2789.5,409.1,312,669.7,290.3,46.4,309.3,479.2,15405.1,1266.3,175.9,1507.2,74.9,383.7,20.9,222.2,29.9,712.1,1611.9,386.3,64.2,323.5,645.8,100.2,548.2,57.1,310.2,216.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330011002","530330011002","530330011002, 53033001100, King, Washington","00","53","033","001100","2",,,,50216.4,6110.4,15902.2,1625.8,7641.1,3459.5,2574.3,605.2,75.6,1514.2,207.3,1680.5,7341.3,6110.4,3263.5,2866,411,323,657,300.9,49.3,330,536.6,15902.2,1328.1,199.1,1619.5,80,407.6,22.8,244.4,31.1,766.6,1625.8,386.6,61.5,325.1,656.4,96.8,563.2,56.2,305.1,224.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330012001","530330012001","530330012001, 53033001200, King, Washington","00","53","033","001200","1",,,,46445.2,5861.2,14868.7,1510.3,7163.5,3346.5,2376.3,559.5,72.4,1319.6,205.6,1440.4,6448.8,5861.2,3190.7,2682.5,405.1,313.9,644.3,293.6,44.5,291.8,462.2,14868.7,1211.9,153.6,1491.2,75.4,379.4,20.4,224,29.6,701.8,1510.3,358.8,64.7,295.9,603.9,97.4,509.2,56.5,298,194.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330012002","530330012002","530330012002, 53033001200, King, Washington","00","53","033","001200","2",,,,39310.3,5234.6,13276.3,1364.4,6026.4,2689.7,1818.5,475.7,56.9,1139.6,189.4,1015,4910.7,5234.6,2892.8,2334.8,365,268.1,608.1,259.3,34,221,344.1,13276.3,965.5,98,1159.2,58.7,302.4,14.5,166.4,26.2,546.3,1364.4,325.8,59.6,266.6,526.9,84.5,444.5,62,286.5,169.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330012003","530330012003","530330012003, 53033001200, King, Washington","00","53","033","001200","3",,,,57269.9,7833.2,19872.1,1845,8882.8,4707.1,2805.8,714.1,108,1282.6,343.6,1534.8,5783.1,7833.2,4497.9,3313.3,567.1,429.6,909.1,433.8,49,291.4,481.6,19872.1,1293.4,108,1736.7,100.7,442.4,20.7,245.2,39.7,818.6,1845,421.6,66,345.7,716.3,95.6,613.4,76.1,409.8,217.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330012004","530330012004","530330012004, 53033001200, King, Washington","00","53","033","001200","4",,,,40716.4,5629.6,14127.9,1380,6318.3,3062.2,1885.7,500.7,66.2,1043,225.8,994.7,4390.9,5629.6,3201.9,2410.3,404.8,296.8,664.6,295.5,34.1,208.9,334.6,14127.9,945.1,73.3,1199.9,65,313.5,14,166.5,28,568.8,1380,320.3,59.3,258.7,528.2,81.8,444,64.8,308.6,160.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330012005","530330012005","530330012005, 53033001200, King, Washington","00","53","033","001200","5",,,,49480.5,6800.1,17311.5,1692.2,7666.9,3584.2,2264.9,609.3,77.5,1341.2,280.9,1204.2,5294.4,6800.1,3866.7,2905.4,487.7,356.7,802.1,356.6,40.5,248.2,401.7,17311.5,1159.6,97.8,1441.9,78.5,381.1,16.8,202,33.9,674.4,1692.2,387.8,71.2,313.5,650.5,99.5,548.5,83.8,376.8,202.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330013001","530330013001","530330013001, 53033001300, King, Washington","00","53","033","001300","1",,,,62621.6,8223.5,20844,2116.8,9539.8,4556.6,3000,751.9,98.7,1789.7,291.2,1759.9,7959.9,8223.5,4561.7,3660.8,575.2,428.9,952.7,413.6,57.1,366.6,565.6,20844,1545.3,177.8,1902.4,97.7,480.5,24.8,279.8,40.8,901.3,2116.8,507.2,82.1,422.5,822.2,122,699.6,81.1,438.6,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330013002","530330013002","530330013002, 53033001300, King, Washington","00","53","033","001300","2",,,,46082.7,6139.3,15557.1,1568.7,7163.3,3268.2,2174.4,561.1,69.3,1224.4,234.4,1179.1,5623.2,6139.3,3416.5,2712.2,431.1,320.7,708,311.8,39.7,254.7,398.4,15557.1,1116.4,102.1,1395.1,71.5,365.1,17.3,201.3,30.8,652.4,1568.7,373.2,67.9,303.9,605.6,96,509.8,71.3,337.5,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330013003","530330013003","530330013003, 53033001300, King, Washington","00","53","033","001300","3",,,,50146.2,6648.5,16865.9,1670.4,7819.4,3588.5,2419.3,615,76.7,1304.8,267.4,1312.5,6101.8,6648.5,3697.1,2941.7,466.1,351.9,753.4,343.5,43.7,276.6,447.2,16865.9,1209.7,113.4,1528.1,79.7,400.8,19,219.2,33.7,716.5,1670.4,390.2,73.1,315.3,654.3,104,550.7,76.1,356.2,199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
