Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_ANNEXP,ORG_FOOD,ORG_HOUSING,ORG_APPAREL,ORG_TRANSPORT,ORG_HEALTH,ORG_ENTERTAIN,ORG_PERSCARE,ORG_READING,ORG_EDUCATION,ORG_TOBACCO,ORG_CASCONTR,ORG_PERSINS,ORG_FOOD1,ORG_FOODHOME,ORG_FOODAWAY,ORG_CEREALBAKE,ORG_DAIRY,ORG_FRUITVEG,ORG_NONALBEV,ORG_FOODOUT_C,ORG_FOODOUT,ORG_ALCOHBEV,ORG_HOUSING1,ORG_HOUSEOPER,ORG_HOUSEKEEP,ORG_HOUSEFURN,ORG_HOUSETEXTL,ORG_FURNITURE,ORG_FLOORCOVER,ORG_MAJORAPPL,ORG_SMAPPL,ORG_MISCHHEQ,ORG_APPAREL1,ORG_MENBOYS,ORG_BOYS,ORG_MEN16PLS,ORG_WOMENGRL,ORG_GIRLS,ORG_WOMEN16,ORG_CHILDRN,ORG_FOOTWEAR,ORG_OTHRAPP,ORG_TRANSPORT1,ORG_VEHPURCH,ORG_GAS,ORG_OTHRVEH,ORG_PUBTRANS,ORG_HEALTH1,ORG_HEALTHINS,ORG_MED_SERVE,ORG_DRUGS,ORG_MEDSUPP,ORG_ENTERTAIN1,ORG_FEESADM,ORG_TELERAD,ORG_PETSTOYS,ORG_OTHR_ENT
"530330033001","530330033001","530330033001, 53033003300, King, Washington","00","53","033","003300","1",,,,48385.7,6121.8,15311.4,1532.1,7593.3,3478.6,2562.8,587.1,74.3,1243.2,226.2,1429.3,6749.3,6121.8,3305,2828.1,419.5,335.5,652.5,307.5,46.5,305.9,497.7,15311.4,1244.5,132.9,1623.7,81.6,418.3,22.3,235.7,31.7,766.3,1532.1,366.8,67.7,299.3,615.6,103,513.9,63.1,307.6,178.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330033002","530330033002","530330033002, 53033003300, King, Washington","00","53","033","003300","2",,,,44985.5,5634.2,14379.9,1432.6,6954.3,3145.6,2353.7,547.5,69.4,1214.7,213.8,1384,6260.3,5634.2,3036.7,2606.8,383.9,307.6,597.6,286.2,43,284,474.1,14379.9,1168,142.5,1481.8,74,379.9,20.3,214.5,29,702.1,1432.6,340.9,61,280.2,576.2,92.9,485.6,57.6,282.3,178.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330033003","530330033003","530330033003, 53033003300, King, Washington","00","53","033","003300","3",,,,72789.6,9465.4,23928.4,2338.4,11439.7,5202,3689,893.6,113.3,1760.3,391.8,1969.6,9226.9,9465.4,5177.2,4280.9,650.2,513.7,1030.1,488.3,65.4,422.4,713.8,23928.4,1747.9,163.7,2330.4,120.4,607.8,30.2,326.8,49.2,1101.1,2338.4,550.7,94.3,448.7,924,141.7,780.2,108.2,490.4,268.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330033004","530330033004","530330033004, 53033003300, King, Washington","00","53","033","003300","4",,,,54936.8,6954,17733.8,1770.2,8486.7,3821.7,2808.7,671.9,84.5,1460.6,268.8,1612.5,7483.5,6954,3747.9,3213.4,470.4,374.3,745.6,351.9,51,337.3,567,17733.8,1362.7,154.5,1773.8,89.9,460.5,24.2,250.1,35.9,839,1770.2,420,69,346.4,703.9,106.6,595.6,72.5,357.5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330033005","530330033005","530330033005, 53033003300, King, Washington","00","53","033","003300","5",,,,41897.2,5275.9,13351.4,1331.2,6536.4,3008.5,2191.6,506.1,65,1111.3,196.8,1286.3,5802.1,5275.9,2863.3,2421.7,363.9,288.4,567.6,267.3,40.5,264.1,431.4,13351.4,1092.2,131.9,1378.7,69.3,350.9,18.7,203.4,27,653.3,1331.2,314.6,59.8,256.7,537.4,89.6,451.3,53.4,263.5,163.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330034001","530330034001","530330034001, 53033003400, King, Washington","00","53","033","003400","1",,,,49672,5965.3,15640.7,1590.6,7546.4,3312.4,2605.2,599.8,74.8,1449.5,207.6,1700.8,7384.3,5965.3,3153.5,2831.7,396.7,320.3,622.6,295.7,49.2,332.4,559.2,15640.7,1338.9,205.9,1627.5,78.9,410.7,23.1,244.2,30.7,769.1,1590.6,381.4,62.1,320.5,643,96.9,551.4,57.5,294.7,219.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330034002","530330034002","530330034002, 53033003400, King, Washington","00","53","033","003400","2",,,,48194.7,5922.4,15079.8,1529,7441.6,3348.5,2549.6,581.5,73,1353.7,206,1542,7073.9,5922.4,3150.3,2790.1,398,318.7,624.4,291.6,47.6,316.7,520.7,15079.8,1261.9,167.2,1593,79.2,407.9,22.8,233.6,30.3,753.5,1529,360.7,62.6,297.6,622.9,99.9,524.9,56.6,293.5,193.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330034003","530330034003","530330034003, 53033003400, King, Washington","00","53","033","003400","3",,,,41963,5135.1,13299.4,1334,6451.4,2886.8,2202.1,511.6,63.9,1172.7,187.6,1367.3,6021.2,5135.1,2741.7,2406.4,345.9,277.3,539.5,257.5,40.7,270.3,454.1,13299.4,1107.3,151,1374.2,69,354.3,19.2,201.1,26.3,646.7,1334,312.5,54.6,258.2,543.7,85,461.1,51.4,254.8,173.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330035001","530330035001","530330035001, 53033003500, King, Washington","00","53","033","003500","1",,,,63132,7729.1,19997.9,2012.4,9590.8,4445.9,3325.5,760.6,99.7,1836.2,273.4,2123.4,9078.5,7729.1,4148.9,3603.8,524,419.3,822.5,388.7,62.4,415,686,19997.9,1690.8,247.8,2072.7,104.1,520.6,29.3,309.9,39.1,981.6,2012.4,480.5,77.4,403.8,813.8,123.2,694.4,72,378.2,272.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330035002","530330035002","530330035002, 53033003500, King, Washington","00","53","033","003500","2",,,,60253.3,7393.7,19092.7,1905.2,9242.1,4235.8,3185.1,727.4,94.1,1683,274.2,1999.1,8573.6,7393.7,3970.9,3441.4,500.5,402.4,783.3,373.6,59.3,391.1,655.7,19092.7,1589.8,228.3,1975.5,100,500.2,27.7,293.6,37.9,934.6,1905.2,448.5,74.6,373.4,775.8,118,661.5,71.7,361.3,252.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330035003","530330035003","530330035003, 53033003500, King, Washington","00","53","033","003500","3",,,,44642.3,5574.2,14241.6,1407.6,6913.2,3218.6,2348.3,543.6,71.6,1176.3,209.9,1406.9,6147.1,5574.2,3008.9,2575.4,379.6,304.2,593.8,283.8,43.2,282.6,471.5,14241.6,1142.2,143.5,1470.7,75,374,20.2,213.9,28.7,697.7,1407.6,331.9,55.5,274.3,568.3,86.8,482.5,54,276.6,176.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330036001","530330036001","530330036001, 53033003600, King, Washington","00","53","033","003600","1",,,,52660.4,6745.7,17353.5,1736,8069,3619.8,2615.7,637.8,80.6,1464.6,260.3,1533.2,6911.1,6745.7,3674.8,3069.2,461,359.9,742.8,342.1,48.4,316.9,527.7,17353.5,1324.9,162.1,1652.2,83.3,421.5,21.8,237.7,34.3,784.6,1736,415.1,66.9,345.7,682.6,100.7,583,74.8,349.9,222.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330036002","530330036002","530330036002, 53033003600, King, Washington","00","53","033","003600","2",,,,65205.5,8193.4,21273.5,2149.8,9899.5,4381.3,3253.8,794.5,97.6,1891.2,309.9,1940.4,8918.2,8193.4,4401,3798.5,548.3,429.9,889.3,409.3,60.2,399.5,667.3,21273.5,1622.1,207.5,2041.7,103.7,529.5,28.2,289.6,41.8,962.3,2149.8,509.1,74.9,426.6,853.7,121.1,730.8,86.9,425.5,281.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330036003","530330036003","530330036003, 53033003600, King, Washington","00","53","033","003600","3",,,,53384.7,6548.7,16877.2,1743,8085.4,3655.2,2758.7,641.6,80.8,1596.3,216,1739.9,7848,6548.7,3486.4,3083.6,439.9,347.4,703.2,319.5,52.2,353.4,568,16877.2,1428.7,202.4,1734.6,85.2,438.1,24.7,258.4,33.1,819.9,1743,423.1,68.4,355.9,698.6,107.4,595.1,61.8,329,234.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330036004","530330036004","530330036004, 53033003600, King, Washington","00","53","033","003600","4",,,,91799.7,11641.1,30176.6,3041.7,13954.1,6248.5,4554.7,1118,142.9,2522,440.9,2715.5,12199.8,11641.1,6272.2,5369.3,782.8,616.8,1272,585.1,83.6,559,933.5,30176.6,2275,282,2869.1,144.9,736.1,38.7,408.2,59.9,1354.2,3041.7,735,102.9,620.8,1187.7,162.6,1023.3,124.8,609.4,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330038001","530330038001","530330038001, 53033003800, King, Washington","00","53","033","003800","1",,,,49563.2,6040.1,15791.8,1620.9,7464.3,3374.6,2524.1,597.2,75.3,1525.5,205.9,1663.6,7226.8,6040.1,3229,2830.6,407,318.7,651.6,298.4,48.5,324.2,526.8,15791.8,1328.7,202.5,1576,78,396.8,22.1,236.5,30.4,746,1620.9,385.8,64,323.9,654.2,99.2,560.5,55.7,301.9,227.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330038002","530330038002","530330038002, 53033003800, King, Washington","00","53","033","003800","2",,,,41159.4,5028.2,12954.6,1387.3,6158.8,2737.8,2052.9,487.3,59.1,1360.6,148.1,1343.5,6284.6,5028.2,2658.7,2390.3,335.4,256.4,554,234.7,40.6,277.2,426.6,12954.6,1108.4,169.9,1283.5,62.1,324.8,18.3,192.4,24.9,607.5,1387.3,333.2,54,281,558.4,86.8,475.3,45.5,257.2,194.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330039001","530330039001","530330039001, 53033003900, King, Washington","00","53","033","003900","1",,,,65641.5,8260.9,20926.4,2181.4,9945.9,4649.8,3330.7,785.2,100.9,1998.3,265.2,2047,9360.3,8260.9,4458.5,3825.2,565.7,433.3,918.5,400,63.9,424.2,652.1,20926.4,1743.5,229.8,2092.2,105.2,531.1,29,309.1,40.8,989.4,2181.4,524.6,90.9,437.1,874.9,140.6,738.7,78,421.2,284.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330039002","530330039002","530330039002, 53033003900, King, Washington","00","53","033","003900","2",,,,46895.5,5612,14543.6,1549.6,6977.4,3170.7,2424.8,553.9,69.7,1571.9,159.3,1652,7322.8,5612,2954.6,2687.3,374.1,291.3,607.5,262.7,48.2,328.5,512,14543.6,1310.9,218.6,1507.6,73.4,376.4,22.1,228.8,27.7,715.8,1549.6,372.1,60,316,633.8,98.1,541.1,47.4,275.9,223.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330040001","530330040001","530330040001, 53033004000, King, Washington","00","53","033","004000","1",,,,76643.5,9613,24819.3,2517.2,11633.6,5431.3,3858.2,925,120.4,2280.2,341.8,2412.2,10508.2,9613,5220.2,4406.6,655.8,506.7,1063.5,481.4,73,478.8,768.1,24819.3,1964.4,271,2417.8,123.9,612.3,33.4,358.9,48.4,1139.7,2517.2,595.9,90.9,500.9,1003.1,144,859.6,92.7,492.8,340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330040002","530330040002","530330040002, 53033004000, King, Washington","00","53","033","004000","2",,,,39072.4,4565,12059.5,1288,5759.5,2575.6,2037.2,460.2,57.7,1342.1,124.1,1463.4,6261.6,4565,2386.2,2207.2,302.8,238.2,486.8,213.4,41,281.5,445.1,12059.5,1141.6,206.2,1266.3,60,311.7,18.7,196.6,22.5,602.2,1288,312.7,50.9,267.7,528.5,81.9,454.4,38.2,219.6,195.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330041001","530330041001","530330041001, 53033004100, King, Washington","00","53","033","004100","1",,,,54847.9,7144.3,17988.1,1918.4,8271.4,3635.3,2600.4,652.2,77.7,1751.3,227.2,1499.5,7542.1,7144.3,3860.9,3287.1,488.5,364.2,818.8,336.7,49.8,336.1,509.4,17988.1,1412.1,162.2,1653,81.6,428.1,22.1,236.1,35.2,780.7,1918.4,468.3,78.8,390.9,744,121.5,624.7,80,386.1,244.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330041002","530330041002","530330041002, 53033004100, King, Washington","00","53","033","004100","2",,,,72420.6,8475.1,22394.8,2385.4,10681.4,4797.2,3756.9,855.1,108.2,2477.2,233.8,2705.5,11524.9,8475.1,4427.5,4098,559.6,440.6,904.6,397.6,75.5,518.5,824.4,22394.8,2068.8,378,2326.7,110.8,572.8,34.6,361.4,41.9,1105.1,2385.4,576.9,88.4,496.1,973.8,144.4,840.9,69.4,410.8,363.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330041003","530330041003","530330041003, 53033004100, King, Washington","00","53","033","004100","3",,,,56517,6591.4,17439.1,1818.2,8434.2,3804.8,2998.8,667.5,86,1846.4,190.7,2171.1,8901.4,6591.4,3467,3162.7,440.6,351.1,694.7,317.2,59.7,404.7,658.2,17439.1,1650.1,303.9,1841.2,87.6,448.8,27,292.2,32.8,876.9,1818.2,435.9,74.2,371.2,749.4,116.4,646.1,56.1,309.5,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330041004","530330041004","530330041004, 53033004100, King, Washington","00","53","033","004100","4",,,,52237,6294.9,16383.2,1716.8,7827.4,3460.8,2695.1,623.2,77.2,1662.3,197.3,1792.3,7959.1,6294.9,3319.1,3002.8,419.2,330.4,672.4,302.1,52.5,356.2,574.7,16383.2,1430.9,229.6,1670,80.8,419.4,24,251.7,31.6,791.9,1716.8,413.4,68.6,348.8,696.1,107.9,595.1,56.9,311.7,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330041005","530330041005","530330041005, 53033004100, King, Washington","00","53","033","004100","5",,,,41239,5005.2,13171,1395.1,6108.8,2685,2062.8,485,60.4,1413.8,152.7,1434.2,6183.3,5005.2,2673.3,2350.2,339.1,260.7,550.7,240.4,41.1,278.1,443.1,13171,1184,204.7,1268,60.8,316.7,17.8,195.2,24.2,601.6,1395.1,334.4,59.8,282.4,561.9,90.9,480.5,51.3,249.6,210.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330041006","530330041006","530330041006, 53033004100, King, Washington","00","53","033","004100","6",,,,39099.3,4432.7,11905.1,1253,5748.3,2555.7,2094.7,462.9,59.3,1336.2,119.2,1588.2,6400.5,4432.7,2288.3,2176,289.1,234,456.5,209.4,42.1,289.6,480.7,11905.1,1149.1,228.9,1280.5,60.5,313,19.6,201.9,22.1,609.3,1253,299.5,45.5,258.8,519,75.5,450.8,34.7,205.9,198.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330042001","530330042001","530330042001, 53033004200, King, Washington","00","53","033","004200","1",,,,72520.2,8548.1,22503.1,2371.1,10736.9,4873.4,3775.5,859.3,110,2432.1,248,2681.7,11344.1,8548.1,4490.2,4105.1,566.8,447.5,912.8,406.5,75.2,511.8,822.2,22503.1,2043.3,366,2332.7,113.2,577.1,34.4,359,42.4,1108.1,2371.1,568.2,87,487,969,142.6,835.8,70.7,413.9,356.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330042002","530330042002","530330042002, 53033004200, King, Washington","00","53","033","004200","2",,,,58265.9,7217.2,18638.7,1917.6,8875.2,3998.8,2941.9,702.8,87.7,1768.1,243.2,1876.9,8360.5,7217.2,3886.2,3350.4,493.1,381.5,786.2,355.8,56.2,373.3,599.4,18638.7,1570.5,219.3,1847.3,91.5,473,25.4,274.6,35.9,871.9,1917.6,452.5,84.2,373.7,772,126.1,652.8,72.3,366.8,259.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330042003","530330042003","530330042003, 53033004200, King, Washington","00","53","033","004200","3",,,,62552,7733.6,19963.6,2080.2,9464.3,4225.5,3131.9,747.3,92,1945.1,250.1,1990.6,9105.9,7733.6,4130.9,3623.3,520.3,402.2,848.6,372.1,60.7,408,646.8,19963.6,1653.8,238.3,1974.6,96.8,498.9,27.5,293.9,38.7,936,2080.2,500,79.4,421.3,831,125.3,709.8,75.2,395.3,283.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330042004","530330042004","530330042004, 53033004200, King, Washington","00","53","033","004200","4",,,,60640.4,7296.9,19002.5,1979.2,9155.1,4047.6,3131,724.6,89.1,1891.4,230.2,2072.3,9223.3,7296.9,3855.7,3470.8,487.3,385.1,777.7,351.2,61.1,413.6,666.5,19002.5,1671,259.8,1976.1,94.2,493.9,28.1,298.5,36.8,940,1979.2,478.8,80.3,403.1,800.1,124.9,683.6,67.9,362.3,276.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330042005","530330042005","530330042005, 53033004200, King, Washington","00","53","033","004200","5",,,,56932.4,6868.8,17802.8,1842.2,8587.5,3893.2,2997.5,681.4,85.5,1747.8,220.2,1953.8,8580.3,6868.8,3641.5,3256.1,461.2,366.4,730.7,333.1,57.6,388.3,622.3,17802.8,1573.5,240.3,1879.5,91.7,469,26.7,285,34.9,890.2,1842.2,447.6,74.4,377.5,749.2,117.3,639.5,62,335.3,253.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330043011","530330043011","530330043011, 53033004301, King, Washington","00","53","033","004301","1",,,,32710.6,4453.1,11217.8,1147.7,4978.9,2220.5,1518.1,392.5,48,1021.4,160.1,810.6,3838.3,4453.1,2479.5,1958.6,313.9,229.3,525.4,218.5,28,178.7,276.2,11217.8,818.7,81.1,954.5,50.3,248.2,11.7,135,21.8,449.1,1147.7,271.5,48.5,223.2,444.7,72.5,373.9,56.6,241.5,140.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330043012","530330043012","530330043012, 53033004301, King, Washington","00","53","033","004301","2",,,,45475.6,5672.6,14454.6,1460.5,7018.1,3215.5,2354.3,547.4,70.2,1292.3,200.9,1444.8,6435.8,5672.6,3062.4,2623.5,387.9,305.3,612.9,283.6,44.3,291.5,474,14454.6,1194.5,159.3,1472.7,73.7,372.1,20.3,220.3,28.7,698.1,1460.5,346.2,61.9,286,587,94.3,496.6,56,283,189.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330043013","530330043013","530330043013, 53033004301, King, Washington","00","53","033","004301","3",,,,49864,5844.5,15627.6,1608.8,7391.7,3308.3,2609.6,597.3,77.4,1598.5,182.9,1858.9,7627.5,5844.5,3065.6,2806.5,384.9,309.1,612.8,284.8,51,347.1,579.2,15627.6,1388.5,250.2,1606.2,78,396.5,23.6,244.7,29.4,764,1608.8,383.1,56.1,328.8,657.5,92.2,571.8,49.3,281.6,242.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330043021","530330043021","530330043021, 53033004302, King, Washington","00","53","033","004302","1",,,,37554.9,5438.4,13592.3,1322,5651.4,2602.3,1674.3,455.7,58.3,1299.4,222.2,801.1,3502,5438.4,3118.3,2278.6,391.2,283.1,659.8,280.5,29.9,175.5,294.2,13592.3,843.1,64.7,1057.3,60.2,270.8,12.4,141.2,26.3,506.2,1322,307.7,44.4,257.6,491.5,69.2,415.6,73,298.9,160.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330043022","530330043022","530330043022, 53033004302, King, Washington","00","53","033","004302","2",,,,45262.9,6447.4,16232.7,1561.6,6882.6,3374.8,2057.6,551.2,76.2,1268.4,260.7,1052.6,4217.8,6447.4,3704.6,2701.7,465.7,339.4,783.4,336.8,36.9,217.7,355.6,16232.7,1012.6,81.9,1284.8,73.5,328.3,14.5,174.6,31.5,611.2,1561.6,359.5,51.8,299.3,593.7,78.2,508.4,77,351.8,185.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330044001","530330044001","530330044001, 53033004400, King, Washington","00","53","033","004400","1",,,,46734.7,5648,14870.7,1553.8,6970.9,3045.1,2357.6,555.7,68.6,1547.3,181.4,1605.3,6966,5648,2993.6,2671.9,376.7,294.7,611.3,272.2,46.2,313.2,507.9,14870.7,1276.5,215,1462.5,70.8,364.1,20.8,223.8,28.1,692.9,1553.8,373.7,57.3,318.7,623.8,91.4,538.6,54,282.2,228.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330044002","530330044002","530330044002, 53033004400, King, Washington","00","53","033","004400","2",,,,62420.7,7834.3,20397.4,2082.8,9408.9,4128,3080.4,756.1,92.6,1938.9,284,1902.2,8587.3,7834.3,4209.2,3629.4,526.8,410.2,857.3,387.5,58,387.2,637.4,20397.4,1589.9,218,1945.1,97.3,495.8,26.7,282,39.7,919.3,2082.8,499.3,72.8,422.7,820.6,116,705.2,82,406.9,282.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330044003","530330044003","530330044003, 53033004400, King, Washington","00","53","033","004400","3",,,,32431.2,4328.5,10995.8,1083,4974.5,2287.1,1578.3,398.1,50.8,935,173.1,852.2,3790.5,4328.5,2398.8,1916.6,302.3,231.6,490.3,220.9,28.2,178.8,291.1,10995.8,775.1,75.3,999.7,53.9,256.5,12.5,141.5,21.9,468.9,1083,257,38.2,215,421.5,59.6,359.5,48,227.9,129.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330044004","530330044004","530330044004, 53033004400, King, Washington","00","53","033","004400","4",,,,52225,7277.1,18464.7,1788.3,8055.6,3635.7,2391.1,640.7,80.6,1458.3,306.2,1194.6,5293.5,7277.1,4106.6,3125.1,514.4,383.1,855.3,376,42.4,258.7,432.5,18464.7,1166.9,91.5,1524.5,83.1,389.6,17.5,210.7,37,723.5,1788.3,421,61.4,350.2,677.8,90.5,582.6,91.4,397.5,208.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330045001","530330045001","530330045001, 53033004500, King, Washington","00","53","033","004500","1",,,,34124.5,4199.6,10908.1,1106.7,5193.6,2267.2,1753.7,411.6,50.9,1019.2,150.1,1095.1,4882.6,4199.6,2237,1969.9,280.9,223.7,447.2,207.2,32.8,220.6,368.6,10908.1,894.7,128.6,1097.3,54.4,278.7,15.4,161,21.4,519.4,1106.7,263,41.4,220.7,445,66,380.6,43,210.9,148.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330045002","530330045002","530330045002, 53033004500, King, Washington","00","53","033","004500","2",,,,63656.3,7574.5,19991,2054.4,9593,4146.8,3327.3,765.5,93.6,1946.1,250.8,2211.8,9655.4,7574.5,3976.2,3626,499.1,401.8,790.3,368.6,63.6,432.9,724.4,19991,1744.9,280.4,2077.7,99.7,523,30.1,311.7,38.5,983.8,2054.4,493.1,77.4,417,834.2,124,717.5,72.9,373,290.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330046001","530330046001","530330046001, 53033004600, King, Washington","00","53","033","004600","1",,,,46774.8,5659.4,14729.6,1525,7059.4,3132.5,2414.4,558.6,69.9,1433.1,185.7,1582,7002.7,5659.4,2995.9,2683.4,376.8,298.7,604.6,274.4,46.6,314.4,513,14729.6,1262.2,197.2,1502.1,73.2,378.2,21.4,225.3,28.6,711.7,1525,364.9,58,307.8,616.8,92.8,528.1,53.1,281.8,212.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330046002","530330046002","530330046002, 53033004600, King, Washington","00","53","033","004600","2",,,,57484.8,6980,18161.9,1854.6,8685.8,3900.7,3013,692.7,86.6,1723.5,242.9,1923.1,8457.6,6980,3712.9,3289.5,467.7,373.6,739.5,344.7,56.8,381.9,626.4,18161.9,1551.3,229.4,1888.8,93.4,476.6,26.8,281,35.7,892.8,1854.6,446.5,72.5,375.3,752,114.8,642.4,66.2,344.6,252.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330046003","530330046003","530330046003, 53033004600, King, Washington","00","53","033","004600","3",,,,34680.4,4155.4,10912.6,1120.6,5215.1,2307.5,1808.7,415,52,1088.7,137.6,1217.8,5220.4,4155.4,2201.3,1969.5,277.7,221.9,438.5,204,35,235.5,390.8,10912.6,961.5,157,1127.2,54.4,281.5,16.2,170.9,20.9,535.5,1120.6,268.4,44.2,226.7,454.2,69.6,389.1,39.4,203.3,160.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330047001","530330047001","530330047001, 53033004700, King, Washington","00","53","033","004700","1",,,,49875.8,6238.1,16004.1,1583.9,7751.3,3540.7,2586.1,609.5,78.4,1311.5,236.3,1546.2,6834.5,6238.1,3370.9,2876.8,425.4,338.3,665.9,317.6,47.2,308.7,518.2,16004.1,1276,157.9,1607.4,82.1,416.6,22,233.4,31.9,756.5,1583.9,366.7,65,300.2,641.7,100,542.9,63.5,313.2,198.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330047002","530330047002","530330047002, 53033004700, King, Washington","00","53","033","004700","2",,,,54808.2,7061.3,18100.4,1767.2,8505.7,3864.8,2796.3,670.5,86,1384.1,298.1,1565.6,6932.2,7061.3,3866.1,3188.5,484.7,385.7,766.6,368.3,49.5,321.5,547.4,18100.4,1345.1,150.3,1748.9,90.4,448.9,22.6,252.8,36.8,822.9,1767.2,422.3,67.7,349.9,697.7,101.4,596.3,79.4,361.2,216.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330047003","530330047003","530330047003, 53033004700, King, Washington","00","53","033","004700","3",,,,116411.7,14825.5,38015.6,3745.1,17985.8,8241,5930.2,1419.9,186.4,3021.6,585.3,3423.3,15278,14825.5,8051,6775,1007.3,801.8,1604.5,761.1,107.4,702.1,1189.8,38015.6,2859.3,333.4,3719.3,190.9,956.1,50.3,529.8,76.2,1757.2,3745.1,885.8,132.9,737.5,1478,210.3,1261.8,157.5,763.3,467.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330047004","530330047004","530330047004, 53033004700, King, Washington","00","53","033","004700","4",,,,107775.4,13674.8,35254.9,3459.3,16603.3,7591,5491.7,1320.2,172.3,2793.1,553.9,3188.6,14113.1,13674.8,7415.5,6259.2,926.1,740.4,1472.7,705.2,99.1,649.2,1110.8,35254.9,2633.9,310.1,3453.4,177.9,888.4,46.6,487.8,70.8,1633.4,3459.3,818.3,120.2,682.3,1367.5,191,1171.3,144.8,702.3,433.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330048001","530330048001","530330048001, 53033004800, King, Washington","00","53","033","004800","1",,,,46959.1,5692.5,14733.6,1514.2,7125.6,3175.9,2455.6,563.2,70.2,1416.2,191.1,1571.5,7025.3,5692.5,3017,2695.8,380.1,303.4,602.6,278.5,46.8,315,515.7,14733.6,1259.6,188.1,1536.6,75.1,388.1,22.2,229.4,28.9,727.3,1514.2,363.2,58.8,305,613,94,522,52.8,282.3,206.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530330048002","530330048002","530330048002, 53033004800, King, Washington","00","53","033","004800","2",,,,62176.3,7438.2,19512.7,2006.9,9377.9,4092.4,3232.9,749.3,91.1,1881.8,251.9,2102.6,9413.4,7438.2,3902.4,3563.5,488,392.4,778.9,361.4,61.6,419.6,698.1,19512.7,1649.1,254.9,2029,98.4,513.6,29.5,300,38.2,960.7,2006.9,481.8,71.5,407.9,812.5,117.6,698,68.6,370.1,277.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
