Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_TRANSPORT1,ORG_VEHPURCH,ORG_GAS,ORG_OTHRVEH,ORG_PUBTRANS
"530330061004","530330061004","530330061004, 53033006100, King, Washington","00","53","033","006100","4",,,,9761.5,3943.8,1847.9,3109.5,817.6
"530330062001","530330062001","530330062001, 53033006200, King, Washington","00","53","033","006200","1",,,,8951.7,3627,1570.7,2800.1,1020.9
"530330062002","530330062002","530330062002, 53033006200, King, Washington","00","53","033","006200","2",,,,9677.7,3922.6,1684.2,3025.7,1111.7
"530330062003","530330062003","530330062003, 53033006200, King, Washington","00","53","033","006200","3",,,,7222.2,2920.3,1230.2,2254.5,874.7
"530330063001","530330063001","530330063001, 53033006300, King, Washington","00","53","033","006300","1",,,,12004.6,4850.4,2181.8,3807.6,1170.5
"530330063002","530330063002","530330063002, 53033006300, King, Washington","00","53","033","006300","2",,,,10477.8,4209.1,1829.6,3313.8,1166.8
"530330063003","530330063003","530330063003, 53033006300, King, Washington","00","53","033","006300","3",,,,8160.2,3287.4,1398.7,2555.5,993.3
"530330063004","530330063004","530330063004, 53033006300, King, Washington","00","53","033","006300","4",,,,9159.3,3734.2,1579.4,2862.2,1027.4
"530330064001","530330064001","530330064001, 53033006400, King, Washington","00","53","033","006400","1",,,,7070.2,2840.1,1251.4,2240,790.6
"530330064002","530330064002","530330064002, 53033006400, King, Washington","00","53","033","006400","2",,,,6487.9,2627.7,1103,2022.6,793.2
"530330064003","530330064003","530330064003, 53033006400, King, Washington","00","53","033","006400","3",,,,8109.9,3305.1,1370.4,2520.3,971.9
"530330065001","530330065001","530330065001, 53033006500, King, Washington","00","53","033","006500","1",,,,8363,3367.8,1444.3,2621.7,997.1
"530330065002","530330065002","530330065002, 53033006500, King, Washington","00","53","033","006500","2",,,,13647.7,5493.3,2477.3,4326.8,1381.5
"530330065003","530330065003","530330065003, 53033006500, King, Washington","00","53","033","006500","3",,,,12892.7,5175.5,2331.9,4087.4,1338.1
"530330066001","530330066001","530330066001, 53033006600, King, Washington","00","53","033","006600","1",,,,13036.1,5147.6,2395.6,4128,1371.6
"530330066002","530330066002","530330066002, 53033006600, King, Washington","00","53","033","006600","2",,,,15099.9,6070.1,2832.6,4805,1358.7
"530330067001","530330067001","530330067001, 53033006700, King, Washington","00","53","033","006700","1",,,,17280.5,6833.2,3190.6,5473.7,1801.3
"530330067002","530330067002","530330067002, 53033006700, King, Washington","00","53","033","006700","2",,,,15016.8,5980.3,2812.9,4806.2,1414.5
"530330067003","530330067003","530330067003, 53033006700, King, Washington","00","53","033","006700","3",,,,10960,4396.2,1987.1,3482.7,1113.5
"530330067004","530330067004","530330067004, 53033006700, King, Washington","00","53","033","006700","4",,,,13561.4,5445.6,2435.8,4280.7,1461
"530330068001","530330068001","530330068001, 53033006800, King, Washington","00","53","033","006800","1",,,,9742.3,3965.6,1734.6,3065.4,1005.1
"530330068002","530330068002","530330068002, 53033006800, King, Washington","00","53","033","006800","2",,,,11745.6,4752.3,2060.8,3677.7,1333.6
"530330069001","530330069001","530330069001, 53033006900, King, Washington","00","53","033","006900","1",,,,7997,3228.9,1400.6,2509.1,931
"530330069002","530330069002","530330069002, 53033006900, King, Washington","00","53","033","006900","2",,,,8134.9,3300.8,1435.9,2563.4,877.5
"530330069003","530330069003","530330069003, 53033006900, King, Washington","00","53","033","006900","3",,,,7124.8,2881.2,1287.5,2250.2,722
"530330069004","530330069004","530330069004, 53033006900, King, Washington","00","53","033","006900","4",,,,9356.6,3832.6,1703.8,2939.8,869.3
"530330070001","530330070001","530330070001, 53033007000, King, Washington","00","53","033","007000","1",,,,10117,4066,1787.4,3193.6,1100.6
"530330070002","530330070002","530330070002, 53033007000, King, Washington","00","53","033","007000","2",,,,10560.5,4202.8,2036.1,3400.8,909.9
"530330070003","530330070003","530330070003, 53033007000, King, Washington","00","53","033","007000","3",,,,13537.3,5414.5,2577.6,4356,1136.7
"530330070004","530330070004","530330070004, 53033007000, King, Washington","00","53","033","007000","4",,,,10260.9,4096.4,1924.3,3285.5,946.4
"530330070005","530330070005","530330070005, 53033007000, King, Washington","00","53","033","007000","5",,,,9542.4,3782.6,1866.5,3090.5,778.3
"530330070006","530330070006","530330070006, 53033007000, King, Washington","00","53","033","007000","6",,,,8725.7,3495.1,1678,2806.9,732.5
"530330071001","530330071001","530330071001, 53033007100, King, Washington","00","53","033","007100","1",,,,8931.6,3556.8,1706.6,2862.5,825.8
"530330071002","530330071002","530330071002, 53033007100, King, Washington","00","53","033","007100","2",,,,17796.8,7067.8,3286.9,5650.3,1814.6
"530330072001","530330072001","530330072001, 53033007200, King, Washington","00","53","033","007200","1",,,,20413.8,7987.4,3934.1,6550.5,1946.4
"530330072002","530330072002","530330072002, 53033007200, King, Washington","00","53","033","007200","2",,,,10623.1,4095,2046,3372.5,1100.7
"530330072003","530330072003","530330072003, 53033007200, King, Washington","00","53","033","007200","3",,,,14549.9,5668.8,2772.9,4665.7,1455.8
"530330073001","530330073001","530330073001, 53033007300, King, Washington","00","53","033","007300","1",,,,12763,4977.2,2503.2,4146.9,1113.1
"530330073002","530330073002","530330073002, 53033007300, King, Washington","00","53","033","007300","2",,,,9453.7,3703,1901.2,3102.5,797.9
"530330073003","530330073003","530330073003, 53033007300, King, Washington","00","53","033","007300","3",,,,16777.9,6546.8,2917.4,5255.3,2281.3
"530330074011","530330074011","530330074011, 53033007401, King, Washington","00","53","033","007401","1",,,,10054.9,4034.2,1869.8,3201.2,946.8
"530330074012","530330074012","530330074012, 53033007401, King, Washington","00","53","033","007401","2",,,,9376,3793.2,1730.1,2973.3,857.1
"530330074013","530330074013","530330074013, 53033007401, King, Washington","00","53","033","007401","3",,,,8717.1,3486.2,1651.4,2789.4,767.9
"530330074014","530330074014","530330074014, 53033007401, King, Washington","00","53","033","007401","4",,,,10000.6,4002.6,1933,3200.8,862.2
"530330074021","530330074021","530330074021, 53033007402, King, Washington","00","53","033","007402","1",,,,15167.9,6009.5,2903.9,4863.3,1342.3
"530330074022","530330074022","530330074022, 53033007402, King, Washington","00","53","033","007402","2",,,,10720.4,4229.2,2133.6,3475.4,874.4
"530330074023","530330074023","530330074023, 53033007402, King, Washington","00","53","033","007402","3",,,,13133.7,5215,2634.1,4283.8,988.6
"530330075001","530330075001","530330075001, 53033007500, King, Washington","00","53","033","007500","1",,,,10222.1,4076.4,1928.8,3280.8,965.5
"530330075002","530330075002","530330075002, 53033007500, King, Washington","00","53","033","007500","2",,,,10591.4,4229.1,2027.3,3397.2,906
"530330075003","530330075003","530330075003, 53033007500, King, Washington","00","53","033","007500","3",,,,12666,5034.6,2460.8,4076.1,1079.3
"530330075004","530330075004","530330075004, 53033007500, King, Washington","00","53","033","007500","4",,,,11225.8,4500.1,2114.2,3585.1,995.9
"530330075005","530330075005","530330075005, 53033007500, King, Washington","00","53","033","007500","5",,,,6811,2722.1,1328,2183,564.8
"530330076001","530330076001","530330076001, 53033007600, King, Washington","00","53","033","007600","1",,,,8382,3362.9,1556.4,2679.9,786.3
"530330076002","530330076002","530330076002, 53033007600, King, Washington","00","53","033","007600","2",,,,8690.3,3428.6,1638.7,2814.8,828.5
"530330076003","530330076003","530330076003, 53033007600, King, Washington","00","53","033","007600","3",,,,9322.7,3772.3,1740.2,2972.2,834.2
"530330077001","530330077001","530330077001, 53033007700, King, Washington","00","53","033","007700","1",,,,6980.1,2772.7,1330.4,2291.4,586.3
"530330077002","530330077002","530330077002, 53033007700, King, Washington","00","53","033","007700","2",,,,6501.7,2598.2,1174.1,2075,680.9
"530330077003","530330077003","530330077003, 53033007700, King, Washington","00","53","033","007700","3",,,,5935.2,2348.9,1109.1,1925.7,584.9
"530330077004","530330077004","530330077004, 53033007700, King, Washington","00","53","033","007700","4",,,,10851,4307.3,1977.3,3483.3,1124.3
"530330078001","530330078001","530330078001, 53033007800, King, Washington","00","53","033","007800","1",,,,9471.7,3765.8,1570.9,2972.1,1280.7
"530330078002","530330078002","530330078002, 53033007800, King, Washington","00","53","033","007800","2",,,,9965.9,3940.7,1740.7,3190.5,1191.8
"530330078003","530330078003","530330078003, 53033007800, King, Washington","00","53","033","007800","3",,,,7161.1,2859.7,1315.9,2301.3,731.1
"530330078004","530330078004","530330078004, 53033007800, King, Washington","00","53","033","007800","4",,,,8365.6,3331.5,1447.6,2652.1,1012.3
"530330079001","530330079001","530330079001, 53033007900, King, Washington","00","53","033","007900","1",,,,6329.6,2488.1,1200.2,2026,648.5
"530330079002","530330079002","530330079002, 53033007900, King, Washington","00","53","033","007900","2",,,,6009.1,2355,1200.5,1983.4,494.4
"530330079003","530330079003","530330079003, 53033007900, King, Washington","00","53","033","007900","3",,,,5731.1,2298.5,1096.2,1850.8,480.3
"530330079004","530330079004","530330079004, 53033007900, King, Washington","00","53","033","007900","4",,,,7565.4,2986.2,1470.7,2454.7,667.3
"530330079005","530330079005","530330079005, 53033007900, King, Washington","00","53","033","007900","5",,,,8776.3,3498.3,1739,2876.9,646.4
"530330080011","530330080011","530330080011, 53033008001, King, Washington","00","53","033","008001","1",,,,15136.5,5890.5,2700.2,4766.1,1905.7
"530330080012","530330080012","530330080012, 53033008001, King, Washington","00","53","033","008001","2",,,,7962.6,3139.6,1550.8,2579.1,681.7
"530330080013","530330080013","530330080013, 53033008001, King, Washington","00","53","033","008001","3",,,,11139.2,4414.9,2012.5,3513.7,1208.2
"530330080014","530330080014","530330080014, 53033008001, King, Washington","00","53","033","008001","4",,,,12741.2,4991.5,2292,4011,1507.4
"530330080015","530330080015","530330080015, 53033008001, King, Washington","00","53","033","008001","5",,,,7902.8,3053.8,1421.4,2492.8,968.7
"530330080021","530330080021","530330080021, 53033008002, King, Washington","00","53","033","008002","1",,,,11998.5,4723.7,2320.5,3893.1,1157.6
"530330080022","530330080022","530330080022, 53033008002, King, Washington","00","53","033","008002","2",,,,12041.3,4739.1,2255.6,3857,1244.9
"530330081001","530330081001","530330081001, 53033008100, King, Washington","00","53","033","008100","1",,,,15353.3,5988.8,2684.5,4821,2071.1
"530330081002","530330081002","530330081002, 53033008100, King, Washington","00","53","033","008100","2",,,,6587.8,2592.8,1269.9,2139.8,678.3
"530330081003","530330081003","530330081003, 53033008100, King, Washington","00","53","033","008100","3",,,,10073.7,3935.4,1943.7,3250.6,1015.8
"530330082001","530330082001","530330082001, 53033008200, King, Washington","00","53","033","008200","1",,,,7571.7,2928.5,1437.7,2422.2,827.3
"530330082002","530330082002","530330082002, 53033008200, King, Washington","00","53","033","008200","2",,,,11617.5,4491.2,2196.4,3707.8,1261.9
"530330082003","530330082003","530330082003, 53033008200, King, Washington","00","53","033","008200","3",,,,8650.3,3403,1653,2807.8,760.2
"530330083001","530330083001","530330083001, 53033008300, King, Washington","00","53","033","008300","1",,,,8562.9,3342.2,1627.6,2758.3,861.6
"530330083002","530330083002","530330083002, 53033008300, King, Washington","00","53","033","008300","2",,,,13144.5,5146.6,2525,4221.8,1219.9
"530330084001","530330084001","530330084001, 53033008400, King, Washington","00","53","033","008400","1",,,,11244.5,4424.7,2177.8,3613.3,1034.7
"530330084002","530330084002","530330084002, 53033008400, King, Washington","00","53","033","008400","2",,,,12043.3,4666.4,2283.8,3898.4,1196.8
"530330084003","530330084003","530330084003, 53033008400, King, Washington","00","53","033","008400","3",,,,9103.8,3581.5,1746.3,2944.9,849.8
"530330085001","530330085001","530330085001, 53033008500, King, Washington","00","53","033","008500","1",,,,7421.5,2906.7,1467.2,2418.8,609.5
"530330085002","530330085002","530330085002, 53033008500, King, Washington","00","53","033","008500","2",,,,4759.2,1790.7,993.4,1558.1,420.3
"530330085003","530330085003","530330085003, 53033008500, King, Washington","00","53","033","008500","3",,,,3173.1,1181.7,676.3,1045.7,289.3
"530330086001","530330086001","530330086001, 53033008600, King, Washington","00","53","033","008600","1",,,,8562.3,3360,1643.7,2730.6,795.9
"530330086002","530330086002","530330086002, 53033008600, King, Washington","00","53","033","008600","2",,,,8688,3331,1705.7,2778.3,854.6
"530330086003","530330086003","530330086003, 53033008600, King, Washington","00","53","033","008600","3",,,,4939.9,1856.3,1027.9,1615.2,447.8
"530330087001","530330087001","530330087001, 53033008700, King, Washington","00","53","033","008700","1",,,,7222.9,2861.9,1387.6,2353.6,622
"530330087002","530330087002","530330087002, 53033008700, King, Washington","00","53","033","008700","2",,,,6175.5,2415.6,1205.9,2038.3,510.7
"530330087003","530330087003","530330087003, 53033008700, King, Washington","00","53","033","008700","3",,,,8107.9,3113.8,1524.7,2619.8,884.7
"530330088001","530330088001","530330088001, 53033008800, King, Washington","00","53","033","008800","1",,,,7732.8,3078.1,1498.3,2547.9,595.8
"530330088002","530330088002","530330088002, 53033008800, King, Washington","00","53","033","008800","2",,,,6857.2,2712.1,1311.6,2268.8,546.3
"530330088003","530330088003","530330088003, 53033008800, King, Washington","00","53","033","008800","3",,,,5560.5,2144.5,1063.5,1853.6,508.9
"530330089001","530330089001","530330089001, 53033008900, King, Washington","00","53","033","008900","1",,,,10187.3,4008.2,1758.9,3246.1,1287.1
"530330089002","530330089002","530330089002, 53033008900, King, Washington","00","53","033","008900","2",,,,7062.6,2741.5,1333.1,2326.9,670.3
"530330089003","530330089003","530330089003, 53033008900, King, Washington","00","53","033","008900","3",,,,6419.5,2468.9,1269.6,2139,529.2
"530330089004","530330089004","530330089004, 53033008900, King, Washington","00","53","033","008900","4",,,,5755,2231.1,1113.7,1908.6,519
"530330090001","530330090001","530330090001, 53033009000, King, Washington","00","53","033","009000","1",,,,7078.3,2751.4,1414.9,2325.1,584.3
"530330090002","530330090002","530330090002, 53033009000, King, Washington","00","53","033","009000","2",,,,9564.3,3494.8,1863.4,3037.6,1112.4
"530330091001","530330091001","530330091001, 53033009100, King, Washington","00","53","033","009100","1",,,,6927,2450.5,1338.9,2166.5,963
"530330091002","530330091002","530330091002, 53033009100, King, Washington","00","53","033","009100","2",,,,9396.8,3384.9,1803.9,2948.1,1262.8
"530330092001","530330092001","530330092001, 53033009200, King, Washington","00","53","033","009200","1",,,,9539.9,3485.1,1928.7,3085.6,1053.4
"530330092002","530330092002","530330092002, 53033009200, King, Washington","00","53","033","009200","2",,,,7721.5,3037.9,1544.2,2540.5,616.9
"530330093001","530330093001","530330093001, 53033009300, King, Washington","00","53","033","009300","1",,,,5236.3,2026,1010.7,1672.1,498.7
"530330093002","530330093002","530330093002, 53033009300, King, Washington","00","53","033","009300","2",,,,2317,932.9,400.9,724.2,271.4
"530330093003","530330093003","530330093003, 53033009300, King, Washington","00","53","033","009300","3",,,,6053.4,2346.2,1142.7,1910.5,641.4
"530330094001","530330094001","530330094001, 53033009400, King, Washington","00","53","033","009400","1",,,,5548.4,2099.6,1108,1753.1,581.5
"530330094002","530330094002","530330094002, 53033009400, King, Washington","00","53","033","009400","2",,,,7249.4,2776.8,1369,2304.5,839
"530330094003","530330094003","530330094003, 53033009400, King, Washington","00","53","033","009400","3",,,,5628.3,2099.7,1066.6,1747.1,690.7
"530330094004","530330094004","530330094004, 53033009400, King, Washington","00","53","033","009400","4",,,,4288.1,1650,817.2,1344.1,440.3
"530330094005","530330094005","530330094005, 53033009400, King, Washington","00","53","033","009400","5",,,,7477.6,2898.2,1448.9,2386.2,711.1
"530330095001","530330095001","530330095001, 53033009500, King, Washington","00","53","033","009500","1",,,,10396.2,4121.9,1834.5,3309.5,1205.9
"530330095002","530330095002","530330095002, 53033009500, King, Washington","00","53","033","009500","2",,,,8611.6,3312.7,1652,2805.3,877
"530330095003","530330095003","530330095003, 53033009500, King, Washington","00","53","033","009500","3",,,,9529.4,3783.9,1639.1,3011.3,1190.2
"530330095004","530330095004","530330095004, 53033009500, King, Washington","00","53","033","009500","4",,,,7457.5,2782.7,1390.5,2356.6,998.5
"530330096001","530330096001","530330096001, 53033009600, King, Washington","00","53","033","009600","1",,,,5799,2349.8,1033,1826.6,595.2
"530330096002","530330096002","530330096002, 53033009600, King, Washington","00","53","033","009600","2",,,,8118.8,3261.7,1565.9,2614.1,655.8
"530330096003","530330096003","530330096003, 53033009600, King, Washington","00","53","033","009600","3",,,,6939.7,2839,1278.5,2194.1,654.6
"530330096004","530330096004","530330096004, 53033009600, King, Washington","00","53","033","009600","4",,,,7884.5,3211.7,1441,2507.3,743.7
"530330096005","530330096005","530330096005, 53033009600, King, Washington","00","53","033","009600","5",,,,11723.4,4701.1,2046.9,3691.7,1338.3
"530330097011","530330097011","530330097011, 53033009701, King, Washington","00","53","033","009701","1",,,,12003.6,4872.8,2193.3,3802.5,1162.8
"530330097012","530330097012","530330097012, 53033009701, King, Washington","00","53","033","009701","2",,,,8622.3,3480.8,1588.1,2744.3,783.7
"530330097013","530330097013","530330097013, 53033009701, King, Washington","00","53","033","009701","3",,,,9162.3,3731.9,1700.1,2913.7,812.5
"530330097014","530330097014","530330097014, 53033009701, King, Washington","00","53","033","009701","4",,,,12203.4,4933.7,2127.6,3834,1390.9
"530330097021","530330097021","530330097021, 53033009702, King, Washington","00","53","033","009702","1",,,,8391.2,3440,1479.3,2624.5,892.6
"530330097022","530330097022","530330097022, 53033009702, King, Washington","00","53","033","009702","2",,,,6589.9,2725.2,1174.9,2056.2,654.6
"530330097023","530330097023","530330097023, 53033009702, King, Washington","00","53","033","009702","3",,,,5707.2,2346.5,1054.2,1803.8,518.2
"530330097024","530330097024","530330097024, 53033009702, King, Washington","00","53","033","009702","4",,,,6649.6,2755.7,1210.6,2093.5,585.7
"530330097025","530330097025","530330097025, 53033009702, King, Washington","00","53","033","009702","5",,,,8100.2,3323.5,1485,2553.4,748.5
"530330098001","530330098001","530330098001, 53033009800, King, Washington","00","53","033","009800","1",,,,9425.1,3834.6,1686.9,2965.8,977.1
"530330098002","530330098002","530330098002, 53033009800, King, Washington","00","53","033","009800","2",,,,8249.3,3402.2,1479.6,2579.4,806.6
"530330098003","530330098003","530330098003, 53033009800, King, Washington","00","53","033","009800","3",,,,8515,3496.5,1561.9,2682.7,780.5
"530330098004","530330098004","530330098004, 53033009800, King, Washington","00","53","033","009800","4",,,,9542.5,3878.3,1772.3,3027.3,864.6
"530330098005","530330098005","530330098005, 53033009800, King, Washington","00","53","033","009800","5",,,,8110.8,3314.4,1543.1,2574.4,692.7
"530330099001","530330099001","530330099001, 53033009900, King, Washington","00","53","033","009900","1",,,,8225.5,3304.4,1470.7,2598.2,921.9
"530330099002","530330099002","530330099002, 53033009900, King, Washington","00","53","033","009900","2",,,,10413.1,4209.1,1874.6,3296.4,1069.5
"530330099003","530330099003","530330099003, 53033009900, King, Washington","00","53","033","009900","3",,,,9524.1,3815.9,1797,3046.7,876.9
"530330099004","530330099004","530330099004, 53033009900, King, Washington","00","53","033","009900","4",,,,7285.8,2948,1370.3,2304.6,635.6
"530330100011","530330100011","530330100011, 53033010001, King, Washington","00","53","033","010001","1",,,,4931.7,1900.8,922.7,1561.8,548.8
"530330100012","530330100012","530330100012, 53033010001, King, Washington","00","53","033","010001","2",,,,7145.5,2734.7,1347.5,2232.1,817.8
"530330100013","530330100013","530330100013, 53033010001, King, Washington","00","53","033","010001","3",,,,6565.6,2401.6,1300.1,2105.7,745
"530330100021","530330100021","530330100021, 53033010002, King, Washington","00","53","033","010002","1",,,,4518.3,1742.8,845.3,1406.2,520.9
"530330100022","530330100022","530330100022, 53033010002, King, Washington","00","53","033","010002","2",,,,7447.2,2859.5,1386.9,2342.5,885
"530330100023","530330100023","530330100023, 53033010002, King, Washington","00","53","033","010002","3",,,,5574.9,2102.4,977.1,1711.6,811.5
"530330100024","530330100024","530330100024, 53033010002, King, Washington","00","53","033","010002","4",,,,6341.9,2410.3,1191.1,1975.5,732.3
"530330101001","530330101001","530330101001, 53033010100, King, Washington","00","53","033","010100","1",,,,7103.9,2778,1303.6,2260.3,796.1
"530330101002","530330101002","530330101002, 53033010100, King, Washington","00","53","033","010100","2",,,,5664.5,2228.7,1064.3,1821.5,567.5
"530330101003","530330101003","530330101003, 53033010100, King, Washington","00","53","033","010100","3",,,,3064.5,1175.4,598,985.5,299.7
"530330101004","530330101004","530330101004, 53033010100, King, Washington","00","53","033","010100","4",,,,6565.5,2444.7,1313.7,2173,635.2
"530330101005","530330101005","530330101005, 53033010100, King, Washington","00","53","033","010100","5",,,,11062.9,4295.2,2113.7,3614.2,1058.8
"530330102001","530330102001","530330102001, 53033010200, King, Washington","00","53","033","010200","1",,,,9849.9,3911.6,1739.3,3108.7,1171.7
"530330102002","530330102002","530330102002, 53033010200, King, Washington","00","53","033","010200","2",,,,6311.6,2474,1127.3,1992.2,756.5
"530330102003","530330102003","530330102003, 53033010200, King, Washington","00","53","033","010200","3",,,,5967.6,2289.3,1128.9,1910.4,621.7
"530330102004","530330102004","530330102004, 53033010200, King, Washington","00","53","033","010200","4",,,,7434.9,2946.9,1362.7,2374.9,774.4
"530330103001","530330103001","530330103001, 53033010300, King, Washington","00","53","033","010300","1",,,,4715,1886.6,891.3,1516.6,430.6
"530330103002","530330103002","530330103002, 53033010300, King, Washington","00","53","033","010300","2",,,,5663.3,2169,1095.4,1825,592.4
"530330103003","530330103003","530330103003, 53033010300, King, Washington","00","53","033","010300","3",,,,4428.5,1640.1,899,1470.7,425.7
"530330103004","530330103004","530330103004, 53033010300, King, Washington","00","53","033","010300","4",,,,5657.4,2151.4,1090.9,1833.1,595.6
"530330103005","530330103005","530330103005, 53033010300, King, Washington","00","53","033","010300","5",,,,8126.7,3145.1,1635.4,2700.3,635.1
"530330104011","530330104011","530330104011, 53033010401, King, Washington","00","53","033","010401","1",,,,6002.8,2232,1085.1,1855.7,890.6
"530330104012","530330104012","530330104012, 53033010401, King, Washington","00","53","033","010401","2",,,,8319.2,3073.3,1514,2559.9,1174.5
"530330104013","530330104013","530330104013, 53033010401, King, Washington","00","53","033","010401","3",,,,6386.8,2343.2,1155.3,1966.5,990.5
"530330104021","530330104021","530330104021, 53033010402, King, Washington","00","53","033","010402","1",,,,6105,2300.8,1088.5,1866.3,887.7
"530330104022","530330104022","530330104022, 53033010402, King, Washington","00","53","033","010402","2",,,,6826.5,2581.4,1186.6,2072.2,1069.5
"530330104023","530330104023","530330104023, 53033010402, King, Washington","00","53","033","010402","3",,,,4776.6,1803.1,854.1,1462.4,659.1
"530330104024","530330104024","530330104024, 53033010402, King, Washington","00","53","033","010402","4",,,,6921.7,2645.8,1202.1,2108.2,1015.3
"530330105001","530330105001","530330105001, 53033010500, King, Washington","00","53","033","010500","1",,,,6504.8,2575,1235.9,2110.9,574.9
"530330105002","530330105002","530330105002, 53033010500, King, Washington","00","53","033","010500","2",,,,9559.1,3857.7,1711.5,3013.3,1044.8
"530330105003","530330105003","530330105003, 53033010500, King, Washington","00","53","033","010500","3",,,,7424.9,3057.2,1350.1,2333.4,714.3
"530330105004","530330105004","530330105004, 53033010500, King, Washington","00","53","033","010500","4",,,,12596.6,5036.9,2387.2,4027,1156
"530330105005","530330105005","530330105005, 53033010500, King, Washington","00","53","033","010500","5",,,,10515.5,4275.1,2020.2,3364,832.1
"530330106001","530330106001","530330106001, 53033010600, King, Washington","00","53","033","010600","1",,,,11060.4,4523.3,1912.8,3449.4,1242.4
"530330106002","530330106002","530330106002, 53033010600, King, Washington","00","53","033","010600","2",,,,7359.5,2972.9,1418.3,2368.1,593.6
"530330106003","530330106003","530330106003, 53033010600, King, Washington","00","53","033","010600","3",,,,11418.5,4606.6,2147.4,3647.5,1030.3
"530330106004","530330106004","530330106004, 53033010600, King, Washington","00","53","033","010600","4",,,,7158,2904.8,1280.6,2268.7,737.6
"530330106005","530330106005","530330106005, 53033010600, King, Washington","00","53","033","010600","5",,,,11001.9,4509.9,1924.6,3439.6,1179.6
"530330106006","530330106006","530330106006, 53033010600, King, Washington","00","53","033","010600","6",,,,6485,2640.9,1218.3,2069.6,562.1
"530330107011","530330107011","530330107011, 53033010701, King, Washington","00","53","033","010701","1",,,,8645.5,3365.9,1724.2,2786.1,791.7
"530330107012","530330107012","530330107012, 53033010701, King, Washington","00","53","033","010701","2",,,,6999.8,2772,1341.4,2276.4,630.3
"530330107021","530330107021","530330107021, 53033010702, King, Washington","00","53","033","010702","1",,,,7374.9,2921.1,1334.1,2335.9,824.8
"530330107022","530330107022","530330107022, 53033010702, King, Washington","00","53","033","010702","2",,,,4787.4,1782.8,964.3,1578.9,492
"530330107023","530330107023","530330107023, 53033010702, King, Washington","00","53","033","010702","3",,,,4493.8,1731,922.6,1497.1,357.1
"530330108001","530330108001","530330108001, 53033010800, King, Washington","00","53","033","010800","1",,,,7999.6,3156.7,1443.4,2511.3,938.5
"530330108002","530330108002","530330108002, 53033010800, King, Washington","00","53","033","010800","2",,,,6915.7,2709.2,1276.6,2167.7,776.4
"530330108003","530330108003","530330108003, 53033010800, King, Washington","00","53","033","010800","3",,,,10726.5,4252.5,1970.5,3381,1145.6
"530330109001","530330109001","530330109001, 53033010900, King, Washington","00","53","033","010900","1",,,,4599.4,1846,906.3,1487,341.2
"530330109002","530330109002","530330109002, 53033010900, King, Washington","00","53","033","010900","2",,,,3145.2,1266.1,629.5,1025.6,227.3
"530330110011","530330110011","530330110011, 53033011001, King, Washington","00","53","033","011001","1",,,,4626.3,1717.6,910.4,1468,516.3
"530330110012","530330110012","530330110012, 53033011001, King, Washington","00","53","033","011001","2",,,,4794.2,1773.9,943.5,1551.6,519.5
"530330110013","530330110013","530330110013, 53033011001, King, Washington","00","53","033","011001","3",,,,8979.5,3301.1,1707.8,2853.4,1171
"530330110021","530330110021","530330110021, 53033011002, King, Washington","00","53","033","011002","1",,,,3960.9,1459.6,735.9,1222.5,521.5
"530330110022","530330110022","530330110022, 53033011002, King, Washington","00","53","033","011002","2",,,,7524.7,2762.2,1475.4,2391.9,876.1
"530330110023","530330110023","530330110023, 53033011002, King, Washington","00","53","033","011002","3",,,,5000.8,1855.8,911,1530.7,688.2
"530330111011","530330111011","530330111011, 53033011101, King, Washington","00","53","033","011101","1",,,,3871,1398.9,798.6,1321.2,370.6
"530330111012","530330111012","530330111012, 53033011101, King, Washington","00","53","033","011101","2",,,,4766.5,1770.1,883.1,1492.2,612.7
"530330111013","530330111013","530330111013, 53033011101, King, Washington","00","53","033","011101","3",,,,4133.1,1541.8,802.3,1303,475.6
"530330111014","530330111014","530330111014, 53033011101, King, Washington","00","53","033","011101","4",,,,5594.8,2086.2,1028.4,1747.5,722.9
"530330111021","530330111021","530330111021, 53033011102, King, Washington","00","53","033","011102","1",,,,7187.9,2847.3,1236.5,2250.4,926.3
"530330111022","530330111022","530330111022, 53033011102, King, Washington","00","53","033","011102","2",,,,5046.1,1918.3,1003,1609.6,493.3
"530330111023","530330111023","530330111023, 53033011102, King, Washington","00","53","033","011102","3",,,,3274,1220.3,661,1056.4,327.2
"530330111024","530330111024","530330111024, 53033011102, King, Washington","00","53","033","011102","4",,,,4627.5,1782.9,879.8,1471.5,495
"530330112001","530330112001","530330112001, 53033011200, King, Washington","00","53","033","011200","1",,,,6150.2,2425.5,1183.1,1944.1,605.5
"530330112002","530330112002","530330112002, 53033011200, King, Washington","00","53","033","011200","2",,,,4584.7,1838.6,919.1,1476.9,337.6
"530330112003","530330112003","530330112003, 53033011200, King, Washington","00","53","033","011200","3",,,,6071.1,2441.8,1228.6,1960,443.1
"530330113001","530330113001","530330113001, 53033011300, King, Washington","00","53","033","011300","1",,,,9070.5,3593.5,1752.4,2896.1,831.5
"530330113002","530330113002","530330113002, 53033011300, King, Washington","00","53","033","011300","2",,,,6095.9,2435.2,1108.5,1882.3,677.5
"530330113003","530330113003","530330113003, 53033011300, King, Washington","00","53","033","011300","3",,,,5259.7,2109.8,1009.6,1665.1,477.4
