Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_DENSITY,ORG_TOT_POP,ORG_TOT_POP1,ORG_URBANPOP,ORG_RURALPOP,ORG_MEDAGE,ORG_HOUSEUNITS,ORG_OCCUNIT,ORG_VACUNIT,ORG_VACUNITRNT,ORG_VACUNITRNO,ORG_VACUNITSAL,ORG_VACUNITSNO,ORG_VACUNITSEA,ORG_VACUNITMIG,ORG_VACUNITOTH,ORG_HOUSEUNITS1,ORG_OOCCHH,ORG_ROCCHH,ORG_HOUSEUNITS2,ORG_S_1D,ORG_S_1A,ORG_S_2,ORG_S_3_4,ORG_S_5_9,ORG_S_10_19,ORG_S_50P,ORG_STRAILER,ORG_SOTHER,ORG_HOUSEUNITS3,ORG_RNTL250,ORG_RNT25L50,ORG_RNT50L75,ORG_RNT75L100,ORG_RNT100L125,ORG_RENTNOCASH,ORG_HOUSEUNITS4,ORG_MORTANY,ORG_NOMORT,ORG_HOUSEUNITS6,ORG_BLT_10P,ORG_BLT_00_09,ORG_BLT_90_99,ORG_BLT_80_89,ORG_BLT_70_79,ORG_BLT_60_69,ORG_BLT_50_59,ORG_BLT_40_49,ORG_BLT_L39,ORG_HOUSEUNITS7,ORG_MOV_10P,ORG_MOV_00_09,ORG_MOV_90_99,ORG_MOV_80_89,ORG_MOV_70_79,ORG_MOV_L69,ORG_AVGHHINC,ORG_EASIDAYPOP,ORG_POP90,ORG_POP00,ORG_POP10,ORG_POP20,ORG_POP25,ORG_HH90,ORG_HH00,ORG_HH10,ORG_HH20,ORG_HH25
"530330017023","530330017023","530330017023, 53033001702, King, Washington","00","53","033","001702","3",,,,10225.4,1162,1162,1162,0,40.9,481,464,17,9,0,2,1,1,0,4,481,269,195,481,207,0,88,37,13,43,21,0,0,481,0,0,45,76,16,0,269,189,80,481,114,8,33,33,53,8,37,23,172,481,299,71,58,6,30,0,108239,592,936,944,1004,1162,1206,345,377,391,464,486
"530330017024","530330017024","530330017024, 53033001702, King, Washington","00","53","033","001702","4",,,,8357.5,1024,1024,1024,0,37.1,449,439,10,5,0,2,1,0,0,2,449,322,117,449,337,31,0,16,0,0,0,55,0,449,0,0,57,0,0,0,322,234,88,449,99,21,35,0,73,36,55,22,108,449,263,60,57,23,22,14,102462,631,907,887,884,1024,1066,378,359,374,439,459
"530330018001","530330018001","530330018001, 53033001800, King, Washington","00","53","033","001800","1",,,,10651.5,1735,1735,1735,0,32,779,744,35,20,1,4,0,4,0,6,779,420,324,779,470,84,68,41,81,0,0,0,0,779,0,0,49,12,217,0,420,344,76,779,179,127,26,146,28,21,63,120,69,779,516,170,14,12,8,24,149885,837,753,1359,1490,1735,1811,294,577,631,744,780
"530330018002","530330018002","530330018002, 53033001800, King, Washington","00","53","033","001800","2",,,,18760,1768,1768,1768,0,31.2,935,889,46,16,0,11,2,4,0,13,935,369,520,935,107,360,0,84,197,122,0,0,0,935,14,0,88,67,191,0,369,337,32,935,232,284,144,67,6,15,117,54,16,935,662,169,38,20,0,0,126153,1258,1024,1280,1499,1768,1849,596,627,743,889,934
"530330018003","530330018003","530330018003, 53033001800, King, Washington","00","53","033","001800","3",,,,16708.3,1787,1787,1787,0,31.8,967,892,75,36,1,16,2,0,0,20,967,385,507,967,247,234,102,71,36,175,0,0,0,967,0,29,30,162,0,0,385,337,48,967,195,211,194,107,19,173,17,0,51,967,658,206,9,11,0,8,115642,644,1216,1352,1546,1787,1866,523,675,762,892,935
"530330019001","530330019001","530330019001, 53033001900, King, Washington","00","53","033","001900","1",,,,6039.4,1786,1786,1786,0,33.4,1282,962,320,225,3,7,4,1,0,80,1282,404,558,1282,128,19,9,23,110,133,358,0,0,1282,0,11,63,48,166,38,404,292,112,1282,340,255,89,94,191,26,16,187,84,1282,707,163,47,31,14,0,101283,1816,2105,906,1529,1786,1861,1011,445,811,962,1008
"530330019002","530330019002","530330019002, 53033001900, King, Washington","00","53","033","001900","2",,,,9818.1,1571,1571,1571,0,36.2,675,656,19,8,1,4,0,2,0,4,675,468,188,675,552,26,13,44,0,21,0,0,0,675,0,27,0,22,0,46,468,370,98,675,161,54,2,12,35,25,35,125,226,675,414,119,50,15,20,38,120685,1124,1214,1244,1362,1571,1636,576,576,559,656,687
"530330019003","530330019003","530330019003, 53033001900, King, Washington","00","53","033","001900","3",,,,7894.9,1472,1472,1472,0,37.9,630,611,19,3,1,4,3,1,0,7,630,454,157,630,611,0,0,0,0,0,0,0,0,630,0,0,0,12,0,0,454,299,155,630,148,37,28,12,10,19,106,75,195,630,370,78,90,29,18,26,153284,1128,1388,1273,1266,1472,1538,637,559,519,611,641
"530330020001","530330020001","530330020001, 53033002000, King, Washington","00","53","033","002000","1",,,,8838.8,1802,1802,1802,0,38.3,957,886,71,47,0,2,1,7,0,14,957,466,420,957,488,18,15,0,16,59,199,0,0,957,0,15,60,24,133,13,466,360,106,957,245,87,45,102,110,21,57,153,137,957,612,138,70,47,12,7,109800,1073,1424,1392,1514,1802,1880,680,659,735,886,928
"530330020002","530330020002","530330020002, 53033002000, King, Washington","00","53","033","002000","2",,,,9574.4,1138,1138,1138,0,38.5,534,515,19,5,0,4,0,3,0,7,534,352,163,534,410,0,8,25,0,15,7,0,0,534,0,19,6,45,19,8,352,240,112,534,128,0,4,0,44,63,78,111,106,534,328,96,37,10,28,16,133754,563,916,903,980,1138,1186,424,430,438,515,539
"530330020003","530330020003","530330020003, 53033002000, King, Washington","00","53","033","002000","3",,,,10237.3,1057,1057,1057,0,38.2,485,464,21,4,2,4,4,2,0,5,485,325,139,485,406,0,0,0,0,8,0,0,0,485,0,0,9,18,19,0,325,238,87,485,115,5,36,11,28,16,78,57,139,485,283,84,53,28,16,0,130998,572,720,821,912,1057,1104,355,400,395,464,487
"530330021001","530330021001","530330021001, 53033002100, King, Washington","00","53","033","002100","1",,,,7965,1746,1746,1746,0,42.9,769,739,30,5,0,3,1,4,0,17,769,584,155,769,672,0,14,0,8,37,0,0,0,769,0,0,0,48,38,16,584,378,206,769,178,41,39,30,29,51,120,163,118,769,435,128,61,68,27,20,132425,1249,1389,1470,1506,1746,1823,602,628,629,739,775
"530330021002","530330021002","530330021002, 53033002100, King, Washington","00","53","033","002100","2",,,,7515.6,1031,1031,1031,0,35.6,496,479,17,3,1,2,0,1,0,10,496,298,181,496,282,0,13,33,0,44,79,0,0,496,0,0,35,37,109,0,298,215,83,496,113,1,9,40,112,2,111,40,68,496,322,93,39,11,0,14,119037,643,807,828,897,1031,1075,400,390,410,479,502
"530330021003","530330021003","530330021003, 53033002100, King, Washington","00","53","033","002100","3",,,,9794,1673,1673,1673,0,36.7,816,771,45,30,2,2,2,2,0,7,816,434,337,816,398,61,95,16,50,27,17,49,49,816,0,18,33,91,34,16,434,263,171,816,210,67,80,60,31,41,131,149,47,816,538,102,59,17,26,29,137381,1042,1237,1339,1404,1673,1749,540,619,639,771,809
"530330022001","530330022001","530330022001, 53033002200, King, Washington","00","53","033","002200","1",,,,7276.7,1731,1731,1731,0,47.6,712,692,20,5,1,2,4,1,0,7,712,585,107,712,662,0,0,0,30,0,0,0,0,712,0,0,0,0,40,0,585,366,219,712,164,11,40,46,73,181,152,39,6,712,390,85,83,105,16,13,161603,1910,1557,1535,1485,1731,1808,585,590,586,692,726
"530330022002","530330022002","530330022002, 53033002200, King, Washington","00","53","033","002200","2",,,,7484.8,1641,1641,1641,0,40.3,688,655,33,12,0,8,1,4,0,8,688,507,148,688,655,0,0,0,0,0,0,0,0,688,0,0,0,27,0,0,507,348,159,688,166,18,36,19,18,30,196,134,71,688,387,104,76,52,18,18,148244,1238,1337,1360,1416,1641,1712,555,555,558,655,686
"530330022003","530330022003","530330022003, 53033002200, King, Washington","00","53","033","002200","3",,,,6291.5,1458,1458,1458,0,49.9,646,615,31,7,0,2,6,9,0,7,646,482,133,646,592,11,0,0,0,0,0,0,0,646,0,0,0,27,0,0,482,294,188,646,146,43,70,79,34,41,130,74,29,646,347,102,62,44,23,37,238546,1251,329,1109,1255,1458,1526,141,443,522,615,646
"530330022004","530330022004","530330022004, 53033002200, King, Washington","00","53","033","002200","4",,,,3493.5,1327,1327,1327,0,55.2,609,553,56,18,0,7,2,21,0,8,609,522,31,609,400,0,0,0,0,17,35,0,0,609,0,0,0,0,0,0,522,277,245,609,142,56,0,0,177,42,43,149,0,609,297,90,102,44,9,11,198458,989,673,1392,1130,1327,1389,244,543,465,553,581
"530330024001","530330024001","530330024001, 53033002400, King, Washington","00","53","033","002400","1",,,,6992.5,1117,1117,1117,0,43.1,467,453,14,1,0,4,1,4,0,4,467,381,72,467,453,0,0,0,0,0,0,0,0,467,0,0,0,8,0,19,381,244,137,467,124,30,0,5,0,23,82,203,0,467,268,84,28,47,9,17,127770,903,1084,892,959,1117,1167,472,387,384,453,475
"530330024002","530330024002","530330024002, 53033002400, King, Washington","00","53","033","002400","2",,,,14060.5,967,967,967,0,38.3,475,460,15,6,1,0,2,2,0,4,475,160,300,475,206,31,0,72,17,27,11,0,0,475,0,0,33,118,149,0,160,94,66,475,118,0,6,73,49,56,48,92,33,475,335,46,55,13,8,3,143381,576,839,871,811,967,1007,376,387,381,460,481
"530330024003","530330024003","530330024003, 53033002400, King, Washington","00","53","033","002400","3",,,,9374.3,1398,1398,1398,0,39,585,564,21,6,1,5,1,2,0,6,585,410,154,585,537,14,4,0,9,0,0,0,0,585,0,0,0,6,37,0,410,274,136,585,152,16,11,16,0,13,98,268,11,585,359,114,25,26,21,19,152225,1046,1037,1065,1202,1398,1461,474,478,479,564,592
"530330025001","530330025001","530330025001, 53033002500, King, Washington","00","53","033","002500","1",,,,6787.3,1630,1630,1630,0,42,731,703,28,5,0,3,1,1,0,18,731,563,140,731,641,0,53,0,0,0,0,9,0,731,0,0,36,17,0,0,563,401,162,731,176,15,7,47,11,22,122,169,162,731,403,116,81,76,20,7,156293,984,1332,1338,1404,1630,1702,606,602,598,703,737
"530330025002","530330025002","530330025002, 53033002500, King, Washington","00","53","033","002500","2",,,,11651.4,1630,1630,1630,0,35.6,791,764,27,11,2,4,1,1,0,8,791,406,358,791,481,87,27,37,14,10,0,0,0,791,10,0,44,16,50,0,406,274,132,791,199,130,12,18,68,12,123,83,146,791,527,124,41,21,36,15,136194,4440,1201,1203,1398,1630,1703,555,554,647,764,801
"530330026001","530330026001","530330026001, 53033002600, King, Washington","00","53","033","002600","1",,,,12835.7,1216,1216,1216,0,35.1,553,528,25,9,4,2,1,1,0,8,553,303,225,553,360,18,0,9,13,0,0,0,0,553,0,0,0,59,53,24,303,210,93,553,120,0,45,47,20,8,36,79,198,553,346,75,35,44,18,10,128121,717,904,1028,1054,1216,1268,433,459,452,528,553
"530330026002","530330026002","530330026002, 53033002600, King, Washington","00","53","033","002600","2",,,,10625.1,1548,1548,1548,0,39,648,631,17,5,1,2,5,1,0,3,648,492,139,648,544,0,0,10,26,51,0,0,0,648,0,0,25,31,23,0,492,359,133,648,162,1,8,19,31,10,15,24,378,648,376,87,81,53,21,13,180163,959,1329,1394,1294,1548,1619,557,559,521,631,663
"530330026003","530330026003","530330026003, 53033002600, King, Washington","00","53","033","002600","3",,,,12741.8,1608,1608,1608,0,34.4,752,701,51,29,0,2,0,5,0,15,752,395,306,752,465,15,36,12,15,0,123,0,0,752,0,0,34,37,159,0,395,305,90,752,185,65,0,106,17,13,0,6,360,752,477,120,39,51,5,9,163709,941,1147,1216,1333,1608,1681,497,532,574,701,736
"530330026004","530330026004","530330026004, 53033002600, King, Washington","00","53","033","002600","4",,,,11190.2,1154,1154,1154,0,35.6,488,469,19,6,1,3,0,6,0,3,488,318,151,488,382,30,0,51,6,0,0,0,0,488,0,6,5,11,22,0,318,237,81,488,119,21,0,0,0,7,20,20,301,488,288,57,71,34,19,0,160898,674,393,885,979,1154,1203,163,373,393,469,491
"530330027001","530330027001","530330027001, 53033002700, King, Washington","00","53","033","002700","1",,,,11819.7,1653,1653,1653,0,36.9,741,717,24,12,2,2,0,1,0,7,741,472,245,741,583,0,0,17,69,48,0,0,0,741,0,0,0,19,90,13,472,352,120,741,166,22,11,35,17,0,42,25,423,741,473,125,47,23,43,6,132649,1171,1532,1383,1426,1653,1726,639,613,611,717,752
"530330027002","530330027002","530330027002, 53033002700, King, Washington","00","53","033","002700","2",,,,8194.7,1576,1576,1576,0,37.1,679,642,37,12,0,5,2,5,0,13,679,467,175,679,603,21,18,0,0,0,0,0,0,679,0,0,0,0,57,0,467,331,136,679,157,9,48,0,53,9,16,60,327,679,400,114,60,39,10,19,160809,933,918,1234,1340,1576,1648,346,512,539,642,674
"530330027003","530330027003","530330027003, 53033002700, King, Washington","00","53","033","002700","3",,,,10352.7,1261,1261,1261,0,37,606,563,43,20,0,4,1,5,0,13,606,323,240,606,403,0,22,20,0,103,0,0,0,606,0,0,15,12,58,0,323,225,98,606,128,60,15,51,17,14,107,11,203,606,380,141,19,9,9,5,147178,816,886,1041,1084,1261,1318,441,476,478,563,591
"530330027004","530330027004","530330027004, 53033002700, King, Washington","00","53","033","002700","4",,,,10639.1,1717,1717,1717,0,34,807,760,47,13,0,8,7,4,0,15,807,438,322,807,443,113,0,0,48,49,0,0,0,807,0,0,0,13,201,0,438,317,121,807,206,77,12,0,39,0,91,152,230,807,528,130,53,24,22,3,199015,1014,986,1286,1439,1717,1793,475,597,629,760,797
"530330028001","530330028001","530330028001, 53033002800, King, Washington","00","53","033","002800","1",,,,13606.8,1380,1380,1380,0,37.9,659,639,20,8,1,3,2,1,0,5,659,439,200,659,531,0,20,32,21,18,0,0,0,659,0,0,28,48,0,0,439,342,97,659,152,18,0,41,22,0,15,36,375,659,391,128,63,35,15,7,128532,941,1023,1100,1189,1380,1441,500,522,543,639,670
"530330028002","530330028002","530330028002, 53033002800, King, Washington","00","53","033","002800","2",,,,13447.8,1046,1046,1046,0,34.2,535,507,28,15,5,4,0,1,0,3,535,239,268,535,287,41,84,53,0,42,0,0,0,535,0,0,17,97,61,0,239,188,51,535,119,25,0,49,32,82,0,16,212,535,350,26,83,20,15,13,84340,621,838,911,896,1046,1089,420,433,429,507,530
"530330028003","530330028003","530330028003, 53033002800, King, Washington","00","53","033","002800","3",,,,15840.4,1172,1172,1172,0,34.7,657,623,34,10,3,4,2,4,0,11,657,275,348,657,308,6,0,79,74,48,0,0,0,657,0,5,0,68,71,13,275,196,79,657,154,7,12,53,100,47,7,51,226,657,446,76,38,34,4,25,101290,936,847,926,985,1172,1224,470,498,517,623,653
"530330028004","530330028004","530330028004, 53033002800, King, Washington","00","53","033","002800","4",,,,13146.5,1663,1663,1663,0,34.8,779,746,33,17,1,6,3,2,0,4,779,448,298,779,494,51,25,17,93,66,0,0,0,779,0,0,26,76,0,15,448,356,92,779,187,31,44,31,16,54,24,29,363,779,507,124,62,33,0,20,105564,1142,1273,1295,1411,1663,1737,570,611,625,746,782
"530330029001","530330029001","530330029001, 53033002900, King, Washington","00","53","033","002900","1",,,,11609.6,1617,1617,1617,0,38.4,759,728,31,10,3,6,0,5,0,7,759,442,286,759,415,27,23,0,67,166,0,30,0,759,14,38,15,54,32,0,442,340,102,759,169,22,6,19,47,76,37,28,355,759,478,116,62,20,33,19,115116,2057,1370,1385,1393,1617,1688,598,618,619,728,763
"530330029002","530330029002","530330029002, 53033002900, King, Washington","00","53","033","002900","2",,,,12817.9,1636,1636,1636,0,39.6,751,731,20,6,2,2,0,2,0,8,751,520,211,751,665,0,0,23,0,33,0,10,0,751,0,28,0,46,36,0,520,405,115,751,172,0,7,13,19,13,0,49,478,751,444,93,114,31,36,13,151210,1491,1304,1331,1416,1636,1709,657,625,625,731,767
"530330029003","530330029003","530330029003, 53033002900, King, Washington","00","53","033","002900","3",,,,13946.7,1588,1588,1588,0,37.8,733,704,29,15,6,3,1,1,0,3,733,502,202,733,574,24,26,0,46,34,0,0,0,733,0,26,0,53,0,13,502,392,110,733,162,27,6,10,41,36,41,32,378,733,438,134,72,37,9,14,139942,1475,1251,1268,1368,1588,1658,575,592,599,704,738
"530330030001","530330030001","530330030001, 53033003000, King, Washington","00","53","033","003000","1",,,,11765.3,1866,1866,1866,0,40.4,834,818,16,4,1,2,2,2,0,5,834,639,179,834,778,0,0,18,22,0,0,0,0,834,0,0,0,26,0,0,639,491,148,834,197,24,33,16,2,41,15,98,408,834,489,155,68,83,11,12,148114,1323,1438,1519,1604,1866,1948,648,683,694,818,857
"530330030002","530330030002","530330030002, 53033003000, King, Washington","00","53","033","003000","2",,,,11012.4,1560,1560,1560,0,37,700,677,23,13,1,3,1,1,0,4,700,437,240,700,544,20,39,36,18,20,0,0,0,700,0,0,14,41,96,0,437,322,115,700,174,23,66,3,3,18,80,112,221,700,439,131,51,19,25,12,134409,991,1106,1168,1332,1560,1634,552,548,571,677,712
"530330030003","530330030003","530330030003, 53033003000, King, Washington","00","53","033","003000","3",,,,10790.2,1628,1628,1628,0,38.4,728,703,25,14,2,3,0,1,0,5,728,507,196,728,585,16,13,38,51,0,0,0,0,728,0,0,41,11,68,0,507,388,119,728,167,49,29,19,54,3,69,105,233,728,435,111,88,38,11,20,127371,991,1333,1359,1407,1628,1701,562,601,599,703,736
"530330030004","530330030004","530330030004, 53033003000, King, Washington","00","53","033","003000","4",,,,12311.8,1544,1544,1544,0,37.8,687,656,31,8,0,1,4,4,0,14,687,479,177,687,462,47,0,21,65,61,0,0,0,687,0,0,45,7,37,16,479,372,107,687,166,0,71,44,22,37,17,62,268,687,404,120,97,22,13,0,144725,970,1239,1204,1294,1544,1613,556,546,543,656,688
"530330031001","530330031001","530330031001, 53033003100, King, Washington","00","53","033","003100","1",,,,11332,1338,1338,1338,0,40.4,578,565,13,5,0,1,0,2,0,5,578,445,120,578,468,0,40,9,0,48,0,0,0,578,0,0,0,10,0,0,445,332,113,578,144,0,27,0,0,0,40,145,222,578,328,91,71,56,14,5,139946,791,1069,1210,1149,1338,1397,495,520,479,565,592
"530330031002","530330031002","530330031002, 53033003100, King, Washington","00","53","033","003100","2",,,,10780,1292,1292,1292,0,40.9,604,588,16,4,0,2,1,5,0,4,604,437,151,604,556,0,0,0,32,0,0,0,0,604,0,0,47,21,49,0,437,324,113,604,145,0,0,32,21,23,55,101,227,604,359,108,23,69,16,13,112914,981,963,1045,1110,1292,1350,493,483,499,588,617
"530330031003","530330031003","530330031003, 53033003100, King, Washington","00","53","033","003100","3",,,,13030.1,1487,1487,1487,0,41.1,659,648,11,3,0,5,0,0,0,3,659,377,271,659,368,9,0,0,0,129,142,0,0,659,52,67,0,96,0,0,377,290,87,659,162,22,0,0,36,75,33,82,249,659,400,85,107,34,22,0,125951,981,1016,1196,1284,1487,1548,469,487,550,648,679
"530330031004","530330031004","530330031004, 53033003100, King, Washington","00","53","033","003100","4",,,,10904.5,1620,1620,1620,0,42.3,681,652,29,5,0,7,5,2,0,10,681,529,123,681,652,0,0,0,0,0,0,0,0,681,0,0,10,15,23,0,529,381,148,681,158,18,0,0,16,11,61,76,341,681,388,125,76,48,9,6,201673,1139,1444,1389,1393,1620,1694,626,560,553,652,684
"530330031005","530330031005","530330031005, 53033003100, King, Washington","00","53","033","003100","5",,,,4141,1497,1497,1497,0,42.2,677,658,19,1,2,3,2,2,0,9,677,515,143,677,612,17,0,0,15,0,0,14,0,677,0,0,0,0,0,0,515,341,174,677,158,34,0,16,34,90,44,135,166,677,384,128,67,19,60,0,137653,990,936,1176,1283,1497,1566,406,537,557,658,691
"530330032001","530330032001","530330032001, 53033003200, King, Washington","00","53","033","003200","1",,,,14501.4,1070,1070,1070,0,37.7,547,526,21,4,2,4,3,4,0,4,547,285,241,547,267,0,0,19,105,135,0,0,0,547,0,0,12,66,97,0,285,220,65,547,122,17,2,56,91,45,14,29,171,547,359,106,42,5,9,5,102264,1001,838,889,919,1070,1117,449,443,446,526,551
"530330032002","530330032002","530330032002, 53033003200, King, Washington","00","53","033","003200","2",,,,18090.1,1356,1356,1356,0,34.2,801,768,33,18,4,1,0,4,0,6,801,241,527,801,273,62,63,110,105,84,21,0,0,801,0,10,36,156,233,0,241,193,48,801,185,16,110,102,83,34,13,53,205,801,575,111,27,43,12,0,89567,1207,1017,1112,1146,1356,1417,525,596,641,768,806
"530330032003","530330032003","530330032003, 53033003200, King, Washington","00","53","033","003200","3",,,,7598.2,1306,1306,1306,0,34.9,844,805,39,20,3,6,1,5,0,4,844,315,490,844,62,277,31,61,112,42,99,0,0,844,39,20,14,69,169,0,315,256,59,844,193,171,130,66,74,112,28,33,37,844,609,163,19,0,9,5,101843,2113,810,877,1102,1306,1365,472,534,671,805,845
"530330032004","530330032004","530330032004, 53033003200, King, Washington","00","53","033","003200","4",,,,13098.3,1325,1325,1325,0,41,896,859,37,19,4,1,4,4,0,5,896,166,693,896,274,22,33,35,160,33,126,0,0,896,42,53,18,388,96,0,166,119,47,896,239,0,0,0,31,43,239,252,92,896,679,84,78,9,9,0,84360,1067,1140,1200,1114,1325,1383,700,762,713,859,900
"530330032005","530330032005","530330032005, 53033003200, King, Washington","00","53","033","003200","5",,,,11462.5,851,851,851,0,41.8,387,371,16,8,0,2,0,1,0,5,387,292,79,387,268,21,17,0,0,0,28,0,0,387,0,0,0,8,13,9,292,215,77,387,97,9,53,2,2,2,9,51,162,387,218,90,33,30,0,0,133978,936,805,734,720,851,891,336,318,310,371,391
"530330032006","530330032006","530330032006, 53033003200, King, Washington","00","53","033","003200","6",,,,5472.5,1843,1843,1843,0,54.4,986,918,68,3,2,8,12,20,0,23,986,712,206,986,407,20,149,72,16,18,220,0,0,986,0,0,0,7,47,0,712,358,354,986,225,34,50,9,14,212,58,59,325,986,552,86,154,49,24,53,92522,1255,1393,1344,1567,1843,1923,686,646,771,918,962
"530330032007","530330032007","530330032007, 53033003200, King, Washington","00","53","033","003200","7",,,,10609.1,1303,1303,1303,0,42,570,555,15,4,0,4,2,2,0,3,570,413,142,570,530,0,0,0,13,12,0,0,0,570,0,0,22,40,0,0,413,285,128,570,131,33,10,30,16,9,34,19,288,570,321,70,61,50,40,13,146553,1009,1020,1045,1115,1303,1361,519,471,469,555,582
"530330033001","530330033001","530330033001, 53033003300, King, Washington","00","53","033","003300","1",,,,11091.6,1369,1369,1369,0,35.3,648,631,17,5,0,2,0,1,0,9,648,398,233,648,510,28,44,49,0,0,0,0,0,648,0,0,14,11,22,0,398,318,80,648,150,54,2,33,11,15,56,27,300,648,399,113,42,55,22,0,123455,756,1114,1063,1178,1369,1429,464,462,536,631,661
"530330033002","530330033002","530330033002, 53033003300, King, Washington","00","53","033","003300","2",,,,14805,1283,1283,1283,0,36.4,630,601,29,18,1,2,0,2,0,6,630,260,341,630,331,63,132,42,33,0,0,0,0,630,0,8,17,26,0,0,260,219,41,630,149,49,0,29,23,47,53,65,215,630,429,59,61,30,0,22,144018,798,1003,1042,1109,1283,1340,489,512,513,601,630
"530330033003","530330033003","530330033003, 53033003300, King, Washington","00","53","033","003300","3",,,,20102.5,2032,2032,2032,0,32.8,1172,1120,52,31,6,5,1,1,0,8,1172,282,838,1172,182,133,121,227,241,200,0,0,0,1172,0,0,84,273,183,0,282,232,50,1172,281,72,40,113,218,183,37,63,165,1172,914,175,6,9,0,16,88246,1777,1375,1515,1694,2032,2123,801,844,922,1120,1175
"530330033004","530330033004","530330033004, 53033003300, King, Washington","00","53","033","003300","4",,,,17226.6,1405,1405,1405,0,34.6,804,772,32,15,1,1,0,7,0,8,804,227,545,804,153,102,18,97,139,228,0,0,0,804,0,0,60,173,170,0,227,166,61,804,191,63,21,89,139,86,66,34,115,804,599,122,51,0,0,0,109148,705,1061,1135,1178,1405,1464,616,610,639,772,808
"530330033005","530330033005","530330033005, 53033003300, King, Washington","00","53","033","003300","5",,,,11678.8,1259,1259,1259,0,37.4,570,552,18,9,1,2,0,0,0,6,570,327,225,570,329,20,107,14,31,51,0,0,0,570,18,0,22,75,0,0,327,260,67,570,138,18,0,12,24,36,23,36,283,570,358,59,85,42,8,0,119829,794,1121,1077,1065,1259,1318,473,487,461,552,580
"530330034001","530330034001","530330034001, 53033003400, King, Washington","00","53","033","003400","1",,,,12882.6,1309,1309,1309,0,36.2,623,592,31,15,4,3,2,1,0,6,623,316,276,623,358,38,32,72,92,0,0,0,0,623,0,0,27,44,96,14,316,245,71,623,134,2,23,17,92,46,26,37,246,623,399,105,21,45,16,6,145442,1993,1074,1052,1140,1309,1370,517,486,509,592,622
"530330034002","530330034002","530330034002, 53033003400, King, Washington","00","53","033","003400","2",,,,13217.1,1296,1296,1296,0,39,602,582,20,3,1,1,4,2,0,9,602,398,184,602,517,11,5,7,42,0,0,0,0,602,0,0,9,39,16,0,398,305,93,602,126,19,0,0,20,27,18,0,392,602,346,90,78,38,24,6,149884,1043,1087,1141,1139,1296,1351,444,505,505,582,609
"530330034003","530330034003","530330034003, 53033003400, King, Washington","00","53","033","003400","3",,,,11395.2,1188,1188,1188,0,36.5,558,534,24,3,4,2,0,4,0,11,558,269,265,558,263,91,114,57,0,0,0,9,0,558,0,0,8,0,130,0,269,197,72,558,133,9,0,0,77,31,29,47,232,558,362,83,26,18,43,2,134299,1713,1066,1004,1023,1188,1239,510,485,454,534,559
"530330035001","530330035001","530330035001, 53033003500, King, Washington","00","53","033","003500","1",,,,12488.1,1680,1680,1680,0,42,827,800,27,3,1,3,1,8,0,11,827,478,322,827,569,0,12,13,21,55,95,0,0,827,11,29,0,48,58,16,478,351,127,827,208,58,0,54,24,24,7,40,412,827,533,145,38,39,40,5,133499,1345,1195,1247,1402,1680,1753,589,595,658,800,839
"530330035002","530330035002","530330035002, 53033003500, King, Washington","00","53","033","003500","2",,,,12056.1,1562,1562,1562,0,39.9,791,770,21,11,1,2,0,2,0,5,791,433,337,791,492,19,107,24,59,44,0,0,0,791,0,18,6,76,76,60,433,300,133,791,185,48,0,43,15,43,8,23,426,791,509,92,84,42,40,3,123350,1289,1358,1303,1335,1562,1630,638,628,650,770,807
"530330035003","530330035003","530330035003, 53033003500, King, Washington","00","53","033","003500","3",,,,5927.7,1375,1375,1375,0,42.8,644,600,44,36,1,1,1,1,0,4,644,297,303,644,261,25,29,29,26,44,143,0,0,644,0,11,0,76,82,0,297,213,84,644,144,25,13,31,12,33,123,17,246,644,411,103,37,34,9,6,124000,886,1087,1090,1199,1375,1425,418,544,510,600,628
"530330036001","530330036001","530330036001, 53033003600, King, Washington","00","53","033","003600","1",,,,10130,1527,1527,1527,0,31.8,826,788,38,19,2,2,1,4,0,10,826,222,566,826,253,47,15,0,45,92,0,0,0,826,31,0,39,146,107,0,222,173,49,826,208,55,54,54,57,100,69,3,226,826,642,120,5,0,0,21,102481,1095,1187,1117,1268,1527,1599,595,580,646,788,828
"530330036002","530330036002","530330036002, 53033003600, King, Washington","00","53","033","003600","2",,,,16823.4,1492,1492,1492,0,33.4,989,937,52,29,2,9,0,10,0,2,989,249,688,989,121,83,65,29,113,130,315,0,0,989,113,0,24,188,164,0,249,189,60,989,205,156,207,74,103,135,88,0,21,989,738,166,13,20,0,0,115563,881,1668,1095,1282,1492,1556,974,677,795,937,981
"530330036003","530330036003","530330036003, 53033003600, King, Washington","00","53","033","003600","3",,,,12585.9,1488,1488,1488,0,37.1,676,655,21,10,1,1,2,2,0,5,676,414,241,676,464,72,27,27,0,15,0,0,0,676,17,42,0,23,68,0,414,294,120,676,144,45,18,41,27,13,15,21,352,676,414,107,95,4,30,5,156674,1335,1151,1241,1293,1488,1557,547,566,562,655,688
