Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_DENSITY,ORG_TOT_POP,ORG_TOT_POP1,ORG_URBANPOP,ORG_RURALPOP,ORG_MEDAGE,ORG_HOUSEUNITS,ORG_OCCUNIT,ORG_VACUNIT,ORG_VACUNITRNT,ORG_VACUNITRNO,ORG_VACUNITSAL,ORG_VACUNITSNO,ORG_VACUNITSEA,ORG_VACUNITMIG,ORG_VACUNITOTH,ORG_HOUSEUNITS1,ORG_OOCCHH,ORG_ROCCHH,ORG_HOUSEUNITS2,ORG_S_1D,ORG_S_1A,ORG_S_2,ORG_S_3_4,ORG_S_5_9,ORG_S_10_19,ORG_S_50P,ORG_STRAILER,ORG_SOTHER,ORG_HOUSEUNITS3,ORG_RNTL250,ORG_RNT25L50,ORG_RNT50L75,ORG_RNT75L100,ORG_RNT100L125,ORG_RENTNOCASH,ORG_HOUSEUNITS4,ORG_MORTANY,ORG_NOMORT,ORG_HOUSEUNITS6,ORG_BLT_10P,ORG_BLT_00_09,ORG_BLT_90_99,ORG_BLT_80_89,ORG_BLT_70_79,ORG_BLT_60_69,ORG_BLT_50_59,ORG_BLT_40_49,ORG_BLT_L39,ORG_HOUSEUNITS7,ORG_MOV_10P,ORG_MOV_00_09,ORG_MOV_90_99,ORG_MOV_80_89,ORG_MOV_70_79,ORG_MOV_L69,ORG_AVGHHINC,ORG_EASIDAYPOP,ORG_POP90,ORG_POP00,ORG_POP10,ORG_POP20,ORG_POP25,ORG_HH90,ORG_HH00,ORG_HH10,ORG_HH20,ORG_HH25
"530330002006","530330002006","530330002006, 53033000200, King, Washington","00","53","033","000200","6",,,,7707.6,1522,1522,1522,0,41.4,645,619,26,6,1,3,1,4,0,11,645,463,156,645,584,0,0,0,17,0,0,18,0,645,0,0,0,27,0,45,463,345,118,645,148,45,24,39,83,11,148,97,50,645,373,126,71,36,9,4,131715,1738,1457,1399,1314,1522,1588,497,561,527,619,649
"530330003001","530330003001","530330003001, 53033000300, King, Washington","00","53","033","000300","1",,,,4921.2,1498,1498,1498,0,41.5,608,590,18,6,0,3,0,2,0,7,608,422,168,608,549,9,0,0,32,0,0,0,0,608,0,0,23,28,8,0,422,305,117,608,163,19,12,0,81,17,152,131,33,608,364,69,55,25,50,27,103137,938,1149,1170,1258,1498,1566,476,484,489,590,619
"530330003002","530330003002","530330003002, 53033000300, King, Washington","00","53","033","000300","2",,,,9491.6,1547,1547,1547,0,37.4,753,700,53,29,0,12,0,0,0,12,753,397,303,753,444,95,25,27,12,45,11,0,0,753,15,9,10,104,51,0,397,297,100,753,162,55,18,67,40,126,157,108,20,753,471,141,57,8,10,13,103278,1072,1317,1316,1345,1547,1615,575,584,601,700,734
"530330004011","530330004011","530330004011, 53033000401, King, Washington","00","53","033","000401","1",,,,13878.6,3215,3215,3215,0,35,2163,1802,361,335,1,11,1,3,0,10,2163,356,1446,2163,284,69,0,29,33,66,1151,0,0,2163,252,0,149,520,399,0,356,266,90,2163,520,550,245,108,334,235,92,54,25,2163,1485,228,31,35,0,23,53552,2705,1527,1910,2842,3215,3356,815,980,1573,1802,1889
"530330004012","530330004012","530330004012, 53033000401, King, Washington","00","53","033","000401","2",,,,10864,1707,1707,1707,0,39.4,853,801,52,36,1,8,0,2,0,5,853,326,475,853,364,70,0,18,13,0,94,0,0,853,0,0,47,196,210,0,326,222,104,853,216,71,53,71,142,65,57,104,74,853,597,149,35,9,11,0,102916,1312,1175,1424,1442,1707,1777,629,669,664,801,839
"530330004013","530330004013","530330004013, 53033000401, King, Washington","00","53","033","000401","3",,,,14288.7,1517,1517,1517,0,63,1256,1090,166,36,4,84,8,24,0,10,1256,326,764,1256,116,14,23,0,23,109,631,0,0,1256,210,272,120,60,0,0,326,227,99,1256,267,31,99,311,126,203,104,89,26,1256,842,185,34,20,9,0,42339,1160,1120,1400,1267,1517,1583,849,1020,897,1090,1143
"530330004021","530330004021","530330004021, 53033000402, King, Washington","00","53","033","000402","1",,,,11307.3,1403,1403,1403,0,46.1,663,623,40,13,1,2,0,1,0,23,663,214,409,663,300,23,0,0,63,62,108,0,0,663,30,0,20,206,87,0,214,157,57,663,145,3,102,89,79,27,72,105,41,663,470,65,47,16,0,25,78255,916,1076,1247,1221,1403,1455,432,548,529,623,652
"530330004022","530330004022","530330004022, 53033000402, King, Washington","00","53","033","000402","2",,,,3776,1094,1094,1094,0,38.4,505,483,22,6,1,3,0,0,0,12,505,279,204,505,372,0,0,0,15,33,0,0,0,505,16,0,28,48,21,0,279,215,64,505,118,62,20,93,13,56,32,42,69,505,331,112,23,11,0,6,69735,715,1113,1026,937,1094,1143,512,455,408,483,507
"530330004023","530330004023","530330004023, 53033000402, King, Washington","00","53","033","000402","3",,,,11444.4,1426,1426,1426,0,37.8,732,698,34,21,0,4,1,2,0,6,732,343,355,732,217,95,0,36,80,124,0,0,0,732,0,0,10,177,98,0,343,245,98,732,166,64,53,35,43,135,51,42,143,732,499,116,25,42,0,16,116300,919,1053,1143,1194,1426,1486,529,569,577,698,730
"530330004024","530330004024","530330004024, 53033000402, King, Washington","00","53","033","000402","4",,,,10988.3,1716,1716,1716,0,65.6,981,941,40,29,1,1,1,1,0,7,981,330,611,981,287,69,0,0,0,0,467,0,0,981,0,0,66,176,59,0,330,225,105,981,203,3,195,201,66,42,67,142,62,981,679,108,67,60,27,0,76177,2626,889,1166,1489,1716,1789,396,576,803,941,987
"530330005001","530330005001","530330005001, 53033000500, King, Washington","00","53","033","000500","1",,,,2066.1,1458,1458,1458,0,54.1,618,599,19,3,0,2,1,3,0,10,618,557,42,618,599,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,557,348,209,618,151,0,29,19,43,67,222,62,25,618,327,99,91,36,30,16,311213,1093,1199,1364,1236,1458,1519,506,538,501,599,627
"530330005002","530330005002","530330005002, 53033000500, King, Washington","00","53","033","000500","2",,,,6306.7,985,985,985,0,53,422,411,11,0,0,3,0,1,0,7,422,368,43,422,396,15,0,0,0,0,0,0,0,422,3,2,3,3,7,4,368,219,149,422,94,2,10,13,12,38,147,87,19,422,215,70,47,40,25,14,177795,587,782,861,877,985,1031,323,359,361,411,432
"530330005003","530330005003","530330005003, 53033000500, King, Washington","00","53","033","000500","3",,,,4892.1,1229,1229,1229,0,50.5,533,505,28,3,0,6,1,5,0,13,533,471,34,533,505,0,0,0,0,0,0,0,0,533,0,0,0,0,26,0,471,325,146,533,125,0,0,17,23,55,239,44,30,533,274,75,70,36,32,18,148819,925,1116,1040,1052,1229,1284,443,434,427,505,530
"530330006001","530330006001","530330006001, 53033000600, King, Washington","00","53","033","000600","1",,,,4784.1,1664,1664,1664,0,40.1,659,644,15,4,0,4,0,0,0,7,659,458,186,659,535,0,0,0,75,16,0,0,0,659,0,0,68,13,39,16,458,326,132,659,163,15,8,10,120,42,157,103,41,659,406,127,28,21,47,15,82263,1221,1181,1308,1407,1664,1739,500,522,538,644,676
"530330006002","530330006002","530330006002, 53033000600, King, Washington","00","53","033","000600","2",,,,14178.5,1354,1354,1354,0,37.9,737,703,34,22,1,0,0,1,0,10,737,199,504,737,111,15,0,0,46,147,208,0,0,737,55,40,36,123,127,0,199,132,67,737,141,12,123,170,213,42,17,19,0,737,533,100,37,26,5,2,91449,1213,1159,1381,1172,1354,1414,499,596,600,703,737
"530330006003","530330006003","530330006003, 53033000600, King, Washington","00","53","033","000600","3",,,,5696.5,1686,1686,1686,0,37.8,800,771,29,15,0,2,0,2,0,10,800,457,314,800,339,57,0,0,18,0,65,156,0,800,0,0,18,123,98,0,457,221,236,800,188,21,50,233,83,59,124,9,33,800,504,113,80,48,26,0,92550,2244,555,1187,1415,1686,1761,292,575,639,771,809
"530330006004","530330006004","530330006004, 53033000600, King, Washington","00","53","033","000600","4",,,,4805.7,1808,1808,1808,0,33,857,831,26,13,1,4,0,3,0,5,857,394,437,857,472,130,0,13,17,31,47,0,0,857,0,0,0,143,138,25,394,285,109,857,185,14,84,202,35,110,140,72,15,857,578,101,57,56,29,10,113295,1417,1837,1470,1544,1808,1887,835,642,701,831,871
"530330006005","530330006005","530330006005, 53033000600, King, Washington","00","53","033","000600","5",,,,4262.5,926,926,926,0,41.2,360,344,16,6,0,2,1,1,1,5,360,255,89,360,344,0,0,0,0,0,0,0,0,360,9,0,0,0,80,0,255,181,74,360,91,10,8,2,23,23,82,30,91,360,186,58,24,7,55,14,137269,620,358,819,803,926,967,110,306,294,344,361
"530330006006","530330006006","530330006006, 53033000600, King, Washington","00","53","033","000600","6",,,,11540.3,1479,1479,1479,0,34.1,741,668,73,58,0,2,1,1,0,11,741,340,328,741,259,18,0,66,34,15,55,0,0,741,0,24,10,92,85,7,340,257,83,741,152,47,200,40,12,99,90,69,32,741,463,118,34,19,27,7,141685,1511,1004,1196,1285,1479,1546,445,531,573,668,701
"530330007001","530330007001","530330007001, 53033000700, King, Washington","00","53","033","000700","1",,,,22666.4,1812,1812,1812,0,32.3,1061,968,93,56,5,6,2,5,0,19,1061,208,760,1061,56,170,9,57,122,161,262,0,0,1061,30,25,118,383,71,14,208,151,57,1061,241,199,47,151,167,134,33,77,12,1061,782,141,25,3,0,17,70407,1850,1068,1484,1562,1812,1891,666,803,824,968,1014
"530330007002","530330007002","530330007002, 53033000700, King, Washington","00","53","033","000700","2",,,,7787.1,1314,1314,1314,0,34.2,633,585,48,30,2,3,1,4,0,8,633,246,339,633,316,70,0,25,0,145,0,0,0,633,0,0,128,119,0,0,246,170,76,633,145,42,33,78,6,80,125,68,56,633,421,100,33,17,6,8,75916,791,930,1084,1136,1314,1371,426,500,499,585,613
"530330007003","530330007003","530330007003, 53033000700, King, Washington","00","53","033","000700","3",,,,7957.8,1002,1002,1002,0,40.4,492,470,22,12,0,3,0,0,0,7,492,301,169,492,313,0,0,0,11,112,0,0,0,492,0,0,0,41,36,0,301,239,62,492,109,0,89,32,37,57,103,60,5,492,294,84,48,26,18,0,135331,550,701,750,864,1002,1047,304,349,400,470,493
"530330007004","530330007004","530330007004, 53033000700, King, Washington","00","53","033","000700","4",,,,8117.8,1017,1017,1017,0,42.5,476,460,16,5,1,2,1,1,0,6,476,279,181,476,407,0,0,17,0,18,0,0,0,476,18,0,15,16,27,0,279,181,98,476,116,0,0,0,32,68,120,64,76,476,282,43,54,47,24,10,97472,668,745,871,876,1017,1064,300,378,391,460,483
"530330008001","530330008001","530330008001, 53033000800, King, Washington","00","53","033","000800","1",,,,7226.9,1360,1360,1360,0,39.1,588,555,33,15,1,6,2,1,0,8,588,383,172,588,497,11,0,0,0,47,0,0,0,588,0,0,45,55,38,0,383,281,102,588,142,10,44,13,41,30,90,83,135,588,345,64,60,34,43,9,112960,804,1207,1166,1168,1360,1418,511,463,470,555,581
"530330008002","530330008002","530330008002, 53033000800, King, Washington","00","53","033","000800","2",,,,6469.1,1634,1634,1634,0,46.3,680,660,20,8,1,2,1,3,0,5,680,509,151,680,584,18,0,0,0,12,0,0,0,680,0,9,10,25,0,17,509,343,166,680,157,38,20,35,89,65,167,73,36,680,386,111,79,46,29,9,136890,1387,1216,1434,1415,1634,1706,493,573,563,660,693
"530330009001","530330009001","530330009001, 53033000900, King, Washington","00","53","033","000900","1",,,,6308.5,1273,1273,1273,0,51.4,560,528,32,10,0,2,0,2,0,18,560,437,91,560,477,0,14,0,6,31,0,0,0,560,0,0,25,0,17,0,437,272,165,560,135,6,7,34,29,40,79,121,109,560,304,66,43,59,33,23,172550,1320,1005,1126,1093,1273,1328,441,468,447,528,553
"530330009002","530330009002","530330009002, 53033000900, King, Washington","00","53","033","000900","2",,,,5925.3,1084,1084,1084,0,51,499,461,38,6,0,3,1,13,0,15,499,375,86,499,447,14,0,0,0,0,0,0,0,499,0,0,0,0,0,30,375,239,136,499,120,18,25,13,11,55,55,80,122,499,264,72,59,24,36,6,192601,655,1173,918,926,1084,1133,542,399,389,461,484
"530330010001","530330010001","530330010001, 53033001000, King, Washington","00","53","033","001000","1",,,,7220.8,1035,1035,1035,0,32.9,441,424,17,7,0,2,1,4,0,3,441,194,230,441,262,0,43,42,13,4,4,0,0,441,32,29,21,13,95,9,194,137,57,441,96,22,78,38,37,30,60,23,57,441,293,47,52,0,32,0,101761,663,633,779,902,1035,1082,272,313,365,424,445
"530330010002","530330010002","530330010002, 53033001000, King, Washington","00","53","033","001000","2",,,,5342.3,1203,1203,1203,0,39.1,490,470,20,5,1,3,1,5,0,5,490,325,145,490,361,0,0,8,0,17,0,0,0,490,0,0,15,26,47,0,325,216,109,490,110,30,19,63,35,38,96,49,50,490,293,84,33,30,22,8,125412,1209,884,926,1039,1203,1256,344,394,400,470,493
"530330011001","530330011001","530330011001, 53033001100, King, Washington","00","53","033","001100","1",,,,7256.1,1415,1415,1415,0,38.3,672,621,51,35,1,2,2,3,0,8,672,354,267,672,476,0,0,0,0,56,0,0,0,672,0,20,70,70,0,33,354,260,94,672,141,61,64,30,42,76,82,27,149,672,405,99,31,41,38,7,116729,1604,1168,1208,1223,1415,1478,487,536,530,621,651
"530330011002","530330011002","530330011002, 53033001100, King, Washington","00","53","033","001100","2",,,,6879,1475,1475,1475,0,41.5,646,620,26,12,2,3,1,4,0,4,646,414,206,646,458,23,0,10,0,41,59,17,0,646,0,8,34,46,48,0,414,282,132,646,157,8,77,46,16,18,131,156,37,646,384,76,82,58,0,20,145987,1008,1161,1161,1280,1475,1535,435,521,528,620,650
"530330012001","530330012001","530330012001, 53033001200, King, Washington","00","53","033","001200","1",,,,7867.2,1500,1500,1500,0,38.8,648,620,28,8,1,4,2,5,0,8,648,424,196,648,506,0,0,0,0,0,0,0,0,648,0,0,16,54,82,0,424,304,120,648,159,0,0,21,109,18,189,68,84,648,393,85,44,21,40,37,109163,847,1221,1241,1262,1500,1569,482,518,515,620,651
"530330012002","530330012002","530330012002, 53033001200, King, Washington","00","53","033","001200","2",,,,14455.3,1371,1371,1371,0,31.1,666,633,33,23,0,1,1,4,0,4,666,130,503,666,196,12,0,13,0,161,100,0,0,666,0,0,141,192,41,0,130,87,43,666,150,21,44,62,221,94,57,17,0,666,516,97,7,13,0,0,91780,707,971,1154,1149,1371,1428,487,525,524,633,662
"530330012003","530330012003","530330012003, 53033001200, King, Washington","00","53","033","001200","3",,,,16916.4,1613,1613,1613,0,52,1197,1117,80,70,1,3,1,3,0,2,1197,167,950,1197,68,0,0,0,14,94,794,0,0,1197,90,165,93,211,116,0,167,114,53,1197,307,132,141,231,184,76,56,34,36,1197,904,105,65,43,0,0,47608,1433,969,1152,1349,1613,1686,730,788,922,1117,1172
"530330012004","530330012004","530330012004, 53033001200, King, Washington","00","53","033","001200","4",,,,7689,1449,1449,1449,0,34,807,761,46,41,1,1,3,0,0,0,807,79,682,807,32,0,57,51,162,60,365,0,0,807,20,0,143,132,299,0,79,58,21,807,185,42,107,69,169,84,142,4,5,807,625,76,44,10,6,0,50030,1199,1214,1128,1217,1449,1512,663,643,630,761,798
"530330012005","530330012005","530330012005, 53033001200, King, Washington","00","53","033","001200","5",,,,12418.9,1724,1724,1724,0,30.2,1028,952,76,54,3,5,2,2,0,10,1028,152,800,1028,14,18,47,22,33,176,554,0,0,1028,27,0,120,267,314,0,152,114,38,1028,199,18,226,162,206,77,103,29,8,1028,781,147,24,0,0,0,49224,1077,913,1431,1517,1724,1802,555,826,827,952,999
"530330013001","530330013001","530330013001, 53033001300, King, Washington","00","53","033","001300","1",,,,9681.6,1890,1890,1890,0,39.5,1032,970,62,43,1,5,2,3,0,8,1032,428,542,1032,416,94,37,51,13,97,207,0,0,1032,47,29,10,142,125,36,428,318,110,1032,242,32,65,213,188,16,116,63,97,1032,687,127,77,50,16,13,89254,5518,825,1563,1593,1890,1972,442,815,807,970,1016
"530330013002","530330013002","530330013002, 53033001300, King, Washington","00","53","033","001300","2",,,,16957.7,1605,1605,1605,0,32.1,803,756,47,27,2,4,0,3,0,11,803,246,510,803,169,151,9,11,144,205,0,0,24,803,35,29,154,57,99,0,246,213,33,803,188,51,102,90,118,37,140,21,56,803,575,104,68,9,0,0,70936,836,1141,1297,1361,1605,1675,503,551,633,756,792
"530330013003","530330013003","530330013003, 53033001300, King, Washington","00","53","033","001300","3",,,,9768.2,1634,1634,1634,0,33.5,873,825,48,32,5,2,0,1,0,8,873,228,597,873,210,112,0,10,86,99,41,3,0,873,0,18,96,183,215,18,228,188,40,873,197,189,80,118,70,85,0,25,109,873,635,104,51,17,7,11,72406,1362,1034,1323,1386,1634,1707,499,654,691,825,865
"530330014001","530330014001","530330014001, 53033001400, King, Washington","00","53","033","001400","1",,,,10194.1,1271,1271,1271,0,39,639,592,47,30,3,4,2,4,0,4,639,329,263,639,265,91,0,12,10,124,0,0,0,639,0,0,19,127,19,0,329,239,90,639,151,35,0,83,64,31,59,35,181,639,418,92,12,17,21,32,117651,901,1108,1109,1072,1271,1326,476,508,492,592,621
"530330014002","530330014002","530330014002, 53033001400, King, Washington","00","53","033","001400","2",,,,6278.5,1254,1254,1254,0,39,608,568,40,19,0,11,0,3,0,7,608,306,262,608,343,68,0,0,41,62,0,0,0,608,0,13,34,61,38,0,306,228,78,608,149,24,18,58,42,39,71,108,99,608,392,113,18,30,15,0,101603,832,957,1026,1071,1254,1308,442,485,476,568,596
"530330014003","530330014003","530330014003, 53033001400, King, Washington","00","53","033","001400","3",,,,10844.5,1586,1586,1586,0,34.5,786,758,28,15,0,2,1,5,0,5,786,284,474,786,332,146,9,17,0,67,82,0,0,786,11,0,65,111,174,0,284,231,53,786,191,30,70,119,54,30,59,170,63,786,544,120,57,15,22,0,95091,805,865,1257,1360,1586,1652,442,591,642,758,793
"530330014004","530330014004","530330014004, 53033001400, King, Washington","00","53","033","001400","4",,,,4351.9,1543,1543,1543,0,43.8,673,653,20,1,1,3,2,5,0,8,673,530,123,673,653,0,0,0,0,0,0,0,0,673,0,0,0,0,34,0,530,355,175,673,158,1,20,3,15,78,237,122,39,673,381,115,34,54,35,34,154883,1048,901,1241,1345,1543,1615,379,538,562,653,686
"530330015001","530330015001","530330015001, 53033001500, King, Washington","00","53","033","001500","1",,,,6951.6,1402,1402,1402,0,47.4,631,607,24,6,0,6,3,1,0,8,631,487,120,631,568,24,0,0,0,0,0,0,0,631,0,0,9,13,0,0,487,324,163,631,147,13,20,50,27,99,34,111,130,631,367,96,34,60,18,32,162752,894,1532,1291,1205,1402,1466,626,562,515,607,637
"530330015002","530330015002","530330015002, 53033001500, King, Washington","00","53","033","001500","2",,,,5822.2,1457,1457,1457,0,47.1,687,658,29,6,2,7,3,1,0,10,687,521,137,687,564,84,0,0,0,10,0,0,0,687,0,0,16,23,35,16,521,363,158,687,157,75,33,24,29,39,109,82,139,687,391,137,67,27,28,8,165190,941,1123,1037,1249,1457,1520,486,456,557,658,689
"530330016001","530330016001","530330016001, 53033001600, King, Washington","00","53","033","001600","1",,,,4232.5,1643,1643,1643,0,51.1,682,663,19,3,1,6,1,1,0,7,682,608,55,682,638,0,0,0,0,0,0,25,0,682,0,0,0,9,0,9,608,395,213,682,180,0,46,11,49,18,119,206,53,682,361,82,92,69,26,33,192998,1451,1886,1317,1375,1643,1715,754,538,548,663,695
"530330016002","530330016002","530330016002, 53033001600, King, Washington","00","53","033","001600","2",,,,6107.7,1560,1560,1560,0,51,665,646,19,1,0,0,1,3,0,14,665,584,62,665,646,0,0,0,0,0,0,0,0,665,0,0,0,17,0,0,584,338,246,665,157,17,12,8,22,60,346,16,27,665,361,90,96,39,18,42,160864,1267,1205,1260,1342,1560,1627,565,545,548,646,677
"530330016003","530330016003","530330016003, 53033001600, King, Washington","00","53","033","001600","3",,,,11624.1,1679,1679,1679,0,37.3,851,819,32,21,1,0,1,1,0,8,851,402,417,851,374,100,78,23,92,67,17,0,0,851,0,0,65,104,195,16,402,300,102,851,197,28,51,158,60,97,96,46,118,851,578,152,63,10,0,16,110478,1135,1164,1339,1414,1679,1752,642,658,681,819,858
"530330017011","530330017011","530330017011, 53033001701, King, Washington","00","53","033","001701","1",,,,15103,1888,1888,1888,0,32.2,1052,1003,49,31,4,1,0,5,0,8,1052,272,731,1052,299,13,0,0,18,80,337,0,0,1052,0,0,15,225,244,26,272,232,40,1052,269,239,160,80,64,25,47,12,156,1052,790,164,35,0,10,4,97426,932,1089,1187,1605,1888,1970,414,501,842,1003,1051
"530330017012","530330017012","530330017012, 53033001701, King, Washington","00","53","033","001701","2",,,,11027,1298,1298,1298,0,37.6,730,691,39,20,2,4,1,5,0,7,730,398,293,730,285,45,11,13,7,54,40,40,0,730,0,14,80,35,77,0,398,298,100,730,162,28,75,132,65,27,35,30,176,730,463,123,73,14,18,0,117706,764,1030,1135,1113,1298,1355,493,595,585,691,724
"530330017013","530330017013","530330017013, 53033001701, King, Washington","00","53","033","001701","3",,,,12894.4,1315,1315,1315,0,36.3,642,610,32,14,3,4,1,1,0,9,642,365,245,642,209,27,28,79,17,139,0,0,0,642,62,10,58,54,61,0,365,288,77,642,151,12,78,120,62,42,4,87,86,642,391,122,30,56,5,6,103386,663,956,1042,1100,1315,1374,467,491,504,610,640
"530330017021","530330017021","530330017021, 53033001702, King, Washington","00","53","033","001702","1",,,,11862.9,1574,1574,1574,0,38.6,874,821,53,38,2,10,1,0,0,2,874,284,537,874,401,0,0,11,84,17,215,0,0,874,89,25,73,146,99,0,284,210,74,874,202,29,91,136,91,69,73,41,142,874,612,97,56,15,34,7,93143,1538,987,1233,1322,1574,1642,505,651,681,821,860
"530330017022","530330017022","530330017022, 53033001702, King, Washington","00","53","033","001702","2",,,,9461.9,1187,1187,1187,0,38.2,563,546,17,6,0,6,0,1,0,4,563,364,182,563,479,19,11,0,24,0,0,0,0,563,0,0,15,55,0,0,364,264,100,563,125,21,25,57,0,11,62,29,233,563,353,101,49,16,7,20,88390,859,876,1020,1024,1187,1243,459,444,465,546,574
