Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_OCCUNIT2,ORG_S_1D,ORG_S_1A,ORG_S_2,ORG_S_3_4,ORG_S_5_9,ORG_S_10_19,ORG_S_20_49,ORG_S_50P,ORG_STRAILER,ORG_SOTHER
"530330107022","530330107022","530330107022, 53033010702, King, Washington","00","53","033","010702","2",,,,523,117,137,79,49,0,0,37,104,0,0
"530330107023","530330107023","530330107023, 53033010702, King, Washington","00","53","033","010702","3",,,,503,108,111,34,0,0,0,39,211,0,0
"530330108001","530330108001","530330108001, 53033010800, King, Washington","00","53","033","010800","1",,,,608,565,0,0,0,0,0,19,15,9,0
"530330108002","530330108002","530330108002, 53033010800, King, Washington","00","53","033","010800","2",,,,548,505,43,0,0,0,0,0,0,0,0
"530330108003","530330108003","530330108003, 53033010800, King, Washington","00","53","033","010800","3",,,,843,676,50,52,46,10,0,0,0,9,0
"530330109001","530330109001","530330109001, 53033010900, King, Washington","00","53","033","010900","1",,,,427,257,50,55,15,0,35,0,15,0,0
"530330109002","530330109002","530330109002, 53033010900, King, Washington","00","53","033","010900","2",,,,324,171,10,31,3,34,41,34,0,0,0
"530330110011","530330110011","530330110011, 53033011001, King, Washington","00","53","033","011001","1",,,,476,109,222,0,0,35,0,0,110,0,0
"530330110012","530330110012","530330110012, 53033011001, King, Washington","00","53","033","011001","2",,,,542,104,0,61,0,0,10,134,233,0,0
"530330110013","530330110013","530330110013, 53033011001, King, Washington","00","53","033","011001","3",,,,841,473,125,59,83,27,65,9,0,0,0
"530330110021","530330110021","530330110021, 53033011002, King, Washington","00","53","033","011002","1",,,,335,318,0,0,0,17,0,0,0,0,0
"530330110022","530330110022","530330110022, 53033011002, King, Washington","00","53","033","011002","2",,,,724,268,233,157,32,0,0,32,2,0,0
"530330110023","530330110023","530330110023, 53033011002, King, Washington","00","53","033","011002","3",,,,408,360,0,0,0,48,0,0,0,0,0
"530330111011","530330111011","530330111011, 53033011101, King, Washington","00","53","033","011101","1",,,,466,106,0,0,8,14,28,44,266,0,0
"530330111012","530330111012","530330111012, 53033011101, King, Washington","00","53","033","011101","2",,,,407,244,0,0,23,0,36,0,104,0,0
"530330111013","530330111013","530330111013, 53033011101, King, Washington","00","53","033","011101","3",,,,393,343,0,11,0,0,39,0,0,0,0
"530330111014","530330111014","530330111014, 53033011101, King, Washington","00","53","033","011101","4",,,,464,426,0,11,10,7,0,0,0,10,0
"530330111021","530330111021","530330111021, 53033011102, King, Washington","00","53","033","011102","1",,,,502,487,15,0,0,0,0,0,0,0,0
"530330111022","530330111022","530330111022, 53033011102, King, Washington","00","53","033","011102","2",,,,495,184,16,36,16,0,6,62,169,6,0
"530330111023","530330111023","530330111023, 53033011102, King, Washington","00","53","033","011102","3",,,,348,158,0,6,0,27,31,60,66,0,0
"530330111024","530330111024","530330111024, 53033011102, King, Washington","00","53","033","011102","4",,,,406,322,48,0,0,22,14,0,0,0,0
"530330112001","530330112001","530330112001, 53033011200, King, Washington","00","53","033","011200","1",,,,556,385,33,17,25,26,19,46,0,5,0
"530330112002","530330112002","530330112002, 53033011200, King, Washington","00","53","033","011200","2",,,,441,287,49,26,37,33,9,0,0,0,0
"530330112003","530330112003","530330112003, 53033011200, King, Washington","00","53","033","011200","3",,,,598,297,65,76,42,50,31,37,0,0,0
"530330113001","530330113001","530330113001, 53033011300, King, Washington","00","53","033","011300","1",,,,861,206,0,0,24,82,9,41,499,0,0
"530330113002","530330113002","530330113002, 53033011300, King, Washington","00","53","033","011300","2",,,,483,448,0,0,0,0,35,0,0,0,0
"530330113003","530330113003","530330113003, 53033011300, King, Washington","00","53","033","011300","3",,,,464,413,0,0,51,0,0,0,0,0,0
"530330113004","530330113004","530330113004, 53033011300, King, Washington","00","53","033","011300","4",,,,489,443,0,0,0,0,46,0,0,0,0
"530330113005","530330113005","530330113005, 53033011300, King, Washington","00","53","033","011300","5",,,,536,275,22,0,29,23,81,106,0,0,0
"530330114011","530330114011","530330114011, 53033011401, King, Washington","00","53","033","011401","1",,,,696,191,10,0,57,177,80,27,154,0,0
"530330114012","530330114012","530330114012, 53033011401, King, Washington","00","53","033","011401","2",,,,647,165,94,17,93,16,22,205,35,0,0
"530330114013","530330114013","530330114013, 53033011401, King, Washington","00","53","033","011401","3",,,,632,612,20,0,0,0,0,0,0,0,0
"530330114021","530330114021","530330114021, 53033011402, King, Washington","00","53","033","011402","1",,,,531,238,32,33,29,69,39,34,57,0,0
"530330114022","530330114022","530330114022, 53033011402, King, Washington","00","53","033","011402","2",,,,670,182,71,11,55,37,218,67,0,29,0
"530330114023","530330114023","530330114023, 53033011402, King, Washington","00","53","033","011402","3",,,,840,390,19,0,31,17,17,112,254,0,0
"530330115001","530330115001","530330115001, 53033011500, King, Washington","00","53","033","011500","1",,,,693,693,0,0,0,0,0,0,0,0,0
"530330115002","530330115002","530330115002, 53033011500, King, Washington","00","53","033","011500","2",,,,779,664,19,0,10,0,61,25,0,0,0
"530330115003","530330115003","530330115003, 53033011500, King, Washington","00","53","033","011500","3",,,,819,537,63,0,18,0,66,58,77,0,0
"530330116001","530330116001","530330116001, 53033011600, King, Washington","00","53","033","011600","1",,,,656,546,0,20,0,18,72,0,0,0,0
"530330116002","530330116002","530330116002, 53033011600, King, Washington","00","53","033","011600","2",,,,524,524,0,0,0,0,0,0,0,0,0
"530330116003","530330116003","530330116003, 53033011600, King, Washington","00","53","033","011600","3",,,,638,628,0,0,0,0,0,0,0,10,0
"530330116004","530330116004","530330116004, 53033011600, King, Washington","00","53","033","011600","4",,,,512,491,0,21,0,0,0,0,0,0,0
"530330116005","530330116005","530330116005, 53033011600, King, Washington","00","53","033","011600","5",,,,478,351,47,0,0,0,35,45,0,0,0
"530330116006","530330116006","530330116006, 53033011600, King, Washington","00","53","033","011600","6",,,,638,356,32,32,91,67,0,60,0,0,0
"530330117001","530330117001","530330117001, 53033011700, King, Washington","00","53","033","011700","1",,,,547,438,0,24,76,0,9,0,0,0,0
"530330117002","530330117002","530330117002, 53033011700, King, Washington","00","53","033","011700","2",,,,523,523,0,0,0,0,0,0,0,0,0
"530330117003","530330117003","530330117003, 53033011700, King, Washington","00","53","033","011700","3",,,,502,497,0,0,5,0,0,0,0,0,0
"530330117004","530330117004","530330117004, 53033011700, King, Washington","00","53","033","011700","4",,,,387,376,0,11,0,0,0,0,0,0,0
"530330118001","530330118001","530330118001, 53033011800, King, Washington","00","53","033","011800","1",,,,462,232,14,12,5,16,0,30,145,0,8
"530330118002","530330118002","530330118002, 53033011800, King, Washington","00","53","033","011800","2",,,,447,353,0,20,0,0,0,0,74,0,0
"530330118003","530330118003","530330118003, 53033011800, King, Washington","00","53","033","011800","3",,,,431,431,0,0,0,0,0,0,0,0,0
"530330118004","530330118004","530330118004, 53033011800, King, Washington","00","53","033","011800","4",,,,494,120,37,73,82,26,12,48,96,0,0
"530330118005","530330118005","530330118005, 53033011800, King, Washington","00","53","033","011800","5",,,,430,370,0,0,14,0,18,28,0,0,0
"530330118006","530330118006","530330118006, 53033011800, King, Washington","00","53","033","011800","6",,,,895,218,0,0,99,91,81,284,100,22,0
"530330119001","530330119001","530330119001, 53033011900, King, Washington","00","53","033","011900","1",,,,610,595,0,0,0,15,0,0,0,0,0
"530330119002","530330119002","530330119002, 53033011900, King, Washington","00","53","033","011900","2",,,,684,665,19,0,0,0,0,0,0,0,0
"530330119003","530330119003","530330119003, 53033011900, King, Washington","00","53","033","011900","3",,,,476,383,0,0,0,0,0,77,0,0,16
"530330119004","530330119004","530330119004, 53033011900, King, Washington","00","53","033","011900","4",,,,532,513,19,0,0,0,0,0,0,0,0
"530330119005","530330119005","530330119005, 53033011900, King, Washington","00","53","033","011900","5",,,,587,532,0,0,55,0,0,0,0,0,0
"530330120001","530330120001","530330120001, 53033012000, King, Washington","00","53","033","012000","1",,,,608,529,14,14,0,0,0,51,0,0,0
"530330120002","530330120002","530330120002, 53033012000, King, Washington","00","53","033","012000","2",,,,571,571,0,0,0,0,0,0,0,0,0
"530330120003","530330120003","530330120003, 53033012000, King, Washington","00","53","033","012000","3",,,,553,521,0,0,0,0,0,32,0,0,0
"530330121001","530330121001","530330121001, 53033012100, King, Washington","00","53","033","012100","1",,,,613,444,14,22,0,12,61,18,34,8,0
"530330121002","530330121002","530330121002, 53033012100, King, Washington","00","53","033","012100","2",,,,766,749,0,0,0,0,0,17,0,0,0
"530330263001","530330263001","530330263001, 53033026300, King, Washington","00","53","033","026300","1",,,,173,104,1,0,35,0,0,4,29,0,0
"530330264001","530330264001","530330264001, 53033026400, King, Washington","00","53","033","026400","1",,,,311,106,39,0,21,0,33,112,0,0,0
