Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,ORG_OCCUNIT2,ORG_S_1D,ORG_S_1A,ORG_S_2,ORG_S_3_4,ORG_S_5_9,ORG_S_10_19,ORG_S_20_49,ORG_S_50P,ORG_STRAILER,ORG_SOTHER
"530330056002","530330056002","530330056002, 53033005600, King, Washington","00","53","033","005600","2",,,,613,613,0,0,0,0,0,0,0,0,0
"530330056003","530330056003","530330056003, 53033005600, King, Washington","00","53","033","005600","3",,,,597,583,0,14,0,0,0,0,0,0,0
"530330056004","530330056004","530330056004, 53033005600, King, Washington","00","53","033","005600","4",,,,594,594,0,0,0,0,0,0,0,0,0
"530330056005","530330056005","530330056005, 53033005600, King, Washington","00","53","033","005600","5",,,,665,665,0,0,0,0,0,0,0,0,0
"530330057001","530330057001","530330057001, 53033005700, King, Washington","00","53","033","005700","1",,,,218,149,27,42,0,0,0,0,0,0,0
"530330057002","530330057002","530330057002, 53033005700, King, Washington","00","53","033","005700","2",,,,561,446,42,73,0,0,0,0,0,0,0
"530330057003","530330057003","530330057003, 53033005700, King, Washington","00","53","033","005700","3",,,,477,384,0,0,0,16,0,77,0,0,0
"530330057004","530330057004","530330057004, 53033005700, King, Washington","00","53","033","005700","4",,,,567,473,22,41,0,0,19,0,0,12,0
"530330057005","530330057005","530330057005, 53033005700, King, Washington","00","53","033","005700","5",,,,621,267,0,88,10,35,9,205,0,7,0
"530330057006","530330057006","530330057006, 53033005700, King, Washington","00","53","033","005700","6",,,,793,378,16,19,0,94,185,101,0,0,0
"530330058011","530330058011","530330058011, 53033005801, King, Washington","00","53","033","005801","1",,,,640,264,119,24,65,96,47,25,0,0,0
"530330058012","530330058012","530330058012, 53033005801, King, Washington","00","53","033","005801","2",,,,938,109,0,0,13,59,200,458,99,0,0
"530330058013","530330058013","530330058013, 53033005801, King, Washington","00","53","033","005801","3",,,,744,260,34,0,0,23,121,262,44,0,0
"530330058014","530330058014","530330058014, 53033005801, King, Washington","00","53","033","005801","4",,,,678,266,53,21,69,71,111,52,35,0,0
"530330058021","530330058021","530330058021, 53033005802, King, Washington","00","53","033","005802","1",,,,848,379,27,126,62,51,63,140,0,0,0
"530330058022","530330058022","530330058022, 53033005802, King, Washington","00","53","033","005802","2",,,,1157,219,0,196,122,196,106,283,35,0,0
"530330058023","530330058023","530330058023, 53033005802, King, Washington","00","53","033","005802","3",,,,1012,261,77,19,55,143,287,162,0,8,0
"530330059001","530330059001","530330059001, 53033005900, King, Washington","00","53","033","005900","1",,,,894,132,107,92,88,127,192,120,16,0,20
"530330059002","530330059002","530330059002, 53033005900, King, Washington","00","53","033","005900","2",,,,646,413,0,203,0,0,30,0,0,0,0
"530330059003","530330059003","530330059003, 53033005900, King, Washington","00","53","033","005900","3",,,,193,98,0,18,20,57,0,0,0,0,0
"530330059004","530330059004","530330059004, 53033005900, King, Washington","00","53","033","005900","4",,,,781,538,43,67,25,54,54,0,0,0,0
"530330059005","530330059005","530330059005, 53033005900, King, Washington","00","53","033","005900","5",,,,568,386,42,89,36,0,15,0,0,0,0
"530330060001","530330060001","530330060001, 53033006000, King, Washington","00","53","033","006000","1",,,,1079,103,34,22,104,273,119,114,310,0,0
"530330060002","530330060002","530330060002, 53033006000, King, Washington","00","53","033","006000","2",,,,614,560,0,15,12,27,0,0,0,0,0
"530330060003","530330060003","530330060003, 53033006000, King, Washington","00","53","033","006000","3",,,,631,583,11,0,37,0,0,0,0,0,0
"530330060004","530330060004","530330060004, 53033006000, King, Washington","00","53","033","006000","4",,,,690,126,107,21,48,170,59,159,0,0,0
"530330061001","530330061001","530330061001, 53033006100, King, Washington","00","53","033","006100","1",,,,760,237,57,53,52,105,104,110,0,0,42
"530330061002","530330061002","530330061002, 53033006100, King, Washington","00","53","033","006100","2",,,,661,252,0,138,23,12,110,126,0,0,0
"530330061003","530330061003","530330061003, 53033006100, King, Washington","00","53","033","006100","3",,,,1071,134,71,0,71,74,239,228,228,8,18
"530330061004","530330061004","530330061004, 53033006100, King, Washington","00","53","033","006100","4",,,,876,317,58,39,116,138,75,133,0,0,0
"530330062001","530330062001","530330062001, 53033006200, King, Washington","00","53","033","006200","1",,,,648,500,13,31,0,0,44,60,0,0,0
"530330062002","530330062002","530330062002, 53033006200, King, Washington","00","53","033","006200","2",,,,668,659,9,0,0,0,0,0,0,0,0
"530330062003","530330062003","530330062003, 53033006200, King, Washington","00","53","033","006200","3",,,,481,428,0,0,14,11,28,0,0,0,0
"530330063001","530330063001","530330063001, 53033006300, King, Washington","00","53","033","006300","1",,,,1016,216,30,0,32,156,133,161,288,0,0
"530330063002","530330063002","530330063002, 53033006300, King, Washington","00","53","033","006300","2",,,,793,313,0,0,13,18,49,145,255,0,0
"530330063003","530330063003","530330063003, 53033006300, King, Washington","00","53","033","006300","3",,,,578,283,0,0,12,75,9,20,179,0,0
"530330063004","530330063004","530330063004, 53033006300, King, Washington","00","53","033","006300","4",,,,631,555,50,26,0,0,0,0,0,0,0
"530330064001","530330064001","530330064001, 53033006400, King, Washington","00","53","033","006400","1",,,,523,436,0,24,30,0,0,0,33,0,0
"530330064002","530330064002","530330064002, 53033006400, King, Washington","00","53","033","006400","2",,,,426,313,0,31,9,0,0,28,45,0,0
"530330064003","530330064003","530330064003, 53033006400, King, Washington","00","53","033","006400","3",,,,531,468,0,15,0,30,18,0,0,0,0
"530330065001","530330065001","530330065001, 53033006500, King, Washington","00","53","033","006500","1",,,,586,450,19,0,55,0,62,0,0,0,0
"530330065002","530330065002","530330065002, 53033006500, King, Washington","00","53","033","006500","2",,,,1140,196,114,70,47,101,277,291,44,0,0
"530330065003","530330065003","530330065003, 53033006500, King, Washington","00","53","033","006500","3",,,,1049,284,0,19,31,205,262,226,0,22,0
"530330066001","530330066001","530330066001, 53033006600, King, Washington","00","53","033","006600","1",,,,1117,161,15,0,16,33,83,344,465,0,0
"530330066002","530330066002","530330066002, 53033006600, King, Washington","00","53","033","006600","2",,,,1338,118,86,19,67,400,345,303,0,0,0
"530330067001","530330067001","530330067001, 53033006700, King, Washington","00","53","033","006700","1",,,,1515,15,27,51,87,10,61,322,942,0,0
"530330067002","530330067002","530330067002, 53033006700, King, Washington","00","53","033","006700","2",,,,1348,42,26,52,23,171,117,696,221,0,0
"530330067003","530330067003","530330067003, 53033006700, King, Washington","00","53","033","006700","3",,,,894,135,46,24,37,139,209,279,25,0,0
"530330067004","530330067004","530330067004, 53033006700, King, Washington","00","53","033","006700","4",,,,1066,299,72,0,56,87,319,97,136,0,0
"530330068001","530330068001","530330068001, 53033006800, King, Washington","00","53","033","006800","1",,,,720,520,44,27,44,36,49,0,0,0,0
"530330068002","530330068002","530330068002, 53033006800, King, Washington","00","53","033","006800","2",,,,874,382,17,39,109,35,87,75,130,0,0
"530330069001","530330069001","530330069001, 53033006900, King, Washington","00","53","033","006900","1",,,,591,475,18,0,32,12,14,40,0,0,0
"530330069002","530330069002","530330069002, 53033006900, King, Washington","00","53","033","006900","2",,,,605,322,27,0,31,32,56,121,16,0,0
"530330069003","530330069003","530330069003, 53033006900, King, Washington","00","53","033","006900","3",,,,572,175,0,14,39,68,26,112,138,0,0
"530330069004","530330069004","530330069004, 53033006900, King, Washington","00","53","033","006900","4",,,,739,215,47,62,108,74,0,213,20,0,0
"530330070001","530330070001","530330070001, 53033007000, King, Washington","00","53","033","007000","1",,,,775,153,0,96,12,26,67,201,220,0,0
"530330070002","530330070002","530330070002, 53033007000, King, Washington","00","53","033","007000","2",,,,1037,0,0,0,13,19,201,483,321,0,0
"530330070003","530330070003","530330070003, 53033007000, King, Washington","00","53","033","007000","3",,,,1232,24,0,57,26,188,162,424,351,0,0
"530330070004","530330070004","530330070004, 53033007000, King, Washington","00","53","033","007000","4",,,,908,16,9,0,0,60,107,482,234,0,0
"530330070005","530330070005","530330070005, 53033007000, King, Washington","00","53","033","007000","5",,,,992,0,0,0,0,19,144,322,507,0,0
"530330070006","530330070006","530330070006, 53033007000, King, Washington","00","53","033","007000","6",,,,827,112,45,0,0,37,111,406,116,0,0
"530330071001","530330071001","530330071001, 53033007100, King, Washington","00","53","033","007100","1",,,,851,0,8,0,19,35,153,384,252,0,0
"530330071002","530330071002","530330071002, 53033007100, King, Washington","00","53","033","007100","2",,,,1562,17,0,0,16,59,36,705,729,0,0
"530330072001","530330072001","530330072001, 53033007200, King, Washington","00","53","033","007200","1",,,,2053,14,11,0,0,40,0,275,1713,0,0
"530330072002","530330072002","530330072002, 53033007200, King, Washington","00","53","033","007200","2",,,,1088,0,0,0,0,0,14,41,1033,0,0
"530330072003","530330072003","530330072003, 53033007200, King, Washington","00","53","033","007200","3",,,,1412,11,0,0,0,7,22,191,1181,0,0
"530330073001","530330073001","530330073001, 53033007300, King, Washington","00","53","033","007300","1",,,,1325,11,0,0,0,46,73,260,935,0,0
"530330073002","530330073002","530330073002, 53033007300, King, Washington","00","53","033","007300","2",,,,1113,0,0,0,0,0,36,80,997,0,0
"530330073003","530330073003","530330073003, 53033007300, King, Washington","00","53","033","007300","3",,,,1321,25,0,0,0,9,31,66,1190,0,0
"530330074011","530330074011","530330074011, 53033007401, King, Washington","00","53","033","007401","1",,,,910,53,0,0,0,34,161,366,296,0,0
"530330074012","530330074012","530330074012, 53033007401, King, Washington","00","53","033","007401","2",,,,839,0,119,0,0,26,52,387,255,0,0
"530330074013","530330074013","530330074013, 53033007401, King, Washington","00","53","033","007401","3",,,,807,14,0,0,0,37,117,409,230,0,0
"530330074014","530330074014","530330074014, 53033007401, King, Washington","00","53","033","007401","4",,,,980,66,0,0,15,42,585,237,35,0,0
"530330074021","530330074021","530330074021, 53033007402, King, Washington","00","53","033","007402","1",,,,1432,110,14,0,92,52,194,650,320,0,0
"530330074022","530330074022","530330074022, 53033007402, King, Washington","00","53","033","007402","2",,,,1164,0,13,13,0,13,228,525,372,0,0
"530330074023","530330074023","530330074023, 53033007402, King, Washington","00","53","033","007402","3",,,,1441,0,0,0,0,74,138,507,722,0,0
"530330075001","530330075001","530330075001, 53033007500, King, Washington","00","53","033","007500","1",,,,999,25,12,0,0,174,218,255,315,0,0
"530330075002","530330075002","530330075002, 53033007500, King, Washington","00","53","033","007500","2",,,,1014,76,46,0,96,111,109,307,269,0,0
"530330075003","530330075003","530330075003, 53033007500, King, Washington","00","53","033","007500","3",,,,1250,42,23,112,153,229,196,330,165,0,0
"530330075004","530330075004","530330075004, 53033007500, King, Washington","00","53","033","007500","4",,,,1016,117,42,0,9,46,191,471,140,0,0
"530330075005","530330075005","530330075005, 53033007500, King, Washington","00","53","033","007500","5",,,,685,57,0,19,111,21,223,231,23,0,0
"530330076001","530330076001","530330076001, 53033007600, King, Washington","00","53","033","007600","1",,,,705,243,85,33,19,16,198,111,0,0,0
"530330076002","530330076002","530330076002, 53033007600, King, Washington","00","53","033","007600","2",,,,805,154,157,57,79,31,162,123,42,0,0
"530330076003","530330076003","530330076003, 53033007600, King, Washington","00","53","033","007600","3",,,,810,64,32,23,71,46,262,230,82,0,0
"530330077001","530330077001","530330077001, 53033007700, King, Washington","00","53","033","007700","1",,,,610,538,0,60,0,0,12,0,0,0,0
"530330077002","530330077002","530330077002, 53033007700, King, Washington","00","53","033","007700","2",,,,506,396,31,37,10,0,10,22,0,0,0
"530330077003","530330077003","530330077003, 53033007700, King, Washington","00","53","033","007700","3",,,,525,328,100,13,0,32,30,0,22,0,0
"530330077004","530330077004","530330077004, 53033007700, King, Washington","00","53","033","007700","4",,,,907,146,221,0,39,120,190,191,0,0,0
"530330078001","530330078001","530330078001, 53033007800, King, Washington","00","53","033","007800","1",,,,623,609,0,0,0,0,14,0,0,0,0
"530330078002","530330078002","530330078002, 53033007800, King, Washington","00","53","033","007800","2",,,,729,592,0,67,13,12,45,0,0,0,0
"530330078003","530330078003","530330078003, 53033007800, King, Washington","00","53","033","007800","3",,,,578,345,83,0,37,29,0,84,0,0,0
"530330078004","530330078004","530330078004, 53033007800, King, Washington","00","53","033","007800","4",,,,583,538,0,45,0,0,0,0,0,0,0
"530330079001","530330079001","530330079001, 53033007900, King, Washington","00","53","033","007900","1",,,,602,225,0,54,12,0,0,0,305,6,0
"530330079002","530330079002","530330079002, 53033007900, King, Washington","00","53","033","007900","2",,,,639,174,44,132,13,42,0,156,78,0,0
"530330079003","530330079003","530330079003, 53033007900, King, Washington","00","53","033","007900","3",,,,532,64,6,26,37,59,180,160,0,0,0
"530330079004","530330079004","530330079004, 53033007900, King, Washington","00","53","033","007900","4",,,,795,9,10,0,0,83,18,229,439,7,0
"530330079005","530330079005","530330079005, 53033007900, King, Washington","00","53","033","007900","5",,,,924,85,0,0,24,141,87,331,256,0,0
"530330080011","530330080011","530330080011, 53033008001, King, Washington","00","53","033","008001","1",,,,1252,10,0,0,0,18,23,167,1034,0,0
"530330080012","530330080012","530330080012, 53033008001, King, Washington","00","53","033","008001","2",,,,803,0,0,0,0,0,89,133,581,0,0
"530330080013","530330080013","530330080013, 53033008001, King, Washington","00","53","033","008001","3",,,,926,23,18,0,19,53,21,179,613,0,0
"530330080014","530330080014","530330080014, 53033008001, King, Washington","00","53","033","008001","4",,,,1039,37,0,0,0,0,31,69,887,15,0
"530330080015","530330080015","530330080015, 53033008001, King, Washington","00","53","033","008001","5",,,,644,81,0,0,7,0,0,21,535,0,0
"530330080021","530330080021","530330080021, 53033008002, King, Washington","00","53","033","008002","1",,,,1288,11,14,13,0,0,24,254,972,0,0
"530330080022","530330080022","530330080022, 53033008002, King, Washington","00","53","033","008002","2",,,,1132,17,0,0,0,0,14,153,948,0,0
"530330081001","530330081001","530330081001, 53033008100, King, Washington","00","53","033","008100","1",,,,1238,0,11,0,0,8,24,63,1132,0,0
"530330081002","530330081002","530330081002, 53033008100, King, Washington","00","53","033","008100","2",,,,717,14,0,0,0,0,42,224,437,0,0
"530330081003","530330081003","530330081003, 53033008100, King, Washington","00","53","033","008100","3",,,,1068,37,0,0,0,40,5,191,795,0,0
"530330082001","530330082001","530330082001, 53033008200, King, Washington","00","53","033","008200","1",,,,749,10,0,29,11,0,12,22,665,0,0
"530330082002","530330082002","530330082002, 53033008200, King, Washington","00","53","033","008200","2",,,,1148,0,0,11,0,0,0,167,970,0,0
"530330082003","530330082003","530330082003, 53033008200, King, Washington","00","53","033","008200","3",,,,869,27,25,0,0,0,0,139,678,0,0
"530330083001","530330083001","530330083001, 53033008300, King, Washington","00","53","033","008300","1",,,,855,49,28,0,7,0,8,111,652,0,0
"530330083002","530330083002","530330083002, 53033008300, King, Washington","00","53","033","008300","2",,,,1305,14,0,0,0,0,7,235,1049,0,0
"530330084001","530330084001","530330084001, 53033008400, King, Washington","00","53","033","008400","1",,,,1165,0,36,0,11,46,152,632,288,0,0
"530330084002","530330084002","530330084002, 53033008400, King, Washington","00","53","033","008400","2",,,,1176,0,12,0,0,34,43,350,737,0,0
"530330084003","530330084003","530330084003, 53033008400, King, Washington","00","53","033","008400","3",,,,903,16,0,37,0,14,165,442,229,0,0
"530330085001","530330085001","530330085001, 53033008500, King, Washington","00","53","033","008500","1",,,,783,0,0,11,0,4,9,295,464,0,0
"530330085002","530330085002","530330085002, 53033008500, King, Washington","00","53","033","008500","2",,,,618,0,34,0,56,28,12,253,235,0,0
"530330085003","530330085003","530330085003, 53033008500, King, Washington","00","53","033","008500","3",,,,452,23,0,0,14,8,19,34,354,0,0
"530330086001","530330086001","530330086001, 53033008600, King, Washington","00","53","033","008600","1",,,,848,89,10,129,133,120,98,115,154,0,0
"530330086002","530330086002","530330086002, 53033008600, King, Washington","00","53","033","008600","2",,,,965,0,37,48,0,79,26,512,263,0,0
"530330086003","530330086003","530330086003, 53033008600, King, Washington","00","53","033","008600","3",,,,639,44,23,95,18,51,102,111,190,5,0
"530330087001","530330087001","530330087001, 53033008700, King, Washington","00","53","033","008700","1",,,,673,258,41,87,41,34,145,67,0,0,0
"530330087002","530330087002","530330087002, 53033008700, King, Washington","00","53","033","008700","2",,,,585,145,140,35,51,17,21,46,130,0,0
"530330087003","530330087003","530330087003, 53033008700, King, Washington","00","53","033","008700","3",,,,748,259,67,62,61,42,30,198,29,0,0
"530330088001","530330088001","530330088001, 53033008800, King, Washington","00","53","033","008800","1",,,,685,527,28,26,12,30,34,15,0,13,0
"530330088002","530330088002","530330088002, 53033008800, King, Washington","00","53","033","008800","2",,,,614,441,63,56,20,14,20,0,0,0,0
"530330088003","530330088003","530330088003, 53033008800, King, Washington","00","53","033","008800","3",,,,508,293,58,0,45,32,80,0,0,0,0
"530330089001","530330089001","530330089001, 53033008900, King, Washington","00","53","033","008900","1",,,,762,366,0,19,19,96,18,153,91,0,0
"530330089002","530330089002","530330089002, 53033008900, King, Washington","00","53","033","008900","2",,,,613,465,126,22,0,0,0,0,0,0,0
"530330089003","530330089003","530330089003, 53033008900, King, Washington","00","53","033","008900","3",,,,633,178,79,31,53,38,55,179,20,0,0
"530330089004","530330089004","530330089004, 53033008900, King, Washington","00","53","033","008900","4",,,,525,188,56,193,48,40,0,0,0,0,0
"530330090001","530330090001","530330090001, 53033009000, King, Washington","00","53","033","009000","1",,,,745,129,22,77,24,11,20,73,389,0,0
"530330090002","530330090002","530330090002, 53033009000, King, Washington","00","53","033","009000","2",,,,1042,106,77,39,31,56,60,99,574,0,0
"530330091001","530330091001","530330091001, 53033009100, King, Washington","00","53","033","009100","1",,,,770,32,60,30,14,196,17,160,261,0,0
"530330091002","530330091002","530330091002, 53033009100, King, Washington","00","53","033","009100","2",,,,1034,0,0,0,7,0,53,449,525,0,0
"530330092001","530330092001","530330092001, 53033009200, King, Washington","00","53","033","009200","1",,,,1202,24,0,0,0,15,39,171,953,0,0
"530330092002","530330092002","530330092002, 53033009200, King, Washington","00","53","033","009200","2",,,,851,23,0,0,0,37,54,231,499,7,0
"530330093001","530330093001","530330093001, 53033009300, King, Washington","00","53","033","009300","1",,,,505,19,39,0,9,0,129,97,212,0,0
"530330093002","530330093002","530330093002, 53033009300, King, Washington","00","53","033","009300","2",,,,166,9,0,8,33,0,9,22,85,0,0
"530330093003","530330093003","530330093003, 53033009300, King, Washington","00","53","033","009300","3",,,,544,344,17,0,0,38,29,116,0,0,0
"530330094001","530330094001","530330094001, 53033009400, King, Washington","00","53","033","009400","1",,,,625,35,128,62,10,105,45,0,240,0,0
"530330094002","530330094002","530330094002, 53033009400, King, Washington","00","53","033","009400","2",,,,675,267,73,51,29,0,10,16,215,14,0
"530330094003","530330094003","530330094003, 53033009400, King, Washington","00","53","033","009400","3",,,,517,362,56,99,0,0,0,0,0,0,0
"530330094004","530330094004","530330094004, 53033009400, King, Washington","00","53","033","009400","4",,,,376,99,40,50,135,0,52,0,0,0,0
"530330094005","530330094005","530330094005, 53033009400, King, Washington","00","53","033","009400","5",,,,696,194,202,83,106,0,44,0,67,0,0
"530330095001","530330095001","530330095001, 53033009500, King, Washington","00","53","033","009500","1",,,,750,657,17,46,0,0,0,0,0,30,0
"530330095002","530330095002","530330095002, 53033009500, King, Washington","00","53","033","009500","2",,,,813,465,34,98,16,0,12,25,163,0,0
"530330095003","530330095003","530330095003, 53033009500, King, Washington","00","53","033","009500","3",,,,651,629,22,0,0,0,0,0,0,0,0
"530330095004","530330095004","530330095004, 53033009500, King, Washington","00","53","033","009500","4",,,,663,334,41,25,14,30,37,97,68,17,0
"530330096001","530330096001","530330096001, 53033009600, King, Washington","00","53","033","009600","1",,,,428,251,0,52,17,44,13,51,0,0,0
"530330096002","530330096002","530330096002, 53033009600, King, Washington","00","53","033","009600","2",,,,760,109,0,0,49,41,172,242,147,0,0
"530330096003","530330096003","530330096003, 53033009600, King, Washington","00","53","033","009600","3",,,,567,394,32,0,41,12,36,52,0,0,0
"530330096004","530330096004","530330096004, 53033009600, King, Washington","00","53","033","009600","4",,,,618,359,43,0,11,103,50,52,0,0,0
"530330096005","530330096005","530330096005, 53033009600, King, Washington","00","53","033","009600","5",,,,886,291,0,14,60,119,128,194,80,0,0
"530330097011","530330097011","530330097011, 53033009701, King, Washington","00","53","033","009701","1",,,,957,495,96,43,19,55,153,96,0,0,0
"530330097012","530330097012","530330097012, 53033009701, King, Washington","00","53","033","009701","2",,,,704,373,41,9,0,39,50,123,69,0,0
"530330097013","530330097013","530330097013, 53033009701, King, Washington","00","53","033","009701","3",,,,783,109,0,147,113,120,89,76,129,0,0
"530330097014","530330097014","530330097014, 53033009701, King, Washington","00","53","033","009701","4",,,,875,578,67,21,64,72,58,0,15,0,0
"530330097021","530330097021","530330097021, 53033009702, King, Washington","00","53","033","009702","1",,,,589,523,0,0,0,0,56,0,0,10,0
"530330097022","530330097022","530330097022, 53033009702, King, Washington","00","53","033","009702","2",,,,477,477,0,0,0,0,0,0,0,0,0
"530330097023","530330097023","530330097023, 53033009702, King, Washington","00","53","033","009702","3",,,,447,402,21,13,0,0,0,11,0,0,0
"530330097024","530330097024","530330097024, 53033009702, King, Washington","00","53","033","009702","4",,,,489,489,0,0,0,0,0,0,0,0,0
"530330097025","530330097025","530330097025, 53033009702, King, Washington","00","53","033","009702","5",,,,626,439,0,95,8,14,19,51,0,0,0
"530330098001","530330098001","530330098001, 53033009800, King, Washington","00","53","033","009800","1",,,,721,499,20,0,15,88,0,99,0,0,0
"530330098002","530330098002","530330098002, 53033009800, King, Washington","00","53","033","009800","2",,,,594,538,19,17,0,0,0,20,0,0,0
"530330098003","530330098003","530330098003, 53033009800, King, Washington","00","53","033","009800","3",,,,644,568,0,0,24,44,8,0,0,0,0
"530330098004","530330098004","530330098004, 53033009800, King, Washington","00","53","033","009800","4",,,,768,298,60,112,16,114,94,74,0,0,0
"530330098005","530330098005","530330098005, 53033009800, King, Washington","00","53","033","009800","5",,,,696,410,37,47,28,28,96,50,0,0,0
"530330099001","530330099001","530330099001, 53033009900, King, Washington","00","53","033","009900","1",,,,637,385,26,0,0,12,0,65,149,0,0
"530330099002","530330099002","530330099002, 53033009900, King, Washington","00","53","033","009900","2",,,,797,604,24,89,41,0,0,30,0,9,0
"530330099003","530330099003","530330099003, 53033009900, King, Washington","00","53","033","009900","3",,,,845,177,20,21,23,56,83,203,262,0,0
"530330099004","530330099004","530330099004, 53033009900, King, Washington","00","53","033","009900","4",,,,614,175,94,47,37,17,12,130,102,0,0
"530330100011","530330100011","530330100011, 53033010001, King, Washington","00","53","033","010001","1",,,,421,356,0,29,0,0,36,0,0,0,0
"530330100012","530330100012","530330100012, 53033010001, King, Washington","00","53","033","010001","2",,,,626,431,22,51,0,90,32,0,0,0,0
"530330100013","530330100013","530330100013, 53033010001, King, Washington","00","53","033","010001","3",,,,724,162,133,55,17,0,44,171,142,0,0
"530330100021","530330100021","530330100021, 53033010002, King, Washington","00","53","033","010002","1",,,,412,261,43,0,0,0,34,74,0,0,0
"530330100022","530330100022","530330100022, 53033010002, King, Washington","00","53","033","010002","2",,,,655,263,13,14,27,78,145,92,23,0,0
"530330100023","530330100023","530330100023, 53033010002, King, Washington","00","53","033","010002","3",,,,407,384,0,23,0,0,0,0,0,0,0
"530330100024","530330100024","530330100024, 53033010002, King, Washington","00","53","033","010002","4",,,,559,392,19,23,24,9,83,9,0,0,0
"530330101001","530330101001","530330101001, 53033010100, King, Washington","00","53","033","010100","1",,,,569,485,0,0,0,29,0,55,0,0,0
"530330101002","530330101002","530330101002, 53033010100, King, Washington","00","53","033","010100","2",,,,475,417,0,0,0,0,58,0,0,0,0
"530330101003","530330101003","530330101003, 53033010100, King, Washington","00","53","033","010100","3",,,,279,135,67,18,0,20,0,0,39,0,0
"530330101004","530330101004","530330101004, 53033010100, King, Washington","00","53","033","010100","4",,,,724,221,15,0,0,81,53,0,354,0,0
"530330101005","530330101005","530330101005, 53033010100, King, Washington","00","53","033","010100","5",,,,973,695,60,73,0,15,0,0,130,0,0
"530330102001","530330102001","530330102001, 53033010200, King, Washington","00","53","033","010200","1",,,,727,717,0,0,10,0,0,0,0,0,0
"530330102002","530330102002","530330102002, 53033010200, King, Washington","00","53","033","010200","2",,,,474,458,0,0,0,0,16,0,0,0,0
"530330102003","530330102003","530330102003, 53033010200, King, Washington","00","53","033","010200","3",,,,493,446,8,0,0,0,0,14,25,0,0
"530330102004","530330102004","530330102004, 53033010200, King, Washington","00","53","033","010200","4",,,,585,527,0,27,0,0,9,0,6,16,0
"530330103001","530330103001","530330103001, 53033010300, King, Washington","00","53","033","010300","1",,,,398,278,0,48,0,0,36,36,0,0,0
"530330103002","530330103002","530330103002, 53033010300, King, Washington","00","53","033","010300","2",,,,523,368,24,0,49,0,56,0,26,0,0
"530330103003","530330103003","530330103003, 53033010300, King, Washington","00","53","033","010300","3",,,,456,165,19,19,0,159,65,0,29,0,0
"530330103004","530330103004","530330103004, 53033010300, King, Washington","00","53","033","010300","4",,,,534,223,64,23,38,0,0,163,23,0,0
"530330103005","530330103005","530330103005, 53033010300, King, Washington","00","53","033","010300","5",,,,849,305,46,111,31,137,79,87,53,0,0
"530330104011","530330104011","530330104011, 53033010401, King, Washington","00","53","033","010401","1",,,,492,455,32,0,0,0,5,0,0,0,0
"530330104012","530330104012","530330104012, 53033010401, King, Washington","00","53","033","010401","2",,,,686,600,18,0,13,0,0,55,0,0,0
"530330104013","530330104013","530330104013, 53033010401, King, Washington","00","53","033","010401","3",,,,531,396,105,7,0,0,0,0,0,23,0
"530330104021","530330104021","530330104021, 53033010402, King, Washington","00","53","033","010402","1",,,,481,378,18,0,0,85,0,0,0,0,0
"530330104022","530330104022","530330104022, 53033010402, King, Washington","00","53","033","010402","2",,,,512,448,64,0,0,0,0,0,0,0,0
"530330104023","530330104023","530330104023, 53033010402, King, Washington","00","53","033","010402","3",,,,385,368,0,0,0,17,0,0,0,0,0
"530330104024","530330104024","530330104024, 53033010402, King, Washington","00","53","033","010402","4",,,,510,477,0,0,0,0,33,0,0,0,0
"530330105001","530330105001","530330105001, 53033010500, King, Washington","00","53","033","010500","1",,,,623,167,0,0,115,0,17,124,200,0,0
"530330105002","530330105002","530330105002, 53033010500, King, Washington","00","53","033","010500","2",,,,731,388,99,0,83,55,106,0,0,0,0
"530330105003","530330105003","530330105003, 53033010500, King, Washington","00","53","033","010500","3",,,,560,524,0,0,0,0,36,0,0,0,0
"530330105004","530330105004","530330105004, 53033010500, King, Washington","00","53","033","010500","4",,,,1161,157,90,129,21,89,23,184,460,8,0
"530330105005","530330105005","530330105005, 53033010500, King, Washington","00","53","033","010500","5",,,,943,322,0,40,0,88,95,268,130,0,0
"530330106001","530330106001","530330106001, 53033010600, King, Washington","00","53","033","010600","1",,,,771,719,0,0,0,0,32,20,0,0,0
"530330106002","530330106002","530330106002, 53033010600, King, Washington","00","53","033","010600","2",,,,651,222,63,17,14,115,88,132,0,0,0
"530330106003","530330106003","530330106003, 53033010600, King, Washington","00","53","033","010600","3",,,,1003,329,74,0,14,26,38,233,289,0,0
"530330106004","530330106004","530330106004, 53033010600, King, Washington","00","53","033","010600","4",,,,541,376,0,0,0,0,86,79,0,0,0
"530330106005","530330106005","530330106005, 53033010600, King, Washington","00","53","033","010600","5",,,,785,766,19,0,0,0,0,0,0,0,0
"530330106006","530330106006","530330106006, 53033010600, King, Washington","00","53","033","010600","6",,,,557,330,22,50,0,16,28,89,22,0,0
"530330107011","530330107011","530330107011, 53033010701, King, Washington","00","53","033","010701","1",,,,875,449,144,0,41,53,121,51,16,0,0
"530330107012","530330107012","530330107012, 53033010701, King, Washington","00","53","033","010701","2",,,,640,324,97,0,13,183,23,0,0,0,0
"530330107021","530330107021","530330107021, 53033010702, King, Washington","00","53","033","010702","1",,,,568,306,78,0,24,39,111,0,0,10,0
